OBW67823.1	OBW67823.1	2-HACID_DH
XP_007839356.1	OIW26061.1	HET
XP_018042759.1	OIW26061.1	HET
XP_007804926.1	OIW26061.1	HET
XP_007804973.1	KIM95286.1	HET
XP_018041533.1	KIM95286.1	HET
XP_018041405.1	OIW26061.1	HET
XP_018041118.1	KIM95286.1	HET
XP_018040385.1	KIM95286.1	HET
XP_018040133.1	OIW26061.1	HET
XP_007811147.1	OIW26061.1	HET
XP_018038718.1	OIW26061.1	HET
XP_018042511.1	KIM95286.1	HET
XP_008021221.1	KIM95286.1	HET
XP_008021553.1	OIW26061.1	HET
XP_018034703.1	KIM95286.1	HET
XP_008715810.1	KIM95286.1	HET
XP_008720467.1	KIM95286.1	HET
XP_008721084.1	KIM95286.1	HET
XP_008724929.1	OIW26061.1	HET
XP_008725444.1	OIW26061.1	HET
XP_008727722.1	KIM95286.1	HET
XP_018031119.1	OIW26061.1	HET
KFY92583.1	KIM95286.1	HET
KFY90041.1	OIW26061.1	HET
XP_008714046.1	KIM95286.1	HET
XP_009259469.1	KIM95286.1	HET
XP_018030307.1	OIW26061.1	HET
KFY58856.1	KIM95286.1	HET
KFY46562.1	KFY46562.1	HET
XP_018029604.1	OIW26061.1	HET
XP_018029451.1	OIW26061.1	HET
KFY30276.1	KIM95286.1	HET
KFY29166.1	OIW26061.1	HET
XP_013270046.1	XP_013270046.1	HET
XP_013270448.1	OIW26061.1	HET
XP_018030531.1	XP_018030531.1	HET
XP_013273250.1	OIW26061.1	HET
XP_008713568.1	KIM95286.1	HET
KFZ24051.1	KFZ24051.1	HET
XP_008025609.1	KIM95286.1	HET
XP_008026258.1	KIM95286.1	HET
XP_008026495.1	KIM95286.1	HET
XP_008026508.1	KIM95286.1	HET
XP_008028370.1	OIW26061.1	HET
XP_008029356.1	KIM95286.1	HET
XP_008029361.1	KIM95286.1	HET
XP_008029370.1	KIM95286.1	HET
XP_008029718.1	KIM95286.1	HET
XP_018031221.1	OIW26061.1	HET
XP_008030084.1	KIM95286.1	HET
XP_008076781.1	OIW26061.1	HET
XP_008077250.1	OIW26061.1	HET
XP_008078632.1	KIM95286.1	HET
XP_018034078.1	OIW26061.1	HET
XP_008079468.1	KIM95286.1	HET
XP_018031820.1	KIM95286.1	HET
XP_018031722.1	KIM95286.1	HET
XP_018031356.1	OIW26061.1	HET
KFZ25299.1	OIW26061.1	HET
XP_008076640.1	KIM95286.1	HET
XP_024552742.1	KIM95286.1	HET
KXL44122.1	KIM95286.1	HET
EFQ93942.1	OIW26061.1	HET
APA11969.1	KIM95286.1	HET
ORY16169.1	OIW26061.1	HET
ORY15390.1	KIM95286.1	HET
ORY10967.1	KIM95286.1	HET
ORY09451.1	KIM95286.1	HET
ORY08455.1	KIM95286.1	HET
ORY01187.1	KIM95286.1	HET
APA13360.1	OIW26061.1	HET
ORX93522.1	KIM95286.1	HET
OQV11207.1	OIW26061.1	HET
OQV10995.1	OIW26061.1	HET
OQV09788.1	KIM95286.1	HET
OQV09550.1	OIW26061.1	HET
OQV05548.1	KIM95286.1	HET
OQV03579.1	KIM95286.1	HET
OQV01021.1	KIM95286.1	HET
APA14435.1	OIW26061.1	HET
OQU98236.1	KIM95286.1	HET
OQU95021.1	KIM95286.1	HET
APA11965.1	OIW26061.1	HET
APA11939.1	KIM95286.1	HET
APA11278.1	OIW26061.1	HET
RAR05617.1	KIM95286.1	HET
OSS50032.1	OIW26061.1	HET
OSS50028.1	KIM95286.1	HET
OSS49004.1	OIW26061.1	HET
OSS47585.1	OIW26061.1	HET
OSS46286.1	KIM95286.1	HET
OSS46080.1	RDW57006.1	HET
OSS44508.1	KIM95286.1	HET
OSS43522.1	OIW26061.1	HET
OSS43194.1	KIM95286.1	HET
OQU94929.1	OIW26061.1	HET
ORY68401.1	OIW26061.1	HET
RAQ98600.1	KIM95286.1	HET
RAQ98684.1	KIM95286.1	HET
RAQ99094.1	OIW26061.1	HET
ORY63343.1	OIW26061.1	HET
APA10080.1	OIW26061.1	HET
RAQ99594.1	KIM95286.1	HET
RAR00477.1	OIW26061.1	HET
APA10375.1	KIM95286.1	HET
RAR02190.1	OIW26061.1	HET
RAQ98585.1	OIW26061.1	HET
OQU94410.1	KIM95286.1	HET
OQU94409.1	KIM95286.1	HET
OQO32604.1	KIM95286.1	HET
XP_024739548.1	OIW26061.1	HET
XP_024738685.1	KIM95286.1	HET
RDL31839.1	OIW26061.1	HET
RDL34650.1	KIM95286.1	HET
RDL36051.1	OIW26061.1	HET
RDL36277.1	KIM95286.1	HET
XP_024738313.1	OIW26061.1	HET
RDL37956.1	OIW26061.1	HET
RDL41338.1	OIW26061.1	HET
XP_024743144.1	OIW26061.1	HET
XP_024736148.1	OIW26061.1	HET
RDL41545.1	OIW26061.1	HET
CZR50232.1	OIW26061.1	HET
RDW56928.1	RDW56928.1	HET
CZR51333.1	OIW26061.1	HET
CZR51509.1	OIW26061.1	HET
RDW57694.1	KIM95286.1	HET
RDW58832.1	OIW26061.1	HET
EFQ95330.1	KIM95286.1	HET
CZR52081.1	OIW26061.1	HET
XP_024733875.1	OIW26061.1	HET
OSS51913.1	KIM95286.1	HET
XP_024768336.1	KIM95286.1	HET
XP_024768802.1	OIW26061.1	HET
APA14649.1	KIM95286.1	HET
OQO23823.1	KIM95286.1	HET
OQO20041.1	KIM95286.1	HET
OQO08786.1	KIM95286.1	HET
OQO05914.1	KIM95286.1	HET
OQN98003.1	KIM95286.1	HET
OQN97626.1	KIM95286.1	HET
OQN96250.1	KIM95286.1	HET
OQN96228.1	KIM95286.1	HET
OOF92105.1	OOF92105.1	HET
OQN95615.1	KIM95286.1	HET
APA15333.1	KIM95286.1	HET
CAL30201.1	KIM95286.1	HET
CAL30203.1	KIM95286.1	HET
CAL30216.1	KIM95286.1	HET
CCD34839.1	KIM95286.1	HET
CCD42629.1	OIW26061.1	HET
CCD42655.1	OIW26061.1	HET
CCD45542.1	OIW26061.1	HET
CCD51175.1	OIW26061.1	HET
APA14932.1	OIW26061.1	HET
OSS52724.1	OIW26061.1	HET
OSS52914.1	KIM95286.1	HET
OSS53334.1	KIM95286.1	HET
PZC90659.1	KIM95286.1	HET
PZC91994.1	OIW26061.1	HET
AAL37299.1	KIM95286.1	HET
PZC93095.1	KIM95286.1	HET
PZC94680.1	OIW26061.1	HET
PZC95326.1	KIM95286.1	HET
PZC96370.1	KIM95286.1	HET
PZC97622.1	KIM95286.1	HET
PZD01213.1	PZD01213.1	HET
AAL37298.1	KIM95286.1	HET
PZD01839.1	OIW26061.1	HET
PZD03494.1	OIW26061.1	HET
PZD03780.1	OIW26061.1	HET
PZD04560.1	KIM95286.1	HET
PZD06556.1	KIM95286.1	HET
PZD08254.1	OIW26061.1	HET
PZD15255.1	PZD39425.1	HET
PZD16196.1	OIW26061.1	HET
PZD20652.1	KIM95286.1	HET
PZD21147.1	KIM95286.1	HET
PZD02028.1	OIW26061.1	HET
AAL37300.1	KIM95286.1	HET
PZC90498.1	KIM95286.1	HET
PZC89985.1	KIM95286.1	HET
PWO13135.1	OIW26061.1	HET
PWO14258.1	KIM95286.1	HET
PWO15119.1	OIW26061.1	HET
PWO17649.1	KIM95286.1	HET
PWO19065.1	OIW26061.1	HET
PWO19781.1	OIW26061.1	HET
PWO20025.1	KIM95286.1	HET
PWO20081.1	KIM95286.1	HET
PWO20763.1	OIW26061.1	HET
PZC90265.1	KIM95286.1	HET
PWO21282.1	KIM95286.1	HET
PWO23434.1	PZD49099.1	HET
PWO27345.1	OIW26061.1	HET
PZC88567.1	KIM95286.1	HET
PZC88765.1	PZD30684.1	HET
PZC88826.1	OIW26061.1	HET
PZC88903.1	OIW26061.1	HET
PZC88995.1	KIM95286.1	HET
PZC89246.1	OIW26061.1	HET
PZC89538.1	OIW26061.1	HET
PWO21909.1	KIM95286.1	HET
RDW59079.1	OIW26061.1	HET
PZD22549.1	KIM95286.1	HET
PZD23481.1	OIW26061.1	HET
OWY47061.1	KIM95286.1	HET
OWY44641.1	KIM95286.1	HET
PZD44507.1	KIM95286.1	HET
PZD44726.1	KIM95286.1	HET
PZD47094.1	KIM95286.1	HET
OWY41624.1	OCK92417.1	HET
PZD49099.1	PZD49099.1	HET
ADA68833.1	KIM95286.1	HET
PZD51901.1	KIM95286.1	HET
PZD43013.1	OIW26061.1	HET
Q00808.1	KIM95286.1	HET
OTB04378.1	OIW26061.1	HET
OTA95499.1	KIM95286.1	HET
ADA68834.1	KIM95286.1	HET
ADA68835.1	KIM95286.1	HET
ADA68836.1	KIM95286.1	HET
APA08425.1	OIW26061.1	HET
OSS55038.1	OIW26061.1	HET
OSS54720.1	KIM95286.1	HET
OSS54009.1	KIM95286.1	HET
RAL60094.1	OIW26061.1	HET
PZD22707.1	KIM95286.1	HET
OWY50036.1	KIM95286.1	HET
OWY52202.1	KIM95286.1	HET
PZD23936.1	KIM95286.1	HET
PZD24188.1	KIM95286.1	HET
PZD25135.1	OIW26061.1	HET
PZD25883.1	OIW26061.1	HET
PZD25983.1	KIM95286.1	HET
AAL37301.1	KIM95286.1	HET
PZD28104.1	KIM95286.1	HET
PZD29497.1	KIM95286.1	HET
PZD30684.1	PZD30684.1	HET
OWY51406.1	RDW57006.1	HET
PZD31586.1	OIW26061.1	HET
PZD32024.1	KIM95286.1	HET
PZD36054.1	KIM95286.1	HET
PZD37079.1	OIW26061.1	HET
ACM48730.1	KIM95286.1	HET
PZD38065.1	KIM95286.1	HET
PZD39425.1	PZD39425.1	HET
OWY55349.1	KIM95286.1	HET
PZD39788.1	OIW26061.1	HET
OWY53296.1	KIM95286.1	HET
PZD31713.1	KIM95286.1	HET
CZR52127.1	OIW26061.1	HET
RDW58852.1	KIM95286.1	HET
RDW62314.1	KIM95286.1	HET
OAL56071.1	OIW26061.1	HET
OAL54216.1	OIW26061.1	HET
OAL53543.1	KIM95286.1	HET
OAL53482.1	KIM95286.1	HET
OAL52973.1	OIW26061.1	HET
OAL51738.1	KIM95286.1	HET
OAL51059.1	KIM95286.1	HET
OAL50247.1	KIM95286.1	HET
OAL50139.1	OIW26061.1	HET
OAL48464.1	KIM95286.1	HET
OAL47300.1	OIW26061.1	HET
OAL46248.1	OIW26061.1	HET
OAL45782.1	OIW26061.1	HET
OAL42607.1	KIM95286.1	HET
CZR67560.1	CZR67560.1	HET
CZR68414.1	KIM95286.1	HET
CZR68421.1	KIM95286.1	HET
OAL07206.1	KIM95286.1	HET
OAL06348.1	KIM95286.1	HET
OAL56135.1	OIW26061.1	HET
OAL04617.1	KIM95286.1	HET
OAL56399.1	KIM95286.1	HET
OAL56703.1	KIM95286.1	HET
RFU33666.1	OIW26061.1	HET
XP_024731027.1	OIW26061.1	HET
RFU34880.1	OIW26061.1	HET
RFU35256.1	KIM95286.1	HET
RDW62302.1	KIM95286.1	HET
XP_024728517.1	OIW26061.1	HET
OBT66967.1	KIM95286.1	HET
OBT63376.1	OIW26061.1	HET
CZR64763.1	RDW57006.1	HET
OBT59970.1	KIM95286.1	HET
CZR64901.1	KIM95286.1	HET
CZR65200.1	OIW26061.1	HET
OBT40309.1	KIM95286.1	HET
CZR65327.1	KIM95286.1	HET
CZR65342.1	KIM95286.1	HET
CZR65347.1	KIM95286.1	HET
CZR65364.1	OIW26061.1	HET
CZR66536.1	OIW26061.1	HET
OAL56942.1	OIW26061.1	HET
OAL56447.1	KIM95286.1	HET
OAL04294.1	KIM95286.1	HET
OAL03697.1	KIM95286.1	HET
OAL03390.1	KIM95286.1	HET
SMQ55495.1	KIM95286.1	HET
SMR43146.1	KIM95286.1	HET
SMR45308.1	KIM95286.1	HET
SMR54105.1	KIM95286.1	HET
SMR56652.1	KIM95286.1	HET
KZM28507.1	OIW26061.1	HET
SMR59505.1	KIM95286.1	HET
KZM27861.1	KIM95286.1	HET
CZT08265.1	KIM95286.1	HET
KZM21778.1	OIW26061.1	HET
SMR60706.1	KIM95286.1	HET
SMY20469.1	KIM95286.1	HET
SMY25417.1	KIM95286.1	HET
SMY26703.1	KIM95286.1	HET
KZL66540.1	KIM95286.1	HET
CZT11870.1	KIM95286.1	HET
KYG44756.1	KIM95286.1	HET
EFQ85451.1	KIM95286.1	HET
EFQ93197.1	KIM95286.1	HET
KZZ90271.1	KIM95286.1	HET
SMQ53070.1	KIM95286.1	HET
SMQ51774.1	KIM95286.1	HET
KZZ95532.1	KZZ95532.1	HET
OAL03376.1	OIW26061.1	HET
OAL01941.1	KIM95286.1	HET
OAL01790.1	OIW26061.1	HET
OAL01772.1	KIM95286.1	HET
OAK99446.1	OIW26061.1	HET
OAK97911.1	KIM95286.1	HET
OAK97378.1	OIW26061.1	HET
OAK96037.1	OIW26061.1	HET
OAK95545.1	OIW26061.1	HET
OCK72772.1	OIW26061.1	HET
OAK95310.1	KIM95286.1	HET
CZR68577.1	OIW26061.1	HET
CZR68823.1	KIM95286.1	HET
XP_024726880.1	KIM95286.1	HET
OAA63371.1	OIW26061.1	HET
CZR69431.1	OIW26061.1	HET
OAA61263.1	OAA61263.1	HET
OAA43351.1	OAA43351.1	HET
CZS94313.1	KIM95286.1	HET
SMQ46786.1	KIM95286.1	HET
OAK94532.1	OIW26061.1	HET
OCK72823.1	OIW26061.1	HET
CZR58360.1	OIW26061.1	HET
OCK72842.1	OIW26061.1	HET
CZR53532.1	KIM95286.1	HET
OCL04248.1	KIM95286.1	HET
OCL02643.1	OIW26061.1	HET
OCL01044.1	KIM95286.1	HET
OCL00979.1	KIM95286.1	HET
OCL00548.1	OIW26061.1	HET
OCK98220.1	KIM95286.1	HET
OCK97642.1	KIM95286.1	HET
RFU23585.1	OIW26061.1	HET
RFU24057.1	KIM95286.1	HET
RFU24172.1	RFU24172.1	HET
OCK95448.1	KIM95286.1	HET
OCK94653.1	OIW26061.1	HET
OCK93736.1	KIM95286.1	HET
OCK72839.1	KIM95286.1	HET
RFU25766.1	KIM95286.1	HET
CZR53592.1	OIW26061.1	HET
OCK89247.1	KIM95286.1	HET
OCK88236.1	KIM95286.1	HET
OCL11362.1	OIW26061.1	HET
OCK87490.1	OIW26061.1	HET
OCT52689.1	OIW26061.1	HET
CZR52934.1	OIW26061.1	HET
CZR52128.1	OIW26061.1	HET
RDW63506.1	OIW26061.1	HET
RDW63598.1	OIW26061.1	HET
RDW64633.1	PQE07723.1	HET
RDW65991.1	KIM95286.1	HET
RDW69390.1	RDW69390.1	HET
CZR52554.1	KIM95286.1	HET
RDW71000.1	OIW26061.1	HET
RDW71054.1	KIM95286.1	HET
RDW72205.1	KIM95286.1	HET
RDW75234.1	KIM95286.1	HET
RDW75351.1	OIW26061.1	HET
CZR52892.1	KIM95286.1	HET
OIW26061.1	OIW26061.1	HET
RDW82406.1	KIM95286.1	HET
RDW83444.1	KIM95286.1	HET
RDW83490.1	OIW26061.1	HET
RDW89526.1	KIM95286.1	HET
XP_024732249.1	KIM95286.1	HET
OCT55076.1	KIM95286.1	HET
XP_024731325.1	OIW26061.1	HET
OCK92417.1	OCK92417.1	HET
OCK86209.1	KIM95286.1	HET
RFU31759.1	KIM95286.1	HET
OCK74667.1	KIM95286.1	HET
OCK74462.1	KIM95286.1	HET
CZR56232.1	OIW26061.1	HET
OCK74319.1	OIW26061.1	HET
OCK74098.1	OIW26061.1	HET
OCK73957.1	OIW26061.1	HET
RFU32165.1	KIM95286.1	HET
RFU32244.1	KIM95286.1	HET
OCK74797.1	KIM95286.1	HET
OCK73542.1	KIM95286.1	HET
RFU32925.1	PMD19050.1	HET
OCK73107.1	OIW26061.1	HET
OCK73088.1	KIM95286.1	HET
OCK73083.1	KIM95286.1	HET
OCK73079.1	KIM95286.1	HET
OCK73007.1	OIW26061.1	HET
OCK72991.1	KIM95286.1	HET
OCK72920.1	OIW26061.1	HET
OCK72880.1	KIM95286.1	HET
XP_024731263.1	OIW26061.1	HET
OCK74986.1	OIW26061.1	HET
XP_016254307.1	KIM95286.1	HET
RFU30805.1	OIW26061.1	HET
OCK76969.1	KIM95286.1	HET
OCK76426.1	OIW26061.1	HET
RFU30253.1	OIW26061.1	HET
OCK80961.1	OIW26061.1	HET
OCK76006.1	KIM95286.1	HET
OCK75835.1	OIW26061.1	HET
OCK81307.1	OIW26061.1	HET
OCK81514.1	KIM95286.1	HET
OCK75650.1	KIM95286.1	HET
OCK84872.1	OIW26061.1	HET
OCK85899.1	KIM95286.1	HET
PCD25329.1	PCD25329.1	HET
RFU32262.1	RFU32262.1	HET
CZR60588.1	RDW57006.1	HET
XP_023623784.1	XP_023623784.1	HET
RDW57006.1	RDW57006.1	HET
EWZ30457.1	PCD25329.1	HET
PPJ59155.1	XP_023623784.1	HET
KIL89285.1	KIL89285.1	HET
KIL84692.1	KIL84692.1	HET
PQE15705.1	PQE15705.1	HET
KPA41268.1	KPA41268.1	HET
OAL20881.1	OAL20881.1	HET
KPM35593.1	KLU81038.1	HET
KLU81038.1	KLU81038.1	HET
RBR19576.1	RBR19576.1	HET
SCO84690.1	SCO84690.1	HET
CUA67678.1	CUA67678.1	HIS_PHOS
RFU24994.1	RFU24994.1	HIS_PHOS
XP_007314785.1	XP_007314785.1	HNH
EGU72230.1	EGU72230.1	HTH
KFY31935.1	KFY31935.1	HTH_PSQ
OQE06945.1	OQE06945.1	HTH_TNP_TC3
OBS15032.1	OBS15032.1	HTH_TNP_TC3
ODM17237.1	ODM17237.1	HTH_TNP_TC5
KJK63000.1	OOO12829.1	HYDANT_A_N
OOO12829.1	OOO12829.1	HYDANT_A_N
EPS42972.1	EPS42972.1	IPI1_N
OAL31941.1	OAL31941.1	KETOACYL-SYNT
ORY36660.1	ORY42774.1	KIAA1430
ORY42774.1	ORY42774.1	KIAA1430
XP_020122223.1	XP_020122223.1	KIN17_MID
OAL26752.1	OAL26752.1	KXDL
XP_001792714.1	XP_001792714.1	LACTAMASE_B
ELA26224.1	ELA26224.1	LAMB_YCSF
XP_016643118.1	XP_016643118.1	LIGB
KXH64274.1	KXH64274.1	LIPOCALIN
EXF77918.1	EXF77918.1	LIPOCALIN
KXH32941.1	EXF77918.1	LIPOCALIN
CRK25473.1	CRK25473.1	LYASE_AROMATIC
CUA76260.1	CUA76260.1	MED12
EFQ91537.1	EFQ91537.1	METHYLTRANSF
XP_007267722.1	XP_007267722.1	METHYLTRANSF
OAL30725.1	OAL30725.1	METHYLTRANSF
SLM36062.1	SLM36062.1	METHYLTRANSF
OQD86610.1	OQD86610.1	METHYLTRANSF
KFY18732.1	KFY18732.1	METHYLTRANSF
KIM23678.1	KIM23678.1	METHYLTRANSF
KLP04689.1	KLP04689.1	METHYLTRANSF_PK
SCO44263.1	KLP04689.1	METHYLTRANSF_PK
SCO03134.1	KLP04689.1	METHYLTRANSF_PK
SCN80614.1	KLP04689.1	METHYLTRANSF_PK
EMT70529.1	KLP04689.1	METHYLTRANSF_PK
ELA31985.1	ELA31985.1	MFS
XP_008082823.1	XP_008082823.1	MFS
CRL18878.1	CRL18878.1	MFS
RAO73838.1	RAO73838.1	MFS
OPB36873.1	OPB36873.1	MFS
KXH48569.1	KXH48569.1	MFS
KJK79960.1	KJK79960.1	MFS
XP_013332552.1	XP_013332552.1	MFS
KGO42946.1	KGO42946.1	MFS
XP_014174340.1	XP_014174340.1	MFS
RFN43850.1	RBR07293.1	MFS
RBR07293.1	RBR07293.1	MFS
RDW90247.1	RDW90247.1	MFS
ELQ43881.1	ELQ43881.1	MFS
KXN83227.1	KXN83227.1	MGTE
XP_022484635.1	XP_022484635.1	MOSC_N
RDH30972.1	GAA86067.1	MOSC_N
XP_025460584.1	GAA86067.1	MOSC_N
GAA86067.1	GAA86067.1	MOSC_N
KFY39482.1	KFY39482.1	MS_CHANNEL
SLM35632.1	SLM35632.1	MULE
KFX88524.1	KFX88524.1	MYB_DNA-BIND
KFX98618.1	KFX88524.1	MYB_DNA-BIND
KFY46234.1	KFX88524.1	MYB_DNA-BIND
CUA77086.1	CUA77086.1	NAD_BINDING
KXS09060.1	KXS09060.1	NAPRTASE
CRK23789.1	CRK23789.1	NATB_MDM20
CRJ88323.1	CRJ88323.1	NATB_MDM20
CRK22525.1	CRK22525.1	NATB_MDM20
KNG52335.1	PZC92756.1	NIF
PZC92756.1	PZC92756.1	NIF
PZD37686.1	PZC92756.1	NIF
RAR14775.1	PZC92756.1	NIF
PZD26611.1	PZC92756.1	NIF
PZD49353.1	PZC92756.1	NIF
CRK16715.1	CRK49016.1	NMRA
CRK49016.1	CRK49016.1	NMRA
KZM23517.1	KZM23517.1	NUCLEOSIDE_TRAN
XP_018244176.1	XP_018244176.1	ORSD
XP_020122445.1	XP_020122445.1	OXIDORED_FMN
XP_007814306.1	XP_007814306.1	P450
RDH36472.1	RDH36472.1	P450
GAQ42206.1	GAQ42206.1	P450
OQU98834.1	OQU98834.1	P450
XP_020130389.1	XP_020130389.1	P450
RBR05615.1	RBR05615.1	P450
RBQ99016.1	RBR05615.1	P450
KFX53345.1	KFX53345.1	P450
XP_002144654.1	KFX53345.1	P450
KFX53344.1	KFX53345.1	P450
ELR09120.1	ELR09120.1	P450
RAR02083.1	RAR02083.1	PALP
KNG51820.1	RAR02083.1	PALP
RBA21137.1	RBA21137.1	PAN
OPB45737.1	OPB45737.1	PAP2
SCV49623.1	CCA77866.1	PATATIN
SCV55293.1	CCA77866.1	PATATIN
SCV60782.1	CCA77866.1	PATATIN
PVH67903.1	CCA77866.1	PATATIN
SLM41275.1	CCA77866.1	PATATIN
SCV47035.1	CCA77866.1	PATATIN
XP_001248467.2	CCA77866.1	PATATIN
XP_001228508.1	XP_001228508.1	PATATIN
SLM34571.1	CCA77866.1	PATATIN
SLM34611.1	CCA77866.1	PATATIN
XP_001226359.1	CCA77866.1	PATATIN
XP_001226024.1	OIW22746.1	PATATIN
XP_001223748.1	CCA77866.1	PATATIN
SLM39751.1	CCA77866.1	PATATIN
XP_001220132.1	CCA77866.1	PATATIN
XP_001220131.1	CCA77866.1	PATATIN
SCO90254.1	CCA77866.1	PATATIN
XP_016258512.1	CCA77866.1	PATATIN
SCO50928.1	CCA77866.1	PATATIN
XP_024739768.1	CCA77866.1	PATATIN
XP_024742863.1	CCA77866.1	PATATIN
RDL30230.1	CCA77866.1	PATATIN
XP_024743973.1	CCA77866.1	PATATIN
XP_025426027.1	CCA77866.1	PATATIN
XP_025429040.1	CCA77866.1	PATATIN
RDB16830.1	CCA77866.1	PATATIN
RBR22229.1	CCA77866.1	PATATIN
RDL30852.1	OIW22746.1	PATATIN
RBR12243.1	CCA77866.1	PATATIN
RBA13412.1	CCA77866.1	PATATIN
PVH95139.1	CCA77866.1	PATATIN
RAQ99515.1	CCA77866.1	PATATIN
RAQ56695.1	CCA77866.1	PATATIN
RAQ51671.1	CCA77866.1	PATATIN
RAO73453.1	CCA77866.1	PATATIN
PWI65122.1	CCA77866.1	PATATIN
PWI72310.1	OIW22746.1	PATATIN
RBA22458.1	CCA77866.1	PATATIN
RDL31460.1	CCA77866.1	PATATIN
RDL36731.1	CCA77866.1	PATATIN
RDL41440.1	CCA77866.1	PATATIN
PSN58800.1	CCA77866.1	PATATIN
SCO21748.1	CCA77866.1	PATATIN
XP_024729651.1	CCA77866.1	PATATIN
RFU34120.1	CCA77866.1	PATATIN
RFU32279.1	CCA77866.1	PATATIN
PVH75932.1	CCA77866.1	PATATIN
RFU29627.1	CCA77866.1	PATATIN
XP_024731645.1	CCA77866.1	PATATIN
RFU27453.1	CCA77866.1	PATATIN
PSN58604.1	CCA77866.1	PATATIN
RDW92542.1	CCA77866.1	PATATIN
RDW75382.1	CCA77866.1	PATATIN
RDW70998.1	CCA77866.1	PATATIN
RDW63461.1	CCA77866.1	PATATIN
RDW62196.1	CCA77866.1	PATATIN
RDW59053.1	CCA77866.1	PATATIN
RDW57242.1	CCA77866.1	PATATIN
RDW56410.1	CCA77866.1	PATATIN
RDL41527.1	CCA77866.1	PATATIN
SCO58413.1	CCA77866.1	PATATIN
RDW57240.1	CCA77866.1	PATATIN
XP_003070782.1	XP_003070782.1	PATATIN
XP_001908803.1	CCA77866.1	PATATIN
PVF91352.1	CCA77866.1	PATATIN
PVF91876.1	CCA77866.1	PATATIN
PVF91879.1	CCA77866.1	PATATIN
PVF91881.1	CCA77866.1	PATATIN
XP_007819512.2	CCA77866.1	PATATIN
PVF91977.1	CCA77866.1	PATATIN
PVF91981.1	CCA77866.1	PATATIN
PVF92025.1	PVF94148.1	PATATIN
PVF92027.1	PVF94148.1	PATATIN
XP_007805300.1	CCA77866.1	PATATIN
PVF92223.1	CCA77866.1	PATATIN
XP_007834575.1	CCA77866.1	PATATIN
PVF92232.1	CCA77866.1	PATATIN
XP_007801143.1	CCA77866.1	PATATIN
XP_007781118.1	CCA77866.1	PATATIN
XP_007774219.1	CUA74730.1	PATATIN
XP_007772201.1	CCA77866.1	PATATIN
XP_007770357.1	CCA77866.1	PATATIN
XP_007770354.1	CCA77866.1	PATATIN
XP_007770347.1	CCA77866.1	PATATIN
XP_007768868.1	CCA77866.1	PATATIN
PVF92763.1	CCA77866.1	PATATIN
PVF92778.1	CCA77866.1	PATATIN
PVF92936.1	CCA77866.1	PATATIN
XP_007803965.1	CCA77866.1	PATATIN
XP_018127345.1	CCA77866.1	PATATIN
PVF91305.1	CCA77866.1	PATATIN
PVF91044.1	CCA77866.1	PATATIN
PSR97545.1	CCA77866.1	PATATIN
XP_016249325.1	OIW22746.1	PATATIN
XP_016231510.1	CCA77866.1	PATATIN
XP_016220212.1	XP_016220212.1	PATATIN
XP_016585898.1	CCA77866.1	PATATIN
XP_016587482.1	CCA77866.1	PATATIN
XP_016593893.1	CCA77866.1	PATATIN
XP_016599838.1	CCA77866.1	PATATIN
XP_015408767.1	CCA77866.1	PATATIN
XP_014557063.1	CCA77866.1	PATATIN
XP_014552386.1	CCA77866.1	PATATIN
PVF91275.1	PVF94148.1	PATATIN
XP_016622014.1	XP_016622014.1	PATATIN
XP_016644109.1	CCA77866.1	PATATIN
XP_016644811.1	CCA77866.1	PATATIN
XP_013329841.1	CCA77866.1	PATATIN
XP_013276016.1	CCA77866.1	PATATIN
XP_009857335.1	CCA77866.1	PATATIN
XP_009261285.1	XP_009261285.1	PATATIN
XP_009229470.1	CCA77866.1	PATATIN
XP_008603390.1	CCA77866.1	PATATIN
XP_008088875.1	CCA77866.1	PATATIN
XP_008079386.1	CCA77866.1	PATATIN
XP_008022341.1	CCA77866.1	PATATIN
XP_016641339.1	CCA77866.1	PATATIN
XP_001802677.1	CCA77866.1	PATATIN
XP_018127802.1	CCA77866.1	PATATIN
XP_018136285.1	CCA77866.1	PATATIN
XP_022397302.1	CCA77866.1	PATATIN
XP_022477640.1	CCA77866.1	PATATIN
XP_022484529.1	XP_022484529.1	PATATIN
PVF96985.1	CCA77866.1	PATATIN
XP_006463713.1	CCA77866.1	PATATIN
PVF96987.1	CCA77866.1	PATATIN
XP_006463271.1	CCA77866.1	PATATIN
XP_022515807.1	CCA77866.1	PATATIN
PVF98361.1	PVF98361.1	PATATIN
XP_003659276.1	CCA77866.1	PATATIN
XP_003655424.1	CCA77866.1	PATATIN
XP_022392363.1	CCA77866.1	PATATIN
XP_003347565.1	CCA77866.1	PATATIN
PSN60481.1	CCA77866.1	PATATIN
XP_003173346.1	CCA77866.1	PATATIN
XP_016253462.1	CCA77866.1	PATATIN
PVG01168.1	CCA77866.1	PATATIN
PVG01725.1	CCA77866.1	PATATIN
XP_023436370.1	CCA77866.1	PATATIN
XP_002843051.1	CCA77866.1	PATATIN
XP_023437609.1	CCA77866.1	PATATIN
XP_002622768.1	CCA77866.1	PATATIN
XP_002556954.1	CCA77866.1	PATATIN
PVG02351.1	CCA77866.1	PATATIN
PVF99824.1	CCA77866.1	PATATIN
XP_018128156.1	CCA77866.1	PATATIN
XP_022391396.1	CCA77866.1	PATATIN
