SJL16168.1	SJL16168.1
PPQ79487.1	KIK05958.1
PPQ79487.1	KIK05980.1
PPQ79487.1	KIK58406.1
PPQ79487.1	KIM34852.1
PPQ79487.1	KIM34854.1
PPQ79487.1	KIM34988.1
PPQ79487.1	KIM36067.1
PPQ79487.1	KIM36992.1
PPQ79487.1	KIM37206.1
PPQ79487.1	KIM37525.1
PPQ79487.1	KIM37588.1
PPQ79487.1	KIM37634.1
PPQ79487.1	KIM41271.1
PPQ79487.1	KIM41356.1
PPQ79487.1	KIM43687.1
PPQ79487.1	KIM44126.1
PPQ79487.1	KIM45368.1
PPQ79487.1	KIM46945.1
PPQ79487.1	KJA14786.1
PPQ79487.1	KJA19270.1
PPQ79487.1	KJA16550.1
PPQ79487.1	KJA16563.1
PPQ79487.1	KJA19264.1
PPQ79487.1	KJA19292.1
PPQ79487.1	KJA19303.1
PPQ79487.1	KJA22023.1
PPQ79487.1	KJA20931.1
PPQ79487.1	KJA20933.1
PPQ79487.1	KJA25138.1
PPQ79487.1	KJA29450.1
PPQ79487.1	KTB29349.1
PPQ79487.1	KTB30409.1
PPQ79487.1	ESK86924.1
PPQ79487.1	KTB30411.1
PPQ79487.1	ESK86926.1
PPQ79487.1	KTB32039.1
PPQ79487.1	KTB38396.1
PPQ79487.1	ESK85671.1
PPQ79487.1	KTB40098.1
PPQ79487.1	ESK81790.1
PPQ79487.1	ESK83327.1
PPQ79487.1	KXN87830.1
PPQ79487.1	PPQ78497.1
PPQ79487.1	PPQ84421.1
PPQ79487.1	PPQ88758.1
PPQ79487.1	EEB98204.1
PPQ79487.1	KDR65777.1
PPQ79487.1	KDR66253.1
PPQ79487.1	KDR66257.1
PPQ79487.1	KDR66259.1
PPQ79487.1	KDR66274.1
PPQ79487.1	KDR66392.1
PPQ79487.1	KDR66738.1
PPQ79487.1	KDR67010.1
PPQ79487.1	KDR67012.1
PPQ79487.1	KDR67017.1
PPQ79487.1	KDR67052.1
PPQ79487.1	KDR67054.1
PPQ79487.1	KDR67104.1
PPQ79487.1	KDR67110.1
PPQ79487.1	KDR67122.1
PPQ79487.1	KDR67130.1
PPQ79487.1	KDR67137.1
PPQ79487.1	KDR67161.1
PPQ79487.1	KDR67167.1
PPQ79487.1	KDR67170.1
PPQ79487.1	KDR67172.1
PPQ79487.1	KDR67176.1
PPQ79487.1	KDR67178.1
PPQ79487.1	KDR67212.1
PPQ79487.1	KDR67214.1
PPQ79487.1	KDR67282.1
PPQ79487.1	KDR67301.1
PPQ79487.1	KDR67307.1
PPQ79487.1	KDR67310.1
PPQ79487.1	KDR67314.1
PPQ79487.1	KDR67318.1
PPQ79487.1	KDR68083.1
PPQ79487.1	KDR68168.1
PPQ79487.1	KDR68171.1
PPQ79487.1	KDR68249.1
PPQ79487.1	KDR68254.1
PPQ79487.1	KDR68256.1
PPQ79487.1	KDR68477.1
PPQ79487.1	KDR68993.1
PPQ79487.1	KDR69397.1
PPQ79487.1	KDR69450.1
PPQ79487.1	KDR69715.1
PPQ79487.1	KDR69724.1
PPQ79487.1	KDR69758.1
PPQ79487.1	KDR69766.1
PPQ79487.1	KDR69961.1
PPQ79487.1	KDR70110.1
PPQ79487.1	KDR70127.1
PPQ79487.1	KDR70136.1
PPQ79487.1	KDR70268.1
PPQ79487.1	KDR70480.1
PPQ79487.1	KDR70772.1
PPQ79487.1	KDR71318.1
PPQ79487.1	KDR71808.1
PPQ79487.1	KDR71898.1
PPQ79487.1	KDR71958.1
PPQ79487.1	KDR71962.1
PPQ79487.1	KDR72164.1
PPQ79487.1	KDR72170.1
PPQ79487.1	KDR72172.1
PPQ79487.1	KDR72636.1
PPQ79487.1	KDR72734.1
PPQ79487.1	KDR73104.1
PPQ79487.1	KDR73106.1
PPQ79487.1	KDR73108.1
PPQ79487.1	KDR73241.1
PPQ79487.1	KDR74695.1
PPQ79487.1	KDR74699.1
PPQ79487.1	KDR74700.1
PPQ79487.1	KDR74704.1
PPQ79487.1	KDR74708.1
PPQ79487.1	KDR74733.1
PPQ79487.1	KDR74738.1
PPQ79487.1	KDR74743.1
PPQ79487.1	KDR74792.1
PPQ79487.1	KDR74793.1
PPQ79487.1	KDR74794.1
PPQ79487.1	KDR74795.1
PPQ79487.1	KDR74797.1
PPQ79487.1	KDR74798.1
PPQ79487.1	KDR74800.1
PPQ79487.1	KDR74801.1
PPQ79487.1	KDR74802.1
PPQ79487.1	KDR74803.1
PPQ79487.1	KDR74804.1
PPQ79487.1	KDR74805.1
PPQ79487.1	KDR76613.1
PPQ79487.1	KDR76633.1
PPQ79487.1	KDR76646.1
PPQ79487.1	KDR76677.1
PPQ79487.1	KDR77591.1
PPQ79487.1	KDR77622.1
PPQ79487.1	KDR77877.1
PPQ79487.1	KDR78421.1
PPQ79487.1	KDR78428.1
PPQ79487.1	KDR78435.1
PPQ79487.1	KDR78440.1
PPQ79487.1	KDR78446.1
PPQ79487.1	KDR78448.1
PPQ79487.1	KDR78452.1
PPQ79487.1	KDR78460.1
PPQ79487.1	KDR78464.1
PPQ79487.1	KDR78467.1
PPQ79487.1	KDR78470.1
PPQ79487.1	KDR78480.1
PPQ79487.1	KDR78483.1
PPQ79487.1	KDR78494.1
PPQ79487.1	KDR78523.1
PPQ79487.1	KDR78527.1
PPQ79487.1	KDR78558.1
PPQ79487.1	KDR78562.1
PPQ79487.1	KDR78567.1
PPQ79487.1	KDR78569.1
PPQ79487.1	KDR79076.1
PPQ79487.1	KDR79345.1
PPQ79487.1	KDR79540.1
PPQ79487.1	KDR79589.1
PPQ79487.1	KDR79916.1
PPQ79487.1	KDR79938.1
PPQ79487.1	KDR80291.1
PPQ79487.1	KDR81210.1
PPQ79487.1	KDR83290.1
PPQ79487.1	KDR84602.1
PPQ79487.1	KDR84612.1
PPQ79487.1	KDR86051.1
PPQ79487.1	KDR86056.1
PPQ79487.1	KIJ95287.1
PPQ79487.1	KIM35290.1
PPQ79487.1	KIM35817.1
PPQ79487.1	KIM35967.1
PPQ79487.1	KIM36304.1
PPQ79487.1	KIM36447.1
PPQ79487.1	KIM36450.1
PPQ79487.1	KIM37007.1
PPQ79487.1	KIM37132.1
PPQ79487.1	KIM37579.1
PPQ79487.1	KIM37667.1
PPQ79487.1	KIM40824.1
PPQ79487.1	KIM43453.1
PPQ79487.1	KIM44028.1
PPQ79487.1	KIM44127.1
PPQ79487.1	KIM47225.1
PPQ79487.1	KJA14535.1
PPQ79487.1	KJA16981.1
PPQ79487.1	KJA16985.1
PPQ79487.1	KJA16990.1
PPQ79487.1	KJA16994.1
PPQ79487.1	KJA16996.1
PPQ79487.1	KJA17015.1
PPQ79487.1	KJA17018.1
PPQ79487.1	KJA17507.1
PPQ79487.1	KJA19273.1
PPQ79487.1	KJA19307.1
PPQ79487.1	KJA19409.1
PPQ79487.1	KJA20392.1
PPQ79487.1	KJA20394.1
PPQ79487.1	KJA20442.1
PPQ79487.1	KJA20451.1
PPQ79487.1	KJA22774.1
PPQ79487.1	PPQ71356.1
PPQ79487.1	PPQ74595.1
PPQ79487.1	PPQ75498.1
PPQ79487.1	PPQ79263.1
PPQ79487.1	PPQ79729.1
PPQ79487.1	PPQ80040.1
PPQ79487.1	PPQ81148.1
PPQ79487.1	PPQ81455.1
PPQ79487.1	PPQ81665.1
PPQ79487.1	PPQ81737.1
PPQ79487.1	PPQ82414.1
PPQ79487.1	PPQ82753.1
PPQ79487.1	PPQ82971.1
PPQ79487.1	PPQ82991.1
PPQ79487.1	PPQ83499.1
PPQ79487.1	PPQ84050.1
PPQ79487.1	PPQ84072.1
PPQ79487.1	PPQ84635.1
PPQ79487.1	PPQ85048.1
PPQ79487.1	PPQ85049.1
PPQ79487.1	PPQ85050.1
PPQ79487.1	PPQ85051.1
PPQ79487.1	PPQ85335.1
PPQ79487.1	PPQ85788.1
PPQ79487.1	PPQ86053.1
PPQ79487.1	PPQ86054.1
PPQ79487.1	PPQ86055.1
PPQ79487.1	PPQ86269.1
PPQ79487.1	PPQ86271.1
PPQ79487.1	PPQ86431.1
PPQ79487.1	PPQ86587.1
PPQ79487.1	PPQ87302.1
PPQ79487.1	PPQ87781.1
PPQ79487.1	PPQ87782.1
PPQ79487.1	PPQ87783.1
PPQ79487.1	PPQ87784.1
PPQ79487.1	PPQ87785.1
PPQ79487.1	PPQ87792.1
PPQ79487.1	PPQ87794.1
PPQ79487.1	PPQ88225.1
PPQ79487.1	PPQ88234.1
PPQ79487.1	PPQ88276.1
PPQ79487.1	PPQ88809.1
PPQ79487.1	PPQ88925.1
PPQ79487.1	PPQ88929.1
PPQ79487.1	PPQ88930.1
PPQ79487.1	PPQ89194.1
PPQ79487.1	PPQ89222.1
PPQ79487.1	PPQ89427.1
PPQ79487.1	PPQ89428.1
PPQ79487.1	PPQ89751.1
PPQ79487.1	PPQ89838.1
PPQ79487.1	PPQ90080.1
PPQ79487.1	PPQ90206.1
PPQ79487.1	PPQ90207.1
PPQ79487.1	PPQ90592.1
PPQ79487.1	PPQ90663.1
PPQ79487.1	PPQ90685.1
PPQ79487.1	PPQ90687.1
PPQ79487.1	PPQ90703.1
PPQ79487.1	PPQ90930.1
PPQ79487.1	PPQ90975.1
PPQ79487.1	PPQ91078.1
PPQ79487.1	PPQ91216.1
PPQ79487.1	PPQ91639.1
PPQ79487.1	PPQ91835.1
PPQ79487.1	PPQ91975.1
PPQ79487.1	PPQ92449.1
PPQ79487.1	PPQ92644.1
PPQ79487.1	PPQ92645.1
PPQ79487.1	PPQ93107.1
PPQ79487.1	PPQ93115.1
PPQ79487.1	PPQ93116.1
PPQ79487.1	PPQ93151.1
PPQ79487.1	PPQ93364.1
PPQ79487.1	PPQ94050.1
PPQ79487.1	PPQ94100.1
PPQ79487.1	PPQ94103.1
PPQ79487.1	PPQ94568.1
PPQ79487.1	PPQ94569.1
PPQ79487.1	PPQ94571.1
PPQ79487.1	PPQ95012.1
PPQ79487.1	PPQ95014.1
PPQ79487.1	PPQ95015.1
PPQ79487.1	PPQ95553.1
PPQ79487.1	PPR05004.1
PPQ79487.1	PPR05796.1
PPQ79487.1	PPR07666.1
PPQ79487.1	PPR07670.1
PPQ79487.1	PPQ89614.1
PPQ79487.1	PPQ94105.1
PPQ79487.1	PPQ96700.1
PPQ79487.1	KDR82286.1
PPQ79487.1	PPR00960.1
PPQ79487.1	PPR07248.1
PPQ79487.1	XP_025404006.1
PPQ79487.1	PYH88865.1
PPQ79487.1	PPQ87004.1
PPQ79487.1	PPQ87398.1
PPQ79487.1	PPQ88405.1
PPQ79487.1	PPQ85002.1
PPQ79487.1	PPQ88794.1
PPQ79487.1	PPQ91548.1
PPQ79487.1	PPQ81660.1
PPQ79487.1	PPQ88771.1
PPQ79487.1	PPQ90671.1
PPQ79487.1	PPQ80389.1
PPQ79487.1	PPQ81161.1
PPQ79487.1	PPQ87592.1
PPQ79487.1	PPQ94143.1
PPQ79487.1	PPQ94745.1
PPQ79487.1	PPQ94750.1
PPQ79487.1	PPQ94751.1
PPQ79487.1	PPQ94752.1
PPQ79487.1	PPQ92124.1
PPQ79487.1	PPQ93051.1
PPQ79487.1	PPR00319.1
PPQ79487.1	PPR01303.1
PPQ79487.1	PPR02788.1
PPQ79487.1	PPQ74279.1
PPQ79487.1	PPR05482.1
PPQ79487.1	PPR07999.1
PPQ79487.1	RDB14719.1
PPQ79487.1	ESK86730.1
PPQ79487.1	ESK86709.1
PPQ79487.1	KTB33151.1
PPQ79487.1	KTB33153.1
PPQ79487.1	KIM39470.1
PPQ79487.1	PPQ89342.1
PPQ79487.1	RDB16294.1
PPQ79487.1	RDB16298.1
PPQ79487.1	RDB30578.1
PPQ79487.1	RDB16162.1
PPQ79487.1	RDB16180.1
PPQ79487.1	RDB16276.1
PPQ79487.1	RDB24515.1
PPQ79487.1	RDB24518.1
PPQ79487.1	RDB27533.1
PPQ79487.1	XP_001828478.2
PPQ79487.1	XP_001828482.2
PPQ79487.1	XP_001828499.2
PPQ79487.1	XP_001838242.1
PPQ79487.1	XP_001838248.1
PPQ79487.1	XP_001838254.2
PPQ79487.1	XP_001838303.2
PPQ79487.1	XP_001840254.2
PPQ79487.1	XP_006455196.1
PPQ79487.1	XP_006455290.1
PPQ79487.1	XP_006455283.1
PPQ79487.1	XP_006455291.1
PPQ79487.1	XP_006455292.1
PPQ79487.1	XP_006455296.1
PPQ79487.1	XP_006455324.1
PPQ79487.1	XP_007330838.1
PPQ79487.1	XP_007331100.1
PPQ79487.1	XP_007331101.1
PPQ79487.1	XP_007331104.1
PPQ79487.1	XP_007331106.1
PPQ79487.1	XP_006456276.1
PPQ79487.1	XP_006456995.1
PPQ79487.1	XP_006456994.1
PPQ79487.1	XP_006456992.1
PPQ79487.1	XP_006457014.1
PPQ79487.1	XP_007332147.1
PPQ79487.1	XP_006457198.1
PPQ79487.1	XP_007334104.1
PPQ79487.1	XP_006457227.1
PPQ79487.1	XP_006457231.1
PPQ79487.1	XP_006453901.1
PPQ79487.1	XP_007334071.1
PPQ79487.1	XP_006457238.1
PPQ79487.1	XP_006457448.1
PPQ79487.1	XP_007331802.1
PPQ79487.1	XP_006457509.1
PPQ79487.1	KIM44301.1
PPQ79487.1	KXN80991.1
PPQ79487.1	KXN82171.1
PPQ79487.1	KXN82175.1
PPQ79487.1	KXN82176.1
PPQ79487.1	KXN83159.1
PPQ79487.1	KXN84950.1
PPQ79487.1	KXN85088.1
PPQ79487.1	KXN85275.1
PPQ79487.1	KXN86098.1
PPQ79487.1	KXN87611.1
PPQ79487.1	KXN88397.1
PPQ79487.1	KXN88523.1
PPQ79487.1	KXN89418.1
PPQ79487.1	KXN91193.1
PPQ79487.1	KXN91409.1
PPQ79487.1	KXN91413.1
PPQ79487.1	XP_006455500.1
PPQ79487.1	XP_006455594.1
PPQ79487.1	XP_006455688.1
PPQ79487.1	XP_006456319.1
PPQ79487.1	XP_006456325.1
PPQ79487.1	XP_006457021.1
PPQ79487.1	XP_006457234.1
PPQ79487.1	XP_006457304.1
PPQ79487.1	XP_006457417.1
PPQ79487.1	XP_006457507.1
PPQ79487.1	XP_006457562.1
PPQ79487.1	XP_006457571.1
PPQ79487.1	XP_006457600.1
PPQ79487.1	XP_006457751.1
PPQ79487.1	XP_006458897.1
PPQ79487.1	XP_006458953.1
PPQ79487.1	XP_006458961.1
PPQ79487.1	XP_006458964.1
PPQ79487.1	XP_006458967.1
PPQ79487.1	XP_006458993.1
PPQ79487.1	XP_006458996.1
PPQ79487.1	XP_006459046.1
PPQ79487.1	XP_006459667.1
PPQ79487.1	XP_006459799.1
PPQ79487.1	XP_006463115.1
PPQ79487.1	XP_006463122.1
PPQ79487.1	XP_006463128.1
PPQ79487.1	XP_006463159.1
PPQ79487.1	XP_006463161.1
PPQ79487.1	XP_006463168.1
PPQ79487.1	XP_006463207.1
PPQ79487.1	XP_006463212.1
PPQ79487.1	XP_006463213.1
PPQ79487.1	XP_006463224.1
PPQ79487.1	XP_006463960.1
PPQ79487.1	XP_006464111.1
PPQ79487.1	XP_006464112.1
PPQ79487.1	XP_006464118.1
PPQ79487.1	XP_006464119.1
PPQ79487.1	XP_006464131.1
PPQ79487.1	XP_006464132.1
PPQ79487.1	XP_006464134.1
PPQ79487.1	XP_007325925.1
PPQ79487.1	XP_007326359.1
PPQ79487.1	XP_007328017.1
PPQ79487.1	XP_007329656.1
PPQ79487.1	XP_007329764.1
PPQ79487.1	XP_007330315.1
PPQ79487.1	XP_007331186.1
PPQ79487.1	XP_007331190.1
PPQ79487.1	XP_007331207.1
PPQ79487.1	XP_007331208.1
PPQ79487.1	XP_007331221.1
PPQ79487.1	XP_007331222.1
PPQ79487.1	XP_007331345.1
PPQ79487.1	XP_007331355.1
PPQ79487.1	XP_007331493.1
PPQ79487.1	XP_007331721.1
PPQ79487.1	XP_007332092.1
PPQ79487.1	XP_007332097.1
PPQ79487.1	XP_007332103.1
PPQ79487.1	XP_007332131.1
PPQ79487.1	XP_007332291.1
PPQ79487.1	XP_007332368.1
PPQ79487.1	XP_007332416.1
PPQ79487.1	XP_007332437.1
PPQ79487.1	XP_007332438.1
PPQ79487.1	XP_007332448.1
PPQ79487.1	XP_007332449.1
PPQ79487.1	XP_007332451.1
PPQ79487.1	XP_007332474.1
PPQ79487.1	XP_007332484.1
PPQ79487.1	XP_007332566.1
PPQ79487.1	XP_007332567.1
PPQ79487.1	XP_007332603.1
PPQ79487.1	XP_007332605.1
PPQ79487.1	XP_007332696.1
PPQ79487.1	XP_007332819.1
PPQ79487.1	XP_007333218.1
PPQ79487.1	XP_007333248.1
PPQ79487.1	XP_007333428.1
PPQ79487.1	XP_007333600.1
PPQ79487.1	XP_007333886.1
PPQ79487.1	XP_007334062.1
PPQ79487.1	XP_007334067.1
PPQ79487.1	XP_007334176.1
PPQ79487.1	XP_007334186.1
PPQ79487.1	XP_007334217.1
PPQ79487.1	XP_007334222.1
PPQ79487.1	XP_007334225.1
PPQ79487.1	XP_007334279.1
PPQ79487.1	XP_007334283.1
PPQ79487.1	XP_007334539.1
PPQ79487.1	XP_007334610.1
PPQ79487.1	XP_007334749.1
PPQ79487.1	XP_006457631.1
PPQ79487.1	XP_006461552.1
PPQ79487.1	XP_006463820.1
PPQ79487.1	XP_006463959.1
PPQ79487.1	XP_007333868.1
PPQ79487.1	XP_006458722.1
PPQ79487.1	KDR68815.1
PPQ79487.1	XP_006458723.1
PPQ79487.1	XP_007327028.1
PPQ79487.1	XP_006458966.1
PPQ79487.1	XP_006457553.1
PPQ79487.1	XP_006457572.1
PPQ79487.1	XP_006458962.1
PPQ79487.1	XP_006462583.1
PPQ79487.1	XP_007331346.1
PPQ79487.1	XP_006458954.1
PPQ79487.1	XP_007331354.1
PPQ79487.1	XP_007331371.1
PPQ79487.1	XP_007331412.1
PPQ79487.1	XP_007333272.1
PPQ79487.1	XP_006459651.1
PPQ79487.1	XP_006461546.1
PPQ79487.1	XP_006461549.1
PPQ79487.1	XP_006461513.1
PPQ79487.1	XP_006461567.1
PPQ79487.1	XP_006461584.1
PPQ79487.1	KXN80985.1
PPQ79487.1	XP_006462769.1
PPQ79487.1	XP_006462970.1
PPQ79487.1	XP_006462971.1
PPQ79487.1	XP_006464110.1
PPQ79487.1	XP_006462146.1
PPQ79487.1	XP_007327775.1
PPQ79487.1	XP_006464060.1
PPQ79487.1	XP_006464070.1
PPQ79487.1	XP_006464109.1
PPQ79487.1	XP_006464148.1
PPQ79487.1	XP_007332450.1
PPQ79487.1	XP_006464113.1
PPQ79487.1	XP_007334239.1
PPQ79487.1	XP_007320426.1
PPQ79487.1	EGN97592.1
PPQ79487.1	XP_007326030.1
PPQ79487.1	KXN81083.1
PPQ79487.1	KXN85227.1
PPQ79487.1	KXN91944.1
PPQ79487.1	XP_006458646.1
PPQ79487.1	XP_006458647.1
PPQ79487.1	XP_007326988.1
PPQ79487.1	XP_007326295.1
PPQ79487.1	XP_006458645.1
PPQ79487.1	XP_007326344.1
PPQ79487.1	XP_006458720.1
PPQ79487.1	XP_007326993.1
PPQ79487.1	XP_007327361.1
PPQ79487.1	XP_007327362.1
PPQ79487.1	XP_006461547.1
PPQ79487.1	XP_007327364.1
PPQ79487.1	XP_006461548.1
PPQ79487.1	XP_007327379.1
PPQ79487.1	XP_007327380.1
PPQ79487.1	XP_006461562.1
PPQ79487.1	XP_007327383.1
PPQ79487.1	XP_006461514.1
PPQ79487.1	XP_006459710.1
PPQ79487.1	XP_006461541.1
PPQ79487.1	XP_006461542.1
PPQ79487.1	XP_006461556.1
PPQ79487.1	XP_006461557.1
PPQ79487.1	XP_006461558.1
PPQ79487.1	XP_007327176.1
PPQ79487.1	XP_007327358.1
PPQ79487.1	XP_007327370.1
PPQ79487.1	XP_007327374.1
PPQ79487.1	XP_007327377.1
PPQ79487.1	XP_007327378.1
PPQ79487.1	XP_007333585.1
PPQ79487.1	XP_007327393.1
PPQ79487.1	XP_007330205.1
PPQ79487.1	XP_007330387.1
PPQ79487.1	XP_007331031.1
PPQ79487.1	XP_007331781.1
PPQ79487.1	XP_007332151.1
PPQ79487.1	XP_006456993.1
PPQ79487.1	XP_006457012.1
PPQ79487.1	XP_006457027.1
PPQ79487.1	XP_006457030.1
PPQ79487.1	XP_006457045.1
PPQ79487.1	XP_006458931.1
PPQ79487.1	XP_006459637.1
PPQ79487.1	XP_006459638.1
PPQ79487.1	XP_007330740.1
PPQ79487.1	XP_007330755.1
PPQ79487.1	XP_007331301.1
PPQ79487.1	XP_007331329.1
PPQ79487.1	XP_007331743.1
PPQ79487.1	XP_007332144.1
PPQ79487.1	XP_007332154.1
PPQ79487.1	XP_007332171.1
PPQ79487.1	XP_007332152.1
PPQ79487.1	XP_006457042.1
PPQ79487.1	XP_006457602.1
PPQ79487.1	XP_007332169.1
PPQ79487.1	XP_006457043.1
PPQ79487.1	XP_007332174.1
PPQ79487.1	XP_007332483.1
PPQ79487.1	XP_007333068.1
PPQ79487.1	XP_006456140.1
PPQ79487.1	XP_006456141.1
PPQ79487.1	XP_006456515.1
PPQ79487.1	XP_007331562.1
PPQ79487.1	XP_007331563.1
PPQ79487.1	XP_007333100.1
PPQ79487.1	XP_006456479.1
PPQ79487.1	XP_007334026.1
PPQ79487.1	XP_006463540.1
PPQ79487.1	XP_007334182.1
PPQ79487.1	XP_007334208.1
PPQ79487.1	XP_007334221.1
PPQ79487.1	XP_007334248.1
PPQ79487.1	XP_006464159.1
PPQ79487.1	XP_007334746.1
PPQ79487.1	XP_006454945.1
PPQ79487.1	XP_006463127.1
PPQ79487.1	XP_006463146.1
PPQ79487.1	XP_006463165.1
PPQ79487.1	XP_006463166.1
PPQ79487.1	XP_006463171.1
PPQ79487.1	XP_006463209.1
PPQ79487.1	XP_006463211.1
PPQ79487.1	XP_007327716.1
PPQ79487.1	XP_006462075.1
PPQ79487.1	XP_007331676.1
PPQ79487.1	XP_007332596.1
PPQ79487.1	XP_007332600.1
PPQ79487.1	XP_007333708.1
PPQ79487.1	XP_007762926.1
PPQ79487.1	XP_007763041.1
PPQ79487.1	XP_007763965.1
PPQ79487.1	XP_007766231.1
PPQ79487.1	XP_007768239.1
PPQ79487.1	XP_007768957.1
PPQ79487.1	XP_007769252.1
PPQ79487.1	XP_007769712.1
PPQ79487.1	XP_007770264.1
PPQ79487.1	XP_007770402.1
PPQ79487.1	XP_007770463.1
PPQ79487.1	XP_007770691.1
PPQ79487.1	OAX31123.1
PPQ79487.1	KIK37750.1
PPQ79487.1	KIK37948.1
PPQ79487.1	KIK41321.1
PPQ79487.1	KIK41694.1
PPQ79487.1	KIK41842.1
PPQ79487.1	KIK41854.1
PPQ79487.1	KIK44045.1
PPQ79487.1	KIK44831.1
PPQ79487.1	KIK44900.1
PPQ79487.1	KIK45389.1
PPQ79487.1	KIK45503.1
PPQ79487.1	KIK45834.1
PPQ79487.1	KIK47961.1
PPQ79487.1	OAX30980.1
PPQ79487.1	OAX31314.1
PPQ79487.1	OAX31807.1
PPQ79487.1	OAX32585.1
PPQ79487.1	OAX32998.1
PPQ79487.1	OAX33230.1
PPQ79487.1	OAX33783.1
PPQ79487.1	OAX34154.1
PPQ79487.1	OAX34445.1
PPQ79487.1	OAX35032.1
PPQ79487.1	OAX36402.1
PPQ79487.1	OAX36410.1
PPQ79487.1	OAX36593.1
PPQ79487.1	OAX37034.1
PPQ79487.1	OAX37116.1
PPQ79487.1	OAX37157.1
PPQ79487.1	OAX37161.1
PPQ79487.1	OAX37252.1
PPQ79487.1	OAX38829.1
PPQ79487.1	OAX38835.1
PPQ79487.1	OAX42166.1
PPQ79487.1	XP_007765082.1
PPQ79487.1	XP_007765230.1
PPQ79487.1	XP_007766610.1
PPQ79487.1	XP_007768278.1
PPQ79487.1	XP_007768955.1
PPQ79487.1	XP_007768971.1
PPQ79487.1	XP_007769072.1
PPQ79487.1	XP_007769414.1
PPQ79487.1	XP_007769590.1
PPQ79487.1	XP_007769628.1
PPQ79487.1	XP_007772317.1
PPQ79487.1	XP_007772540.1
PPQ79487.1	XP_007774781.1
PPQ79487.1	XP_007774907.1
PPQ79487.1	XP_007774987.1
PPQ79487.1	XP_007775074.1
PPQ79487.1	XP_007770738.1
PPQ79487.1	XP_007770784.1
PPQ79487.1	XP_007771409.1
PPQ79487.1	XP_007769946.1
PPQ79487.1	XP_007769958.1
PPQ79487.1	XP_007770270.1
PPQ79487.1	XP_007770275.1
PPQ79487.1	XP_007770276.1
PPQ79487.1	XP_007770399.1
PPQ79487.1	XP_007770452.1
PPQ79487.1	XP_007770648.1
PPQ79487.1	XP_007770654.1
PPQ79487.1	XP_007770657.1
PPQ79487.1	XP_007770659.1
PPQ79487.1	XP_007770662.1
PPQ79487.1	XP_007770701.1
PPQ79487.1	XP_007770749.1
PPQ79487.1	XP_007770757.1
PPQ79487.1	XP_007771385.1
PPQ79487.1	XP_007771406.1
PPQ79487.1	XP_007772637.1
PPQ79487.1	XP_007772860.1
PPQ79487.1	XP_007774811.1
PPQ79487.1	XP_007775400.1
PPQ79487.1	XP_007774800.1
PPQ79487.1	XP_007775866.1
PPQ79487.1	PPQ71631.1
PPQ79487.1	KDR77817.1
PPQ79487.1	KIM35582.1
PPQ79487.1	PPQ81849.1
PPQ79487.1	PPQ97402.1
PPQ79487.1	PPQ74916.1
PPQ79487.1	PPQ75700.1
PPQ79487.1	PPQ76673.1
PPQ79487.1	PPQ89993.1
PPQ79487.1	PPQ84883.1
PPQ79487.1	PPQ84884.1
PPQ79487.1	PPQ94703.1
PPQ79487.1	XP_007332641.1
PPQ79487.1	XP_006463254.1
PPQ80359.1	PPQ80359.1
PPQ80390.1	PPQ80390.1
PPQ82424.1	PPQ82424.1
PPQ82424.1	PPQ69541.1
PPQ82424.1	PPQ69540.1
PPQ82424.1	PPQ85371.1
PPQ82424.1	PPR01639.1
PPQ83685.1	PPQ83685.1
PPQ83725.1	PPQ83725.1
PQE05385.1	PQE05385.1
PQE05879.1	PQE05879.1
PQE07723.1	PQE07723.1
PQE07723.1	PQE29642.1
PQE07723.1	PQE30910.1
PQE07723.1	RDW64633.1
PQE07723.1	XP_003041997.1
PQE09261.1	PQE09261.1
PQE09903.1	PQE09903.1
PQE10588.1	PQE10588.1
PQE13552.1	PQE13552.1
PQE14359.1	PQE14359.1
PQE15705.1	PQE15705.1
PSS22638.1	PSS22638.1
PSS34096.1	PSS34096.1
PSS34109.1	PSS34109.1
PSS34109.1	PSR99455.1
PTB73955.1	PTB73955.1
PTB73955.1	XP_013946604.1
PTB73955.1	XP_013955313.1
PTB75150.1	PTB75150.1
PTB75150.1	XP_006967106.1
PTB75150.1	XP_024746405.1
PTB75150.1	OIW29244.1
PTB75150.1	EDP53259.1
PTB75150.1	EDP50823.1
PTB75150.1	XP_024677739.1
PTB75150.1	XP_025511726.1
PTB75150.1	POR39645.1
PTB75150.1	XP_022396135.1
PTB75150.1	EFQ91537.1
PTB75150.1	KKY37951.1
PTB75150.1	POS69466.1
PTB75150.1	KXJ86797.1
PTB75150.1	OAA75828.1
PTB75150.1	OJJ56786.1
PTB75150.1	OKO96959.1
PTB75150.1	OOQ91417.1
PTB75150.1	ORY07904.1
PTB75150.1	KFY93964.1
PTB75150.1	OTA01899.1
PTB75150.1	XP_003651852.1
PTB75150.1	OTB04511.1
PTB75150.1	PNY23946.1
PTB75150.1	PYH90966.1
PTB75150.1	SMQ55760.1
PTB75150.1	SMR60956.1
PTB75150.1	SMY29444.1
PTB75150.1	XP_003042037.1
PTB75150.1	CDM33700.1
PTB75150.1	EYB31375.1
PTB75150.1	PCD18607.1
PTB75150.1	PTD02646.1
PTB75150.1	PTD03460.1
PTB75150.1	PVH67620.1
PTB75150.1	XP_011319403.1
PTB75150.1	XP_024710802.1
PTB75150.1	XP_007731338.1
PTB75150.1	CRG85930.1
