	cluster_no	mean_seq_len	median_seq_len	sum_residues	unk_sequences	cluster_size	has_unk	seq_ids	class	no_classes
3201	OCL00191	79.0	79.0	79	1.0	1	True	['OCL00191.1']	['Dothideomycetes']	1
3202	OCL00209	75.0	75.0	75	1.0	1	True	['OCL00209.1']	['Dothideomycetes']	1
3203	OCL00558	90.0	90.0	181	2.0	2	True	['OCL00558.1', 'OCK88691.1']	['Dothideomycetes']	1
3204	OCL00607	279.0	287.0	836	0.0	3	False	['OCL00607.1', 'KFY25359.1', 'SCO75965.1']	['Leotiomycetes', 'Dothideomycetes', 'Sordariomycetes']	3
3205	OCL00918	143.0	143.0	143	1.0	1	True	['OCL00918.1']	['Dothideomycetes']	1
3206	OCL00932	205.0	205.0	205	1.0	1	True	['OCL00932.1']	['Dothideomycetes']	1
3207	OCL00980	422.0	422.0	422	0.0	1	False	['OCL00980.1']	['Dothideomycetes']	1
3208	OCL00997	116.0	116.0	116	1.0	1	True	['OCL00997.1']	['Dothideomycetes']	1
3209	OCL01570	269.0	269.0	269	0.0	1	False	['OCL01570.1']	['Dothideomycetes']	1
3210	OCL01719	92.0	91.0	367	4.0	4	True	['OCL01719.1', 'EKG15400.1', 'XP_001797503.1', 'XP_009222446.1']	['Dothideomycetes', 'Sordariomycetes']	2
3211	OCL02917	228.0	228.0	455	0.0	2	False	['OCL02917.1', 'OQE11853.1']	['Dothideomycetes', 'Eurotiomycetes']	2
3212	OCL03046	538.0	538.0	538	1.0	1	True	['OCL03046.1']	['Dothideomycetes']	1
3213	OCL03816	108.0	108.0	108	1.0	1	True	['OCL03816.1']	['Dothideomycetes']	1
3214	OCL03823	119.0	119.0	119	1.0	1	True	['OCL03823.1']	['Dothideomycetes']	1
3215	OCL03965	20.0	20.0	20	0.0	1	False	['OCL03965.1']	['Dothideomycetes']	1
3216	OCL04399	24.0	24.0	24	1.0	1	True	['OCL04399.1']	['Dothideomycetes']	1
3217	OCL04539	189.0	189.0	189	0.0	1	False	['OCL04539.1']	['Dothideomycetes']	1
3218	OCL04801	184.0	184.0	184	1.0	1	True	['OCL04801.1']	['Dothideomycetes']	1
3219	OCL04896	80.0	80.0	80	1.0	1	True	['OCL04896.1']	['Dothideomycetes']	1
3220	OCL04997	21.0	21.0	21	1.0	1	True	['OCL04997.1']	['Dothideomycetes']	1
3221	OCL05741	71.0	71.0	71	1.0	1	True	['OCL05741.1']	['Dothideomycetes']	1
3222	OCL05808	221.0	221.0	221	0.0	1	False	['OCL05808.1']	['Dothideomycetes']	1
