Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
KZZ99530	8	PF09907.9 ; HigB_toxin ; HigB_	28.3	3.1	0.00062	14.6	0.0	13	16-28	62-74  (74)
KZZ99530	9	PF12055.8 ; DUF3536 ; Domain o	25.6	3.9	0.00075	18.6	0.0	10	14-23	89-98  (284)
KZZ99530	10	PF11061.8 ; DUF2862 ; Protein	23.1	4.7	0.0008900000000000001	14.0	0.0	12	12-23	46-57  (59)
EMD37049	1	PF17111.5 ; Helo_like_N ; Fung	91.7	0.0039	7.8e-07	45.7	0.0	115	126-240	10-134 (209)
EMD37049	2	PF17100.5 ; NACHT_N ; N-termin	90.3	0.0076	1.5e-06	45.4	0.0	124	112-235	90-226 (229)
EMD37049	3	PF17109.5 ; Goodbye ; fungal S	84.7	0.034	6.7e-06	37.4	0.0	60	110-169	61-121 (123)
EMD37049	4	PF17107.5 ; SesA ; N-terminal	79.4	0.077	1.4999999999999999e-05	35.4	0.0	30	142-171	16-45  (133)
EMD37049	5	PF05659.11 ; RPW8 ; Arabidopsi	73.7	0.15	2.8999999999999997e-05	35.0	0.0	104	130-233	9-113 (140)
EMD37049	6	PF10805.8 ; DUF2730 ; Protein	39.5	1.6	0.00031	26.7	0.0	53	143-196	24-76  (95)
EMD37049	7	PF16560.5 ; SAPI ; Putative mo	33.0	2.5	0.00045999999999999996	29.3	0.0	42	125-166	165-206 (213)
EMD37049	8	PF15967.5 ; Nucleoporin_FG2 ;	30.7	2.8	0.00053	35.1	0.0	10	152-161	287-296 (605)
EMD37049	9	PF07851.13 ; TMPIT ; TMPIT-lik	17.6	7.4	0.0014	29.4	0.0	17	274-290	160-180 (324)
EMD37049	10	PF18456.1 ; CmlA_N ; Diiron no	17.5	7.5	0.0014	27.9	0.0	85	128-214	62-146 (232)
CRL22788	1	PF17100.5 ; NACHT_N ; N-termin	99.5	1.5e-19	2.8000000000000003e-23	135.9	0.0	137	72-211	79-228 (229)
CRL22788	2	PF17109.5 ; Goodbye ; fungal S	99.3	9.9e-17	1.8000000000000002e-20	108.4	0.0	118	26-143	1-123 (123)
CRL22788	3	PF17111.5 ; Helo_like_N ; Fung	41.3	1.5	0.00027	27.5	0.0	21	192-212	112-132 (209)
CRL22788	4	PF05570.11 ; DUF765 ; Circovir	17.4	8.0	0.0014	15.4	0.0	13	1-13	1-13  (29)
CRL22788	5	PF08651.10 ; DASH_Duo1 ; DASH	14.8	10.0	0.0018	19.6	0.0	25	154-178	40-64  (74)
CRL22788	6	PF16725.5 ; Nucleolin_bd ; Nuc	14.6	10.0	0.0019	18.9	0.0	35	48-82	27-61  (67)
CRL22788	7	PF12491.8 ; ApoB100_C ; Apolip	13.0	12.0	0.0022	18.1	0.0	34	144-177	18-51  (57)
CRL22788	8	PF07083.11 ; DUF1351 ; Protein	12.8	12.0	0.0022	23.8	0.0	47	187-233	71-117 (220)
CRL22788	9	PF07739.13 ; TipAS ; TipAS ant	11.1	15.0	0.0028	19.6	0.0	24	151-174	89-112 (113)
CRL22788	10	PF04420.14 ; CHD5 ; CHD5-like	10.3	17.0	0.0031	21.3	0.0	19	193-211	39-57  (158)
XP_025168671	1	PF18396.1 ; TBK1_ULD ; TANK bi	32.6	2.4	0.00047000000000000004	23.0	0.0	24	47-70	13-36  (88)
XP_025168671	2	PF18037.1 ; Ubiquitin_5 ; Ubiq	22.6	4.7	0.0009199999999999999	21.9	0.0	37	33-70	15-51  (94)
XP_025168671	3	PF11543.8 ; UN_NPL4 ; Nuclear	20.7	5.4	0.0011	20.4	0.0	22	49-70	14-35  (75)
XP_025168671	4	PF00240.23 ; ubiquitin ; Ubiqu	17.8	6.8	0.0014	19.2	0.0	24	47-70	9-32  (73)
XP_025168671	5	PF11470.8 ; TUG-UBL1 ; TUG ubi	14.6	9.2	0.0018	17.9	0.0	23	47-69	5-27  (63)
XP_025168671	6	PF14560.6 ; Ubiquitin_2 ; Ubiq	13.8	10.0	0.002	19.3	0.0	33	48-85	15-47  (85)
XP_025168671	7	PF13881.6 ; Rad60-SLD_2 ; Ubiq	12.5	12.0	0.0023	21.4	0.0	23	48-70	15-37  (112)
XP_025168671	8	PF08817.10 ; YukD ; WXG100 pro	11.6	13.0	0.0026	19.5	0.0	25	46-70	10-34  (81)
XP_025168671	9	PF14533.6 ; USP7_C2 ; Ubiquiti	11.4	14.0	0.0026	23.7	0.0	40	47-88	33-72  (204)
XP_025168671	10	PF11931.8 ; DUF3449 ; Domain o	11.1	15.0	0.0027	24.1	0.0	37	203-241	62-109 (183)
KFY60362	1	PF01734.22 ; Patatin ; Patatin	99.0	1.5999999999999998e-14	3.1e-18	103.9	0.0	99	35-141	1-110 (221)
KFY60362	2	PF01735.18 ; PLA2_B ; Lysophos	96.9	8.5e-07	1.6000000000000002e-10	70.4	0.0	68	34-101	2-71  (488)
KFY60362	3	PF06361.11 ; RTBV_P12 ; Rice t	70.9	0.21	3.8e-05	27.9	0.0	43	42-88	47-89  (110)
KFY60362	4	PF07812.12 ; TfuA ; TfuA-like	61.7	0.42	7.7e-05	28.7	0.0	32	73-104	23-55  (120)
KFY60362	5	PF04301.13 ; DUF452 ; Protein	51.7	0.74	0.00015	28.0	0.0	18	74-91	59-76  (212)
KFY60362	6	PF05728.12 ; UPF0227 ; Unchara	51.3	0.76	0.00015	27.0	0.0	18	74-91	64-81  (190)
KFY60362	7	PF08840.11 ; BAAT_C ; BAAT / A	47.2	0.97	0.00018999999999999998	27.2	0.0	18	74-91	24-41  (210)
KFY60362	8	PF00326.21 ; Peptidase_S9 ; Pr	44.4	1.1	0.00022999999999999998	26.8	0.0	19	73-91	65-83  (219)
KFY60362	9	PF00561.20 ; Abhydrolase_1 ; a	43.8	1.2	0.00023999999999999998	26.6	0.0	16	76-91	72-87  (237)
KFY60362	10	PF05705.14 ; DUF829 ; Eukaryot	43.1	1.2	0.00025	26.7	0.0	19	73-91	67-85  (238)
RDW85279	1	PF01083.22 ; Cutinase ; Cutina	98.3	9.7e-11	2e-14	99.3	0.0	129	168-305	4-142 (207)
RDW85279	2	PF05057.14 ; DUF676 ; Putative	97.9	2.6e-09	5.5e-13	89.4	0.0	129	168-307	4-145 (218)
RDW85279	3	PF06259.12 ; Abhydrolase_8 ; A	97.8	5.7e-09	1.2e-12	86.2	0.0	68	225-304	93-160 (190)
RDW85279	4	PF07819.13 ; PGAP1 ; PGAP1-lik	97.4	4.2e-08	9.5e-12	79.2	0.0	67	227-304	68-137 (245)
RDW85279	5	PF05990.12 ; DUF900 ; Alpha/be	97.4	4.8e-08	1.0000000000000001e-11	79.6	0.0	125	167-307	11-139 (213)
RDW85279	6	PF02089.15 ; Palm_thioest ; Pa	97.3	9.199999999999999e-08	2.0000000000000002e-11	80.2	0.0	108	171-304	1-112 (271)
RDW85279	7	PF03096.14 ; Ndr ; Ndr family	97.2	1.6e-07	3.7e-11	77.2	0.0	104	169-301	23-136 (283)
RDW85279	8	PF02129.18 ; Peptidase_S15 ; X	97.2	2e-07	4.5999999999999996e-11	74.9	0.0	113	167-303	16-129 (267)
RDW85279	9	PF00975.20 ; Thioesterase ; Th	97.1	2.5e-07	5.7000000000000003e-11	71.9	0.0	102	171-301	2-105 (221)
RDW85279	10	PF05705.14 ; DUF829 ; Eukaryot	97.1	3e-07	6.8e-11	72.5	0.0	110	172-303	2-111 (238)
XP_002480069	1	PF17109.5 ; Goodbye ; fungal S	99.7	1.5e-21	2.7e-25	145.7	0.0	121	61-181	1-123 (123)
XP_002480069	2	PF17100.5 ; NACHT_N ; N-termin	99.1	6.999999999999999e-15	1.3000000000000002e-18	120.1	0.0	131	110-246	79-223 (229)
XP_002480069	3	PF17111.5 ; Helo_like_N ; Fung	75.8	0.12	2.3e-05	36.7	0.0	63	233-295	113-177 (209)
XP_002480069	4	PF15967.5 ; Nucleoporin_FG2 ;	34.5	2.3	0.00042	35.5	0.0	20	189-208	386-405 (605)
XP_002480069	5	PF07875.12 ; Coat_F ; Coat F d	13.6	11.0	0.0021	19.2	0.0	30	186-215	28-57  (63)
XP_002480069	6	PF02025.15 ; IL5 ; Interleukin	8.1	24.0	0.0042	21.3	0.0	37	86-129	69-105 (112)
XP_002480069	7	PF13805.6 ; Pil1 ; Eisosome co	8.0	23.0	0.0043	25.1	0.0	7	140-146	86-92  (265)
XP_002480069	8	PF10273.9 ; WGG ; Pre-rRNA-pro	7.5	25.0	0.0047	19.5	0.0	33	143-175	11-43  (80)
XP_002480069	9	PF10476.9 ; DUF2448 ; Protein	6.8	29.0	0.0053	23.2	0.0	17	56-72	75-91  (198)
XP_002480069	10	PF10224.9 ; DUF2205 ; Short co	4.7	46.0	0.0085	18.2	0.0	22	85-106	29-50  (74)
EWY82653	1	PF16496.5 ; SWIRM-assoc_2 ; SW	61.2	0.42	8e-05	26.8	0.0	17	39-55	229-245 (405)
EWY82653	2	PF08043.12 ; Xin ; Xin repeat	52.6	0.77	0.00014	14.2	0.0	10	39-48	5-14  (16)
EWY82653	3	PF05003.12 ; DUF668 ; Protein	46.1	1.1	0.00021	19.9	0.0	15	10-24	75-89  (92)
EWY82653	4	PF11806.8 ; DUF3327 ; Domain o	38.6	1.6	0.00032	19.2	0.0	18	30-47	36-53  (121)
EWY82653	5	PF04320.14 ; DUF469 ; Protein	21.4	5.3	0.001	17.4	0.0	18	5-22	70-87  (101)
EWY82653	6	PF18532.1 ; DUF5621 ; Domain o	19.3	6.5	0.0012	18.5	0.0	24	27-50	60-83  (140)
EWY82653	7	PF06633.11 ; DUF1155 ; Protein	17.5	7.9	0.0014	14.2	0.0	15	37-51	19-33  (42)
EWY82653	8	PF18373.1 ; Spectrin_like ; Sp	17.4	7.5	0.0014	16.2	0.0	18	2-19	20-37  (78)
EWY82653	9	PF16220.5 ; DUF4880 ; Domain o	14.2	9.5	0.0019	12.1	0.0	7	48-54	22-28  (43)
EWY82653	10	PF15090.6 ; DUF4553 ; Domain o	13.1	12.0	0.0022	21.0	0.0	16	36-51	88-103 (472)
KIK53730	1	PF15894.5 ; SgrT ; Inhibitor o	61.0	0.42	8.1e-05	19.2	0.0	16	12-27	25-40  (49)
KIK53730	2	PF11043.8 ; DUF2856 ; Protein	59.4	0.47	9e-05	21.6	0.0	24	5-29	10-33  (97)
KIK53730	3	PF02037.27 ; SAP ; SAP domain	39.9	1.3	0.0003	13.7	0.0	15	12-26	21-35  (35)
KIK53730	4	PF15612.6 ; WHIM1 ; WSTF, HB1,	39.6	1.4	0.0003	15.6	0.0	21	10-30	19-39  (46)
KIK53730	5	PF18385.1 ; Tiam_CC_Ex ; T-lym	36.7	1.9	0.00036	19.3	0.0	18	11-28	22-39  (98)
KIK53730	6	PF13124.6 ; DUF3963 ; Protein	31.0	2.9	0.0005200000000000001	15.9	0.0	11	18-28	12-22  (40)
KIK53730	7	PF14203.6 ; TTRAP ; Putative t	26.8	3.4	0.0006900000000000001	16.1	0.0	17	10-26	12-28  (60)
KIK53730	8	PF03931.15 ; Skp1_POZ ; Skp1 f	25.8	3.3	0.00073	14.9	0.0	19	10-28	42-60  (63)
KIK53730	9	PF06531.11 ; DUF1108 ; Protein	22.7	4.7	0.0009199999999999999	17.2	0.0	22	15-36	58-79  (84)
KIK53730	10	PF13663.6 ; DUF4148 ; Domain o	22.7	4.5	0.0009199999999999999	15.2	0.0	18	12-29	27-44  (53)
XP_025560671	1	PF17100.5 ; NACHT_N ; N-termin	99.9	3.8e-27	7.699999999999999e-31	218.0	0.0	219	164-395	1-228 (229)
XP_025560671	2	PF17109.5 ; Goodbye ; fungal S	97.9	1.9e-09	3.8e-13	86.6	0.0	95	213-313	28-123 (123)
XP_025560671	3	PF13824.6 ; zf-Mss51 ; Zinc-fi	95.4	0.0001	2e-08	52.2	0.0	38	9-51	35-72  (77)
XP_025560671	4	PF01753.18 ; zf-MYND ; MYND fi	89.0	0.011000000000000001	2.3e-06	30.4	0.0	30	9-43	9-38  (38)
XP_025560671	5	PF08097.11 ; Toxin_26 ; Conoto	70.8	0.22	3.8e-05	19.9	0.0	8	16-23	3-10  (11)
XP_025560671	6	PF15967.5 ; Nucleoporin_FG2 ;	27.8	3.3	0.00064	38.0	0.0	9	214-222	250-258 (605)
XP_025560671	7	PF17111.5 ; Helo_like_N ; Fung	22.6	4.5	0.0009199999999999999	29.9	0.0	10	438-447	166-175 (209)
XP_025560671	8	PF15967.5 ; Nucleoporin_FG2 ;	13.7	11.0	0.002	34.2	0.0	22	171-194	246-267 (605)
XP_025560671	9	PF05077.12 ; DUF678 ; Protein	8.9	20.0	0.0037	22.7	0.0	10	9-18	66-75  (81)
XP_025560671	10	PF18585.1 ; zf-CCCH_6 ; Chroma	6.6	30.0	0.0055	20.4	0.0	9	13-21	3-11  (58)
PMD15893	1	PF17100.5 ; NACHT_N ; N-termin	99.6	1.6000000000000002e-20	2.7999999999999998e-24	140.3	0.0	141	34-175	79-228 (229)
PMD15893	2	PF17109.5 ; Goodbye ; fungal S	98.8	6.8e-13	1.2e-16	87.6	0.0	93	4-102	28-123 (123)
PMD15893	3	PF17111.5 ; Helo_like_N ; Fung	54.7	0.7	0.00011999999999999999	29.4	0.0	28	153-180	109-136 (209)
PMD15893	4	PF06389.11 ; Filo_VP24 ; Filov	17.4	8.0	0.0014	24.2	0.0	38	61-99	88-125 (251)
PMD15893	5	PF16496.5 ; SWIRM-assoc_2 ; SW	17.0	8.3	0.0015	27.4	0.0	19	252-270	228-246 (405)
PMD15893	6	PF07870.11 ; DUF1657 ; Protein	6.3	33.0	0.0059	15.1	0.0	8	166-173	8-15  (49)
PMD15893	7	PF17705.1 ; DUF5551 ; Family o	4.7	48.0	0.0085	18.7	0.0	30	228-257	86-115 (155)
PMD15893	8	PF11855.8 ; DUF3375 ; Protein	4.5	51.0	0.0089	23.4	0.0	15	34-48	89-103 (483)
PMD15893	9	PF05829.12 ; Adeno_PX ; Adenov	4.2	56.0	0.0099	14.0	0.0	16	49-64	21-36  (42)
PMD15893	10	PF04327.12 ; Peptidase_Prp ; C	3.5	69.0	0.012	16.4	0.0	31	54-85	22-52  (98)
XP_024735629	1	PF06524.12 ; NOA36 ; NOA36 pro	98.7	1.8000000000000002e-12	3.6000000000000003e-16	129.7	0.0	141	386-535	59-239 (313)
XP_024735629	2	PF17017.5 ; zf-C2H2_aberr ; Ab	98.1	3.6000000000000005e-10	7.299999999999999e-14	101.5	0.0	132	392-533	1-166 (173)
XP_024735629	3	PF18868.1 ; zf-C2H2_3rep ; Zin	98.1	5.599999999999999e-10	1.2e-13	92.3	0.0	109	394-530	1-123 (124)
XP_024735629	4	PF06524.12 ; NOA36 ; NOA36 pro	97.8	5.8e-09	1.2e-12	102.9	0.0	92	387-483	139-236 (313)
XP_024735629	5	PF06524.12 ; NOA36 ; NOA36 pro	97.5	4e-08	8e-12	96.4	0.0	131	379-528	27-164 (313)
XP_024735629	6	PF18868.1 ; zf-C2H2_3rep ; Zin	97.2	1.5e-07	3.0999999999999996e-11	76.4	0.0	89	389-481	30-123 (124)
XP_024735629	7	PF15909.5 ; zf-C2H2_8 ; C2H2-t	96.6	2.5e-06	5.200000000000001e-10	64.9	0.0	86	391-482	1-91  (98)
XP_024735629	8	PF18414.1 ; zf_C2H2_10 ; C2H2	95.4	9.9e-05	1.8999999999999998e-08	42.0	0.0	23	507-529	3-25  (26)
XP_024735629	9	PF15909.5 ; zf-C2H2_8 ; C2H2-t	95.3	0.00011	2.2999999999999998e-08	54.7	0.0	82	429-533	4-93  (98)
XP_024735629	10	PF18112.1 ; Zn-C2H2_12 ; Autop	95.2	0.00013000000000000002	2.6e-08	41.7	0.0	24	507-530	1-27  (27)
SLM33805	1	PF01083.22 ; Cutinase ; Cutina	98.1	5.3e-10	1.1e-13	99.5	0.0	125	150-283	4-142 (207)
SLM33805	2	PF05057.14 ; DUF676 ; Putative	97.8	3.4000000000000003e-09	7.200000000000001e-13	93.3	0.0	122	149-284	3-144 (218)
SLM33805	3	PF06259.12 ; Abhydrolase_8 ; A	97.7	8.7e-09	1.8000000000000002e-12	89.5	0.0	68	210-282	93-160 (190)
SLM33805	4	PF03096.14 ; Ndr ; Ndr family	97.6	1.3e-08	2.9999999999999997e-12	88.9	0.0	109	150-280	22-137 (283)
SLM33805	5	PF02089.15 ; Palm_thioest ; Pa	97.6	1.5e-08	3.3999999999999996e-12	90.0	0.0	107	153-282	1-112 (271)
SLM33805	6	PF12146.8 ; Hydrolase_4 ; Seri	97.6	2.1e-08	4.7000000000000006e-12	84.2	0.0	107	150-280	3-114 (239)
SLM33805	7	PF05990.12 ; DUF900 ; Alpha/be	97.5	2.4e-08	5.3e-12	85.9	0.0	127	146-283	8-137 (213)
SLM33805	8	PF00975.20 ; Thioesterase ; Th	97.4	5.5e-08	1.2999999999999999e-11	80.0	0.0	104	153-280	2-106 (221)
SLM33805	9	PF02129.18 ; Peptidase_S15 ; X	97.4	5.6e-08	1.2999999999999999e-11	82.7	0.0	113	149-281	16-129 (267)
SLM33805	10	PF07819.13 ; PGAP1 ; PGAP1-lik	97.3	1.1e-07	2.5999999999999997e-11	80.6	0.0	113	150-282	3-137 (245)
KIK07581	1	PF05580.12 ; Peptidase_S55 ; S	24.3	4.1	0.00082	21.0	0.0	11	1-11	180-190 (215)
KIK07581	2	PF12758.7 ; DUF3813 ; Protein	21.4	5.2	0.001	17.0	0.0	15	3-17	2-16  (66)
KIK07581	3	PF08259.11 ; Periviscerokin ;	13.7	11.0	0.002	10.8	0.0	6	38-43	3-8   (11)
KIK07581	4	PF10636.9 ; hemP ; Hemin uptak	13.6	11.0	0.002	14.1	0.0	16	3-18	4-19  (37)
KIK07581	5	PF01531.16 ; Glyco_transf_11 ;	12.5	10.0	0.0023	18.2	0.0	21	5-25	227-247 (281)
KIK07581	6	PF17597.2 ; DUF5493 ; Family o	6.5	31.0	0.0056	14.9	0.0	16	8-23	44-59  (82)
KIK07581	7	PF06849.12 ; DUF1246 ; Protein	5.8	34.0	0.0065	15.7	0.0	9	3-11	9-17  (126)
KIK07581	8	PF18105.1 ; PGM1_C ; PGM1 C-te	5.5	33.0	0.006999999999999999	12.2	0.0	7	37-43	18-24  (53)
KIK07581	9	PF11691.8 ; DUF3288 ; Protein	5.2	39.0	0.0076	14.6	0.0	7	7-13	40-46  (89)
KIK07581	10	PF16318.5 ; DUF4957 ; Domain o	5.0	36.0	0.008	13.8	0.0	9	12-20	127-135 (138)
XP_013278287	1	PF01083.22 ; Cutinase ; Cutina	98.5	1.8e-11	3.4e-15	99.7	0.0	126	26-156	4-141 (207)
XP_013278287	2	PF05057.14 ; DUF676 ; Putative	98.2	2.2000000000000002e-10	4.2000000000000004e-14	93.4	0.0	123	26-157	4-143 (218)
XP_013278287	3	PF06259.12 ; Abhydrolase_8 ; A	97.9	1.9e-09	3.4999999999999997e-13	85.8	0.0	67	82-156	94-160 (190)
XP_013278287	4	PF12146.8 ; Hydrolase_4 ; Seri	97.8	3.4000000000000003e-09	6.6e-13	84.5	0.0	108	26-154	3-114 (239)
XP_013278287	5	PF05990.12 ; DUF900 ; Alpha/be	97.8	4.6e-09	8.8e-13	84.2	0.0	124	24-156	10-136 (213)
XP_013278287	6	PF02089.15 ; Palm_thioest ; Pa	97.8	5.8e-09	1.1e-12	86.6	0.0	108	29-156	1-112 (271)
XP_013278287	7	PF02129.18 ; Peptidase_S15 ; X	97.8	6.3e-09	1.2e-12	84.4	0.0	113	24-155	15-129 (267)
XP_013278287	8	PF03096.14 ; Ndr ; Ndr family	97.7	7.9e-09	1.4999999999999999e-12	85.2	0.0	106	26-154	22-137 (283)
XP_013278287	9	PF00975.20 ; Thioesterase ; Th	97.6	1.7e-08	3.2e-12	79.0	0.0	105	29-154	2-106 (221)
XP_013278287	10	PF07819.13 ; PGAP1 ; PGAP1-lik	97.6	1.7e-08	3.3e-12	81.1	0.0	116	26-156	3-137 (245)
KEP45157	1	PF17111.5 ; Helo_like_N ; Fung	90.7	0.0062	1.2e-06	45.7	0.0	118	166-283	7-135 (209)
KEP45157	2	PF17100.5 ; NACHT_N ; N-termin	87.9	0.016	3.2e-06	44.4	0.0	112	163-277	98-226 (229)
KEP45157	3	PF17109.5 ; Goodbye ; fungal S	77.5	0.1	1.9e-05	35.5	0.0	44	169-212	78-121 (123)
KEP45157	4	PF17107.5 ; SesA ; N-terminal	70.6	0.2	3.9e-05	33.9	0.0	32	184-215	15-46  (133)
KEP45157	5	PF05659.11 ; RPW8 ; Arabidopsi	53.3	0.7	0.00013000000000000002	31.8	0.0	86	189-275	26-113 (140)
KEP45157	6	PF15967.5 ; Nucleoporin_FG2 ;	30.2	2.9	0.00055	35.8	0.0	18	260-277	356-373 (605)
KEP45157	7	PF10805.8 ; DUF2730 ; Protein	26.7	3.6	0.0006900000000000001	25.4	0.0	25	189-213	27-51  (95)
KEP45157	8	PF08580.10 ; KAR9 ; Yeast cort	18.2	7.0	0.0013	33.6	0.0	13	228-240	114-126 (696)
KEP45157	9	PF15967.5 ; Nucleoporin_FG2 ;	18.0	7.1	0.0013	33.0	0.0	21	223-243	355-375 (605)
KEP45157	10	PF18456.1 ; CmlA_N ; Diiron no	17.0	7.9	0.0015	28.3	0.0	82	172-254	63-144 (232)
KIM77258	1	PF17100.5 ; NACHT_N ; N-termin	88.9	0.012	2.4e-06	47.6	0.0	125	206-331	88-227 (229)
KIM77258	2	PF13191.6 ; AAA_16 ; AAA ATPas	88.6	0.012	2.6e-06	43.9	0.0	37	376-412	5-42  (189)
KIM77258	3	PF00931.22 ; NB-ARC ; NB-ARC d	88.3	0.013999999999999999	2.8999999999999998e-06	45.2	0.0	35	378-412	2-36  (240)
KIM77258	4	PF01637.18 ; ATPase_2 ; ATPase	87.8	0.016	3.3e-06	44.0	0.0	36	376-413	4-39  (209)
KIM77258	5	PF05621.11 ; TniB ; Bacterial	87.5	0.017	3.6000000000000003e-06	43.2	0.0	39	374-412	14-53  (191)
KIM77258	6	PF07693.14 ; KAP_NTPase ; KAP	87.4	0.017	3.6000000000000003e-06	47.2	0.0	37	376-412	1-49  (307)
KIM77258	7	PF00308.18 ; Bac_DnaA ; Bacter	87.2	0.018000000000000002	3.9e-06	43.9	0.0	42	371-413	11-52  (219)
KIM77258	8	PF17111.5 ; Helo_like_N ; Fung	84.4	0.034	7.000000000000001e-06	43.0	0.0	112	219-331	7-130 (209)
KIM77258	9	PF14532.6 ; Sigma54_activ_2 ;	84.3	0.035	7.2000000000000005e-06	39.8	0.0	38	377-414	4-41  (135)
KIM77258	10	PF01057.17 ; Parvo_NS1 ; Parvo	82.5	0.048	9.9e-06	44.8	0.0	39	377-415	101-139 (284)
EIT73271	1	PF17100.5 ; NACHT_N ; N-termin	99.4	2.5e-18	5.0000000000000005e-22	142.6	0.0	137	126-265	79-228 (229)
EIT73271	2	PF17109.5 ; Goodbye ; fungal S	99.2	6.2e-16	1.1999999999999999e-19	115.8	0.0	120	78-197	1-123 (123)
EIT73271	3	PF15967.5 ; Nucleoporin_FG2 ;	32.6	2.5	0.00047000000000000004	35.5	0.0	60	164-225	346-405 (605)
EIT73271	4	PF17111.5 ; Helo_like_N ; Fung	22.6	4.6	0.00093	27.0	0.0	23	246-268	112-134 (209)
EIT73271	5	PF12491.8 ; ApoB100_C ; Apolip	16.3	8.7	0.0016	21.0	0.0	35	197-231	17-51  (57)
EIT73271	6	PF15967.5 ; Nucleoporin_FG2 ;	12.8	12.0	0.0022	30.8	0.0	10	105-114	251-260 (605)
EIT73271	7	PF15469.6 ; Sec5 ; Exocyst com	10.5	15.0	0.0029	24.3	0.0	33	200-232	84-117 (194)
EIT73271	8	PF08651.10 ; DASH_Duo1 ; DASH	9.4	18.0	0.0035	20.4	0.0	25	208-232	40-64  (74)
EIT73271	9	PF04130.13 ; GCP_C_terminal ;	8.2	21.0	0.0042	25.9	0.0	24	204-227	260-283 (343)
EIT73271	10	PF18375.1 ; CDH1_2_SANT_HL1 ;	7.5	24.0	0.0047	20.4	0.0	23	208-230	39-61  (91)
PLN83593	1	PF08043.12 ; Xin ; Xin repeat	56.0	0.62	0.00011	15.3	0.0	10	58-67	4-13  (16)
PLN83593	2	PF16496.5 ; SWIRM-assoc_2 ; SW	45.8	1.1	0.00021	27.0	0.0	19	58-76	228-246 (405)
PLN83593	3	PF05003.12 ; DUF668 ; Protein	23.9	4.5	0.00084	18.9	0.0	17	25-41	72-88  (92)
PLN83593	4	PF11806.8 ; DUF3327 ; Domain o	20.4	5.6	0.0011	18.6	0.0	17	52-68	38-54  (121)
PLN83593	5	PF11061.8 ; DUF2862 ; Protein	16.8	7.9	0.0015	16.2	0.0	12	56-67	46-57  (59)
PLN83593	6	PF09322.10 ; DUF1979 ; Domain	16.7	8.1	0.0015	16.3	0.0	8	29-36	43-50  (58)
PLN83593	7	PF05092.12 ; PIF ; Per os infe	15.5	9.2	0.0017	23.4	0.0	17	52-68	115-131 (522)
PLN83593	8	PF04320.14 ; DUF469 ; Protein	9.4	18.0	0.0035	16.5	0.0	18	23-40	70-87  (101)
PLN83593	9	PF09035.10 ; Tn916-Xis ; Excis	8.9	18.0	0.0037	13.6	0.0	17	60-76	50-66  (69)
PLN83593	10	PF15119.6 ; APOC4 ; Apolipopro	8.7	21.0	0.0038	16.5	0.0	21	48-68	56-76  (94)
RFU34722	1	PF17100.5 ; NACHT_N ; N-termin	99.3	6.2e-17	1.1000000000000001e-20	131.4	0.0	136	118-259	79-227 (229)
RFU34722	2	PF17109.5 ; Goodbye ; fungal S	99.2	1.4e-15	2.5999999999999996e-19	110.4	0.0	119	70-189	1-123 (123)
RFU34722	3	PF13238.6 ; AAA_18 ; AAA domai	82.8	0.051	9.3e-06	33.9	0.0	12	341-352	2-13  (108)
RFU34722	4	PF18751.1 ; Ploopntkinase3 ; P	82.0	0.057999999999999996	1.1e-05	37.4	0.0	13	340-352	6-18  (187)
RFU34722	5	PF13671.6 ; AAA_33 ; AAA domai	81.3	0.064	1.2e-05	35.1	0.0	13	340-352	2-14  (142)
RFU34722	6	PF08303.11 ; tRNA_lig_kinase ;	79.4	0.084	1.4999999999999999e-05	36.4	0.0	13	340-352	2-14  (168)
RFU34722	7	PF18748.1 ; Ploopntkinase1 ; P	79.4	0.084	1.4999999999999999e-05	36.7	0.0	14	339-352	19-32  (196)
RFU34722	8	PF05621.11 ; TniB ; Bacterial	78.5	0.094	1.7e-05	35.9	0.0	15	338-352	36-50  (191)
RFU34722	9	PF08433.10 ; KTI12 ; Chromatin	77.5	0.11	1.9e-05	39.1	0.0	13	340-352	4-16  (269)
RFU34722	10	PF07931.12 ; CPT ; Chloramphen	77.1	0.11	2e-05	34.8	0.0	13	340-352	4-16  (163)
KIL58680	1	PF06543.12 ; Lac_bphage_repr ;	6.1	28.0	0.0061	19.2	0.0	25	229-253	20-44  (47)
KIL58680	2	PF15894.5 ; SgrT ; Inhibitor o	5.1	38.0	0.0076	19.8	0.0	16	296-311	25-40  (49)
KIL58680	3	PF07406.11 ; NICE-3 ; NICE-3 p	3.0	65.0	0.015	21.6	0.0	23	230-252	150-172 (173)
KIL58680	4	PF07023.12 ; DUF1315 ; Protein	1.8	130.0	0.027000000000000003	18.8	0.0	24	230-253	18-45  (83)
KIL58680	5	PF08759.11 ; GT-D ; Glycosyltr	1.5	150.0	0.035	19.9	0.0	10	230-239	1-10  (224)
KIL58680	6	PF02318.16 ; FYVE_2 ; FYVE-typ	1.4	150.0	0.037000000000000005	17.0	0.0	17	237-253	2-18  (118)
KIL58680	7	PF18125.1 ; RlmM_FDX ; RlmM fe	1.3	190.0	0.039	16.9	0.0	21	293-313	7-27  (70)
KIL58680	8	PF02533.15 ; PsbK ; Photosyste	1.3	210.0	0.039	15.8	0.0	15	272-286	3-17  (41)
