	Cluster no	Representative no	Nterm	Nterm_GDT
15776	ESK86804	KDR86087.1	AAA_16	unk
15777	ESK86804	KDR86060.1	AAA_16	unk
15778	ESK86804	KDR86042.1	AAA_16	unk
15779	ESK86804	KDR86063.1	AAA_16	unk
15780	ESK86804	KIJ08710.1	AAA_16	unk
15781	ESK86804	KIJ15382.1	AAA_16	unk
15782	ESK86804	KIJ19609.1	AAA_16	unk
15783	ESK86804	KIJ63807.1	AAA_16	unk
15784	ESK86804	KIJ63822.1	AAA_16	unk
15785	ESK86804	KIK92818.1	AAA_16	unk
15786	ESK86804	KIJ62505.1	AAA_16	unk
15787	ESK86804	KIJ93870.1	AAA_16	unk
15788	ESK86804	KIJ95284.1	AAA_16	unk
15789	ESK86804	KIJ96382.1	AAA_16	unk
15790	ESK86804	KJA22473.1	AAA_16	unk
15791	ESK86804	KIJ95791.1	AAA_16	unk
15792	ESK86804	KIJ96564.1	AAA_16	unk
15793	ESK86804	KIJ97679.1	AAA_16	unk
15794	ESK86804	KIK02240.1	AAA_16	unk
15795	ESK86804	KIK04153.1	AAA_16	unk
15796	ESK86804	KIK04147.1	AAA_16	unk
15797	ESK86804	KIK04159.1	AAA_16	unk
15798	ESK86804	KIK04163.1	AAA_16	unk
15799	ESK86804	KIK04205.1	AAA_16	unk
15800	ESK86804	KIK04169.1	AAA_16	unk
15801	ESK86804	KIK05958.1	AAA_16	unk
15802	ESK86804	KIK05980.1	AAA_16	unk
15803	ESK86804	KIK06328.1	AAA_16	unk
15804	ESK86804	KIK57989.1	AAA_16	unk
15805	ESK86804	KIK54425.1	AAA_16	unk
15806	ESK86804	KIK60084.1	AAA_16	unk
15807	ESK86804	KIK62567.1	AAA_16	unk
15808	ESK86804	KIK57978.1	AAA_16	unk
15809	ESK86804	KIK52688.1	AAA_16	unk
15810	ESK86804	KIK58040.1	AAA_16	unk
15811	ESK86804	KIK58058.1	AAA_16	unk
15812	ESK86804	KIK59994.1	AAA_16	unk
15813	ESK86804	KIK59996.1	AAA_16	unk
15814	ESK86804	KIK59997.1	AAA_16	unk
15815	ESK86804	KIK60073.1	AAA_16	unk
15816	ESK86804	KIK60078.1	AAA_16	unk
15817	ESK86804	KIK62626.1	AAA_16	unk
15818	ESK86804	KIK61949.1	AAA_16	unk
15819	ESK86804	KIK61983.1	AAA_16	unk
15820	ESK86804	KIK53220.1	AAA_16	unk
15821	ESK86804	KIK61953.1	AAA_16	unk
15822	ESK86804	KIK61960.1	AAA_16	unk
15823	ESK86804	KIK61962.1	AAA_16	unk
15824	ESK86804	KIK61993.1	AAA_16	unk
15825	ESK86804	KIK61998.1	AAA_16	unk
15826	ESK86804	KIK69252.1	AAA_16	unk
15827	ESK86804	KIK66656.1	AAA_16	unk
15828	ESK86804	KIK71573.1	AAA_16	unk
15829	ESK86804	KIK52383.1	AAA_16	unk
15830	ESK86804	KIK54111.1	AAA_16	unk
15831	ESK86804	KIK71540.1	AAA_16	unk
15832	ESK86804	KIK71542.1	AAA_16	unk
15833	ESK86804	KIM34854.1	AAA_16	unk
15834	ESK86804	KIM34852.1	AAA_16	unk
15835	ESK86804	KIM46945.1	AAA_16	unk
15836	ESK86804	KIM35290.1	AAA_16	unk
15837	ESK86804	KIM35817.1	AAA_16	unk
15838	ESK86804	KIM35967.1	AAA_16	unk
15839	ESK86804	KIM47225.1	AAA_16	unk
15840	ESK86804	KIM35380.1	AAA_16	unk
15841	ESK86804	KIM35685.1	AAA_16	unk
15842	ESK86804	KIM35700.1	AAA_16	unk
15843	ESK86804	KIM36067.1	AAA_16	unk
15844	ESK86804	KIM36349.1	AAA_16	unk
15845	ESK86804	KIM36992.1	AAA_16	unk
15846	ESK86804	KIM37001.1	AAA_16	unk
15847	ESK86804	KIM37004.1	AAA_16	unk
15848	ESK86804	KIM37206.1	AAA_16	unk
15849	ESK86804	KIM37588.1	AAA_16	unk
15850	ESK86804	KJA14786.1	AAA_16	unk
15851	ESK86804	KIM37634.1	AAA_16	unk
15852	ESK86804	KDR68083.1	AAA_16	unk
15853	ESK86804	KDR76633.1	AAA_16	unk
15854	ESK86804	PPQ89222.1	AAA_16	unk
15855	ESK86804	KIM39462.1	AAA_16	unk
15856	ESK86804	KIM40824.1	AAA_16	unk
15857	ESK86804	PPQ68685.1	AAA_16	unk
15858	ESK86804	KIM41271.1	AAA_16	unk
15859	ESK86804	KIM41356.1	AAA_16	unk
15860	ESK86804	KIM43453.1	AAA_16	unk
15861	ESK86804	KDR69450.1	AAA_16	unk
15862	ESK86804	KDR70136.1	AAA_16	unk
15863	ESK86804	KDR77622.1	AAA_16	unk
15864	ESK86804	KIM39470.1	AAA_16	unk
15865	ESK86804	KIM43685.1	AAA_16	unk
15866	ESK86804	KIM44060.1	AAA_16	unk
15867	ESK86804	KIM44198.1	AAA_16	unk
15868	ESK86804	KIM34767.1	AAA_16	unk
15869	ESK86804	KIM46550.1	AAA_16	unk
15870	ESK86804	KIM46631.1	AAA_16	unk
15871	ESK86804	KDR84612.1	AAA_16	unk
15872	ESK86804	KIM46666.1	AAA_16	unk
15873	ESK86804	KIM46625.1	AAA_16	unk
15874	ESK86804	KIM46821.1	AAA_16	unk
15875	ESK86804	KIM37600.1	AAA_16	unk
15876	ESK86804	KJA14772.1	AAA_16	unk
15877	ESK86804	KJA14778.1	AAA_16	unk
15878	ESK86804	KJA18123.1	AAA_16	unk
15879	ESK86804	KJA14781.1	AAA_16	unk
15880	ESK86804	KJA15419.1	AAA_16	unk
15881	ESK86804	KJA20931.1	AAA_16	unk
15882	ESK86804	KJA16563.1	AAA_16	unk
15883	ESK86804	KJA16550.1	AAA_16	unk
15884	ESK86804	KJA16845.1	AAA_16	unk
15885	ESK86804	KJA16852.1	AAA_16	unk
15886	ESK86804	KJA17615.1	AAA_16	unk
15887	ESK86804	KJA17957.1	AAA_16	unk
15888	ESK86804	KJA19303.1	AAA_16	unk
15889	ESK86804	KJA19264.1	AAA_16	unk
15890	ESK86804	KJA19292.1	AAA_16	unk
15891	ESK86804	KJA19322.1	AAA_16	unk
15892	ESK86804	KJA20301.1	AAA_16	unk
15893	ESK86804	KJA20322.1	AAA_16	unk
15894	ESK86804	KJA20933.1	AAA_16	unk
15895	ESK86804	KJA20938.1	AAA_16	unk
15896	ESK86804	KJA20654.1	AAA_16	unk
15897	ESK86804	KJA20657.1	AAA_16	unk
15898	ESK86804	KJA20932.1	AAA_16	unk
15899	ESK86804	KJA20941.1	AAA_16	unk
15900	ESK86804	KJA20944.1	AAA_16	unk
15901	ESK86804	KJA20948.1	AAA_16	unk
15902	ESK86804	KJA20951.1	AAA_16	unk
15903	ESK86804	KJA20958.1	AAA_16	unk
15904	ESK86804	KJA20969.1	AAA_16	unk
15905	ESK86804	KJA20970.1	AAA_16	unk
15906	ESK86804	KJA20974.1	AAA_16	unk
15907	ESK86804	KJA22366.1	AAA_16	unk
15908	ESK86804	KJA22368.1	AAA_16	unk
15909	ESK86804	KDR70074.1	AAA_16	unk
15910	ESK86804	KJA20957.1	AAA_16	unk
15911	ESK86804	KJA21296.1	AAA_16	unk
15912	ESK86804	KJA16495.1	AAA_16	unk
15913	ESK86804	KJA21271.1	AAA_16	unk
15914	ESK86804	KJA21320.1	AAA_16	unk
15915	ESK86804	KJA22785.1	AAA_16	unk
15916	ESK86804	KJA22808.1	AAA_16	unk
15917	ESK86804	KJA29450.1	AAA_16	unk
15918	ESK86804	KJA29452.1	AAA_16	unk
15919	ESK86804	KJA29529.1	AAA_16	unk
15920	ESK86804	KJA29544.1	AAA_16	unk
15921	ESK86804	KJA29536.1	AAA_16	unk
15922	ESK86804	KJA29541.1	AAA_16	unk
15923	ESK86804	KJA29546.1	AAA_16	unk
15924	ESK86804	KTB28083.1	AAA_16	unk
15925	ESK86804	ESK86205.1	AAA_16	unk
15926	ESK86804	ESK86209.1	AAA_16	unk
15927	ESK86804	ESK86868.1	AAA_16	unk
15928	ESK86804	ESK86870.1	AAA_16	unk
15929	ESK86804	KTB28087.1	AAA_16	unk
15930	ESK86804	KTB44119.1	AAA_16	unk
15931	ESK86804	KTB30712.1	AAA_16	unk
15932	ESK86804	KTB31355.1	AAA_16	unk
15933	ESK86804	ESK83251.1	AAA_16	unk
15934	ESK86804	KTB31547.1	AAA_16	unk
15935	ESK86804	KTB32491.1	AAA_16	unk
15936	ESK86804	ESK90535.1	AAA_16	unk
15937	ESK86804	KTB32594.1	AAA_16	unk
15938	ESK86804	ESK93501.1	AAA_16	unk
15939	ESK86804	KTB37398.1	AAA_16	unk
15940	ESK86804	ESK90274.1	AAA_16	unk
15941	ESK86804	KTB40511.1	AAA_16	unk
15942	ESK86804	ESK90531.1	AAA_16	unk
15943	ESK86804	KTB40812.1	AAA_16	unk
15944	ESK86804	KTB43259.1	AAA_16	unk
15945	ESK86804	EEB94713.1	AAA_16	unk
15946	ESK86804	ESK94148.1	AAA_16	unk
15947	ESK86804	ESK94211.1	AAA_16	unk
15948	ESK86804	KTB38251.1	AAA_16	unk
15949	ESK86804	KTB44102.1	AAA_16	unk
15950	ESK86804	ESK81538.1	AAA_16	unk
15951	ESK86804	KTB44662.1	AAA_16	unk
15952	ESK86804	ESK96780.1	AAA_16	unk
15953	ESK86804	KTB44665.1	AAA_16	unk
15954	ESK86804	KTB44737.1	AAA_16	unk
15955	ESK86804	ESK89609.1	AAA_16	unk
15956	ESK86804	ESK86793.1	AAA_16	unk
15957	ESK86804	KTB44989.1	AAA_16	unk
15958	ESK86804	ESK93417.1	AAA_16	unk
15959	ESK86804	KTB45134.1	AAA_16	unk
15960	ESK86804	ESK82421.1	AAA_16	unk
15961	ESK86804	KTB45285.1	AAA_16	unk
15962	ESK86804	ESK85509.1	AAA_16	unk
15963	ESK86804	KTB45912.1	AAA_16	unk
15964	ESK86804	ESK89203.1	AAA_16	unk
15965	ESK86804	KTB46466.1	AAA_16	unk
15966	ESK86804	ESK88210.1	AAA_16	unk
15967	ESK86804	KTB46939.1	AAA_16	unk
15968	ESK86804	ESK85846.1	AAA_16	unk
15969	ESK86804	KXN80736.1	AAA_16	unk
15970	ESK86804	KXN80735.1	AAA_16	unk
15971	ESK86804	KXN81737.1	AAA_16	unk
15972	ESK86804	KXN81738.1	AAA_16	unk
15973	ESK86804	KXN83279.1	AAA_16	unk
15974	ESK86804	KXN83282.1	AAA_16	unk
15975	ESK86804	KXN83787.1	AAA_16	unk
15976	ESK86804	KXN84177.1	AAA_16	unk
15977	ESK86804	KXN85505.1	AAA_16	unk
15978	ESK86804	KXN81186.1	AAA_16	unk
15979	ESK86804	KXN85500.1	AAA_16	unk
15980	ESK86804	KXN85501.1	AAA_16	unk
15981	ESK86804	KXN85502.1	AAA_16	unk
15982	ESK86804	KXN85616.1	AAA_16	unk
15983	ESK86804	KXN81272.1	AAA_16	unk
15984	ESK86804	KXN87830.1	AAA_16	unk
15985	ESK86804	KXN91235.1	AAA_16	unk
15986	ESK86804	KXN91774.1	AAA_16	unk
15987	ESK86804	KXN91802.1	AAA_16	unk
15988	ESK86804	KXN92735.1	AAA_16	unk
15989	ESK86804	KXN81261.1	AAA_16	unk
15990	ESK86804	PPQ66803.1	AAA_16	unk
15991	ESK86804	PPQ66805.1	AAA_16	unk
15992	ESK86804	PPQ67940.1	AAA_16	unk
15993	ESK86804	PPQ69539.1	AAA_16	unk
15994	ESK86804	PPQ70187.1	AAA_16	unk
15995	ESK86804	PPQ71572.1	AAA_16	unk
15996	ESK86804	PPQ75339.1	AAA_16	unk
15997	ESK86804	PPQ78003.1	AAA_16	unk
15998	ESK86804	KDR76535.1	AAA_16	unk
15999	ESK86804	PPQ78497.1	AAA_16	unk
16000	ESK86804	PPQ81422.1	AAA_16	unk
16001	ESK86804	PPQ81731.1	AAA_16	unk
16002	ESK86804	PPQ81773.1	AAA_16	unk
16003	ESK86804	PPQ85328.1	AAA_16	unk
16004	ESK86804	PPQ86055.1	AAA_16	unk
16005	ESK86804	PPQ75498.1	AAA_16	unk
16006	ESK86804	PPQ80040.1	AAA_16	unk
16007	ESK86804	PPQ86053.1	AAA_16	unk
16008	ESK86804	PPQ86054.1	AAA_16	unk
16009	ESK86804	PPQ86431.1	AAA_16	unk
16010	ESK86804	PPQ87781.1	AAA_16	unk
16011	ESK86804	PPQ87782.1	AAA_16	unk
16012	ESK86804	PPQ87783.1	AAA_16	unk
16013	ESK86804	PPQ87784.1	AAA_16	unk
16014	ESK86804	PPQ87792.1	AAA_16	unk
16015	ESK86804	PPQ87794.1	AAA_16	unk
16016	ESK86804	PPQ88809.1	AAA_16	unk
16017	ESK86804	PPQ89427.1	AAA_16	unk
16018	ESK86804	PPQ89428.1	AAA_16	unk
16019	ESK86804	PPQ90930.1	AAA_16	unk
16020	ESK86804	PPQ90975.1	AAA_16	unk
16021	ESK86804	PPQ93107.1	AAA_16	unk
16022	ESK86804	PPQ94100.1	AAA_16	unk
16023	ESK86804	PPQ94103.1	AAA_16	unk
16024	ESK86804	PPQ92124.1	AAA_16	unk
16025	ESK86804	PPQ87896.1	AAA_16	unk
16026	ESK86804	PPQ78351.1	AAA_16	unk
16027	ESK86804	PPQ88794.1	AAA_16	unk
16028	ESK86804	PPQ90703.1	AAA_16	unk
16029	ESK86804	KDR73241.1	AAA_16	unk
16030	ESK86804	PPQ89342.1	AAA_16	unk
16031	ESK86804	PPQ91548.1	AAA_16	unk
16032	ESK86804	PPQ81660.1	AAA_16	unk
16033	ESK86804	PPQ88771.1	AAA_16	unk
16034	ESK86804	PPQ90671.1	AAA_16	unk
16035	ESK86804	PPQ80389.1	AAA_16	unk
16036	ESK86804	PPQ81161.1	AAA_16	unk
16037	ESK86804	PPQ87592.1	AAA_16	unk
16038	ESK86804	PPQ94143.1	AAA_16	unk
16039	ESK86804	PPQ94745.1	AAA_16	unk
16040	ESK86804	PPQ94750.1	AAA_16	unk
16041	ESK86804	PPQ94751.1	AAA_16	unk
16042	ESK86804	PPQ94752.1	AAA_16	unk
16043	ESK86804	PPQ93051.1	AAA_16	unk
16044	ESK86804	PPQ94105.1	AAA_16	unk
16045	ESK86804	PPQ96700.1	AAA_16	unk
16046	ESK86804	KDR82286.1	AAA_16	unk
16047	ESK86804	PPR00960.1	AAA_16	unk
16048	ESK86804	KDR84485.1	AAA_16	unk
16049	ESK86804	PPR01303.1	AAA_16	unk
16050	ESK86804	PPR02788.1	AAA_16	unk
16051	ESK86804	PPQ74279.1	AAA_16	unk
16052	ESK86804	PPR05482.1	AAA_16	unk
16053	ESK86804	PPR05796.1	AAA_16	unk
16054	ESK86804	PPR07248.1	AAA_16	unk
16055	ESK86804	KDR69766.1	AAA_16	unk
16056	ESK86804	KDR71198.1	AAA_16	unk
16057	ESK86804	RDB16180.1	AAA_16	unk
16058	ESK86804	RDB16276.1	AAA_16	unk
16059	ESK86804	RDB27533.1	AAA_16	unk
16060	ESK86804	RDB30578.1	AAA_16	unk
16061	ESK86804	RDB16162.1	AAA_16	unk
16062	ESK86804	XP_001830810.1	AAA_16	unk
16063	ESK86804	XP_001838248.1	AAA_16	unk
16064	ESK86804	XP_001828478.2	AAA_16	unk
16065	ESK86804	XP_001828499.2	AAA_16	unk
16066	ESK86804	XP_001838242.1	AAA_16	unk
16067	ESK86804	XP_001838254.2	AAA_16	unk
16068	ESK86804	XP_001838303.2	AAA_16	unk
16069	ESK86804	XP_001838367.2	AAA_16	unk
16070	ESK86804	XP_001838653.2	AAA_16	unk
16071	ESK86804	XP_001840254.2	AAA_16	unk
16072	ESK86804	XP_006455290.1	AAA_16	unk
16073	ESK86804	XP_006455283.1	AAA_16	unk
16074	ESK86804	XP_006455291.1	AAA_16	unk
16075	ESK86804	XP_006455296.1	AAA_16	unk
16076	ESK86804	XP_006455324.1	AAA_16	unk
16077	ESK86804	XP_007330838.1	AAA_16	unk
16078	ESK86804	XP_007331100.1	AAA_16	unk
16079	ESK86804	XP_007331101.1	AAA_16	unk
16080	ESK86804	XP_007331106.1	AAA_16	unk
16081	ESK86804	XP_006455594.1	AAA_16	unk
16082	ESK86804	XP_007332696.1	AAA_16	unk
16083	ESK86804	XP_006458720.1	AAA_16	unk
16084	ESK86804	XP_006458722.1	AAA_16	unk
16085	ESK86804	XP_006459046.1	AAA_16	unk
16086	ESK86804	XP_006459651.1	AAA_16	unk
16087	ESK86804	XP_006461567.1	AAA_16	unk
16088	ESK86804	XP_006463159.1	AAA_16	unk
16089	ESK86804	XP_006463213.1	AAA_16	unk
16090	ESK86804	XP_006455500.1	AAA_16	unk
16091	ESK86804	XP_006457751.1	AAA_16	unk
16092	ESK86804	XP_006459667.1	AAA_16	unk
16093	ESK86804	XP_006463115.1	AAA_16	unk
16094	ESK86804	XP_006463128.1	AAA_16	unk
16095	ESK86804	XP_006463161.1	AAA_16	unk
16096	ESK86804	XP_006463207.1	AAA_16	unk
16097	ESK86804	XP_007330315.1	AAA_16	unk
16098	ESK86804	XP_007332605.1	AAA_16	unk
16099	ESK86804	XP_007333428.1	AAA_16	unk
16100	ESK86804	XP_007334222.1	AAA_16	unk
16101	ESK86804	XP_007334283.1	AAA_16	unk
16102	ESK86804	XP_007327176.1	AAA_16	unk
16103	ESK86804	XP_006461542.1	AAA_16	unk
16104	ESK86804	XP_007331345.1	AAA_16	unk
16105	ESK86804	XP_006458953.1	AAA_16	unk
16106	ESK86804	XP_007331562.1	AAA_16	unk
16107	ESK86804	XP_007332483.1	AAA_16	unk
16108	ESK86804	XP_007332819.1	AAA_16	unk
16109	ESK86804	XP_006455688.1	AAA_16	unk
16110	ESK86804	XP_007333068.1	AAA_16	unk
16111	ESK86804	XP_006456140.1	AAA_16	unk
16112	ESK86804	XP_006456141.1	AAA_16	unk
16113	ESK86804	XP_006456515.1	AAA_16	unk
16114	ESK86804	XP_007331563.1	AAA_16	unk
16115	ESK86804	XP_007333100.1	AAA_16	unk
16116	ESK86804	XP_006456479.1	AAA_16	unk
16117	ESK86804	XP_007333600.1	AAA_16	unk
16118	ESK86804	XP_006459799.1	AAA_16	unk
19869	XP_007271441	XP_007271441.1	DUF2856	unk
19870	XP_007271441	KIL54414.1	DUF2856	unk
19871	XP_007271441	KIL58498.1	DUF2856	unk
19872	XP_007271441	KIL62841.1	DUF2856	unk
19873	XP_007271441	KIL67484.1	DUF2856	unk
19874	XP_007271441	KIL60019.1	DUF2856	unk
19875	XP_007271441	KIL54813.1	DUF2856	unk
19876	XP_007271441	KIL56207.1	DUF2856	unk
19877	XP_007271441	KIL60000.1	DUF2856	unk
19878	XP_007271441	KIL64309.1	DUF2856	unk
19879	XP_007271441	KIM91765.1	DUF2856	unk
19880	XP_007271441	KZP28027.1	DUF2856	unk
19881	XP_007271441	KZP18415.1	DUF2856	unk
19882	XP_007271441	KZP04287.1	DUF2856	unk
19883	XP_007271441	XP_007264511.1	DUF2856	unk
19884	XP_007271441	XP_007264594.1	DUF2856	unk
19885	XP_007271441	KZP08098.1	DUF2856	unk
19886	XP_007271441	XP_007271259.1	DUF2856	unk
19887	XP_007271441	XP_007271269.1	DUF2856	unk
19888	XP_007271441	XP_007271279.1	DUF2856	unk
19889	XP_007271441	KIM73271.1	DUF2856	unk
19890	XP_007271441	KIM71121.1	DUF2856	unk
19891	XP_007271441	KIM73294.1	DUF2856	unk
19892	XP_007271441	KIM74146.1	DUF2856	unk
19893	XP_007271441	KIM76284.1	DUF2856	unk
19894	XP_007271441	KIM83472.1	DUF2856	unk
19895	XP_007271441	KIM85081.1	DUF2856	unk
19896	XP_007271441	KIM85744.1	DUF2856	unk
19897	XP_007271441	KIM88338.1	DUF2856	unk
19898	XP_007271441	KIM90352.1	DUF2856	unk
19899	XP_007271441	KIM77833.1	DUF2856	unk
19900	XP_007271441	KIM82227.1	DUF2856	unk
19901	XP_007271441	KIM86662.1	DUF2856	unk
19902	XP_007271441	XP_007262392.1	DUF2856	unk
19903	XP_007271441	XP_007262570.1	DUF2856	unk
19904	XP_007271441	XP_007264500.1	DUF2856	unk
19905	XP_007271441	XP_007264858.1	DUF2856	unk
19906	XP_007271441	KDQ09232.1	DUF2856	unk
19907	XP_007271441	KDQ06464.1	DUF2856	unk
19908	XP_007271441	KDQ09528.1	DUF2856	unk
19909	XP_007271441	KIK16407.1	DUF2856	unk
19910	XP_007271441	KIK18248.1	DUF2856	unk
19911	XP_007271441	KIM59838.1	DUF2856	unk
19912	XP_007271441	KIL65064.1	DUF2856	unk
19913	XP_007271441	KIN98727.1	DUF2856	unk
19914	XP_007271441	KIK24687.1	DUF2856	unk
19915	XP_007271441	KIN95017.1	DUF2856	unk
19916	XP_007271441	KIN97133.1	DUF2856	unk
19917	XP_007271441	KIO03231.1	DUF2856	unk
19918	XP_007271441	KIM65457.1	DUF2856	unk
19919	XP_007271441	KIO00058.1	DUF2856	unk
19920	XP_007271441	KIN99124.1	DUF2856	unk
19921	XP_007271441	KIO01495.1	DUF2856	unk
19922	XP_007271441	KIO04360.1	DUF2856	unk
19923	XP_007271441	KIO06391.1	DUF2856	unk
19965	XP_007384573	XP_007384573.1	ALS2CR11	unk
19966	XP_007384573	KDQ18487.1	ALS2CR11	C2
19967	XP_007384573	KDR65791.1	ALS2CR11	C2
19968	XP_007384573	KDR66522.1	ALS2CR11	unk
19969	XP_007384573	KZS91414.1	ALS2CR11	unk
19970	XP_007384573	KZT34838.1	ALS2CR11	unk
19971	XP_007384573	KZT34839.1	ALS2CR11	unk
19972	XP_007384573	KZS91415.1	ALS2CR11	unk
19973	XP_007384573	KZT38826.1	ALS2CR11	C2
19974	XP_007384573	KZS91989.1	ALS2CR11	C2
19975	XP_007384573	KZT39380.1	ALS2CR11	GOODBYE-LIKE
19976	XP_007384573	KZT39376.1	ALS2CR11	unk
19977	XP_007384573	KZT39381.1	ALS2CR11	unk
19978	XP_007384573	KZS94302.1	ALS2CR11	unk
19979	XP_007384573	KZT39379.1	ALS2CR11	unk
19980	XP_007384573	KZV71089.1	ALS2CR11	unk
19981	XP_007384573	KZV76871.1	ALS2CR11	GOODBYE-LIKE
19982	XP_007384573	KZV76882.1	ALS2CR11	GOODBYE-LIKE
19983	XP_007384573	PPQ93575.1	ALS2CR11	unk
19984	XP_007384573	PPQ69361.1	ALS2CR11	C2
19985	XP_007384573	PPQ72263.1	ALS2CR11	unk
19986	XP_007384573	PPQ93771.1	ALS2CR11	unk
19987	XP_007384573	PPQ91236.1	ALS2CR11	C2
19988	XP_007384573	XP_007387094.1	ALS2CR11	unk
20908	PLN83593	PLN83593.1	Xin	unk
20909	PLN83593	PMD47847.1	Xin	unk
20910	PLN83593	XP_001209574.1	Xin	unk
20911	PLN83593	XP_024675076.1	Xin	unk
20912	PLN83593	RFU35068.1	Xin	unk
20913	PLN83593	XP_025471291.1	Xin	unk
20914	PLN83593	CDP25862.1	Xin	unk
20915	PLN83593	CVK97409.1	Xin	unk
20916	PLN83593	APA11700.1	Xin	unk
20917	PLN83593	CVL01620.1	Xin	unk
20918	PLN83593	CZR46565.1	Xin	unk
20919	PLN83593	CZR55172.1	Xin	unk
20920	PLN83593	EGU80155.1	Xin	unk
20921	PLN83593	EMR90436.1	Xin	unk
20922	PLN83593	EMT66487.1	Xin	unk
20923	PLN83593	ENH63144.1	Xin	unk
20924	PLN83593	EWZ00976.1	Xin	unk
20925	PLN83593	EWZ47007.1	Xin	unk
20926	PLN83593	EWZ82177.1	Xin	unk
20927	PLN83593	EXA43414.1	Xin	unk
20928	PLN83593	EXK91742.1	Xin	unk
20929	PLN83593	EXL46894.1	Xin	unk
20930	PLN83593	EXL78077.1	Xin	unk
20931	PLN83593	EXM15563.1	Xin	unk
20932	PLN83593	KEY64267.1	Xin	unk
20933	PLN83593	KFA47254.1	Xin	unk
20934	PLN83593	KFA77511.1	Xin	unk
20935	PLN83593	KIL90692.1	Xin	unk
20936	PLN83593	KIM93693.1	Xin	unk
20937	PLN83593	KLO80440.1	Xin	unk
20938	PLN83593	KLP07762.1	Xin	unk
20939	PLN83593	KLP13254.1	Xin	unk
20940	PLN83593	OBS28294.1	Xin	unk
20941	PLN83593	OIW33037.1	Xin	unk
20942	PLN83593	PCD42399.1	Xin	unk
20943	PLN83593	PMD29241.1	Xin	unk
20944	PLN83593	PNP74758.1	Xin	unk
20945	PLN83593	PQE04861.1	Xin	unk
20946	PLN83593	PQE32944.1	Xin	unk
20947	PLN83593	RBA14000.1	Xin	unk
20948	PLN83593	RBQ75701.1	Xin	unk
20949	PLN83593	RBR01582.1	Xin	unk
20950	PLN83593	RBR21053.1	Xin	unk
20951	PLN83593	RBR24368.1	Xin	unk
20952	PLN83593	RDL31844.1	Xin	unk
20953	PLN83593	RDL32415.1	Xin	unk
20954	PLN83593	RDW73411.1	Xin	unk
20955	PLN83593	RFN41208.1	Xin	unk
20956	PLN83593	RFU29562.1	Xin	unk
20957	PLN83593	RFU30691.1	Xin	unk
20958	PLN83593	SCO15288.1	Xin	unk
20959	PLN83593	SCO40146.1	Xin	unk
20960	PLN83593	SCO81324.1	Xin	unk
20961	PLN83593	SCV37980.1	Xin	unk
20962	PLN83593	SCV58885.1	Xin	unk
20963	PLN83593	XP_001593740.1	Xin	unk
20964	PLN83593	XP_007785451.1	Xin	unk
20965	PLN83593	XP_018064364.1	Xin	unk
20966	PLN83593	XP_018078526.1	Xin	unk
20967	PLN83593	XP_018238660.1	Xin	unk
20968	PLN83593	XP_018753177.1	Xin	unk
20969	PLN83593	XP_020119697.1	Xin	unk
20970	PLN83593	XP_023434529.1	Xin	unk
20971	PLN83593	XP_024550730.1	Xin	unk
20972	PLN83593	XP_024741552.1	Xin	unk
20973	PLN83593	XP_025589813.1	Xin	unk
20974	PLN83593	KIA75902.1	Xin	unk
20975	PLN83593	CEN60901.1	Xin	unk
20976	PLN83593	PYI03525.1	Xin	unk
20977	PLN83593	RDW65756.1	Xin	unk
20978	PLN83593	XP_002150299.1	Xin	unk
20979	PLN83593	KFX43638.1	Xin	unk
20980	PLN83593	XP_013325437.1	Xin	unk
20981	PLN83593	XP_018164952.1	Xin	unk
20982	PLN83593	XP_024553437.1	Xin	unk
20983	PLN83593	EMR82006.1	Xin	unk
20984	PLN83593	XP_024699411.1	Xin	unk
