Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
OJJ74235	5	PF05057.14 ; DUF676 ; Putative	97.6	1.3e-08	2.6000000000000002e-12	93.4	0.0	127	123-261	4-145 (218)
OJJ74235	6	PF02089.15 ; Palm_thioest ; Pa	97.3	1.4e-07	2.8e-11	88.6	0.0	108	126-258	1-112 (271)
OJJ74235	7	PF05990.12 ; DUF900 ; Alpha/be	97.1	3.5e-07	6.8e-11	82.5	0.0	125	122-260	11-138 (213)
OJJ74235	8	PF02129.18 ; Peptidase_S15 ; X	97.0	4.9e-07	9.7e-11	82.7	0.0	114	122-257	16-129 (267)
OJJ74235	9	PF12146.8 ; Hydrolase_4 ; Seri	97.0	6.1e-07	1.2e-10	80.4	0.0	109	123-256	3-114 (239)
OJJ74235	10	PF03096.14 ; Ndr ; Ndr family	96.9	8.1e-07	1.6000000000000002e-10	82.5	0.0	106	124-255	23-136 (283)
RAK81296	1	PF17100.5 ; NACHT_N ; N-termin	99.1	9.000000000000001e-15	1.8e-18	131.4	0.0	136	246-384	79-227 (229)
RAK81296	2	PF17109.5 ; Goodbye ; fungal S	98.7	1.9e-12	3.7e-16	104.4	0.0	121	193-317	1-123 (123)
RAK81296	3	PF01637.18 ; ATPase_2 ; ATPase	89.8	0.0086	1.8000000000000001e-06	46.6	0.0	26	443-468	9-35  (209)
RAK81296	4	PF05729.12 ; NACHT ; NACHT dom	89.2	0.011000000000000001	2.2e-06	44.1	0.0	15	454-468	1-15  (170)
RAK81296	5	PF07931.12 ; CPT ; Chloramphen	88.1	0.015	3.1e-06	43.8	0.0	15	454-468	2-16  (163)
RAK81296	6	PF13191.6 ; AAA_16 ; AAA ATPas	87.9	0.016	3.3e-06	44.1	0.0	16	453-468	24-39  (189)
RAK81296	7	PF05621.11 ; TniB ; Bacterial	87.5	0.017	3.6000000000000003e-06	44.0	0.0	16	453-468	35-50  (191)
RAK81296	8	PF00931.22 ; NB-ARC ; NB-ARC d	87.2	0.018000000000000002	3.9e-06	45.3	0.0	25	444-468	6-33  (240)
RAK81296	9	PF18751.1 ; Ploopntkinase3 ; P	87.2	0.019	3.9e-06	44.3	0.0	16	453-468	3-18  (187)
RAK81296	10	PF13671.6 ; AAA_33 ; AAA domai	87.1	0.019	4e-06	41.8	0.0	14	455-468	1-14  (142)
KIM76096	1	PF17111.5 ; Helo_like_N ; Fung	93.0	0.0017	3.4e-07	49.5	0.0	109	135-244	17-133 (209)
KIM76096	2	PF17109.5 ; Goodbye ; fungal S	81.6	0.057	1.1e-05	37.2	0.0	66	103-171	56-121 (123)
ELA33704	1	PF17111.5 ; Helo_like_N ; Fung	99.2	4.900000000000001e-16	8.699999999999999e-20	107.3	0.0	169	4-176	1-178 (209)
ELA33704	2	PF17107.5 ; SesA ; N-terminal	98.8	4.3000000000000004e-13	7.6e-17	85.6	0.0	121	10-131	1-132 (133)
ELA33704	3	PF14479.6 ; HeLo ; Prion-inhib	94.9	0.00023999999999999998	4.3e-08	46.2	0.0	131	6-137	3-170 (199)
XP_020135133	1	PF17109.5 ; Goodbye ; fungal S	99.3	1.1000000000000001e-16	2.1000000000000002e-20	130.4	0.0	118	154-271	1-123 (123)
XP_020135133	2	PF17100.5 ; NACHT_N ; N-termin	99.3	2.5e-16	5.099999999999999e-20	141.7	0.0	135	199-337	78-225 (229)
EMT62740	1	PF00082.22 ; Peptidase_S8 ; Su	99.8	1e-25	2.0000000000000002e-29	207.5	0.0	212	68-292	1-246 (286)
POR31696	1	PF17100.5 ; NACHT_N ; N-termin	95.4	9.300000000000001e-05	2e-08	49.5	0.0	40	2-41	185-226 (229)
ORY16324	1	PF06985.11 ; HET ; Heterokaryo	97.4	7.4e-08	1.5e-11	67.3	0.0	57	46-102	63-127 (127)
