Cluster no	Representative no	Nterm	Nterm_GDT
KKY21558	XP_006964437.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013949143.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024752615.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024777936.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024405437.1	SESB-LIKE	SESB-LIKE
KKY21558	PNP47817.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013947549.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013955958.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024755784.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024406284.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024548910.1	SESB-LIKE	SESB-LIKE
KKY21558	CCD53451.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024684862.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	XP_024689138.1	SESB-LIKE	SESB-LIKE
KKY21558	PLN86831.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024671628.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_025569709.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024718149.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024726360.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	XP_024727715.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024729767.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024731224.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024733542.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024735272.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024737182.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008085651.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024739972.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024740438.1	SESB-LIKE	SESB-LIKE
KKY21558	PMD37923.1	SESB-LIKE	SESB-LIKE
KKY21558	RFU30366.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024744548.1	SESB-LIKE	SESB-LIKE
KKY21558	PMD43816.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_025455271.1	SESB-LIKE	SESB-LIKE
KKY21558	CAK37434.1	SESB-LIKE	SESB-LIKE
KKY21558	GAQ35834.1	SESB-LIKE	SESB-LIKE
KKY21558	OJJ74185.1	SESB-LIKE	SESB-LIKE
KKY21558	OJZ89950.1	SESB-LIKE	SESB-LIKE
KKY21558	OWW31139.1	SESB-LIKE	SESB-LIKE
KKY21558	RDH18673.1	SESB-LIKE	SESB-LIKE
KKY21558	RDK43142.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_001389829.2	SESB-LIKE	SESB-LIKE
KKY21558	XP_025392804.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_025517662.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_025538185.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_025563365.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_025472147.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	XP_025549697.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_025573720.1	SESB-LIKE	SESB-LIKE
KKY21558	CEL01176.1	SESB-LIKE	SESB-LIKE
KKY21558	KZN89782.1	SESB-LIKE	SESB-LIKE
KKY21558	OQE07846.1	SESB-LIKE	SESB-LIKE
KKY21558	RDH27067.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_001262617.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_002569230.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_025448535.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_025511301.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_003654003.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_001227288.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_003661698.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_003667244.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_003711012.1	SESB-LIKE	SESB-LIKE
KKY21558	ELQ44732.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_003718065.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_006667238.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_006671537.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	OAA34801.1	SESB-LIKE	SESB-LIKE
KKY21558	CCF40392.1	SESB-LIKE	SESB-LIKE
KKY21558	OAA33893.1	SESB-LIKE	SESB-LIKE
KKY21558	OTA01901.1	SESB-LIKE	SESB-LIKE
KKY21558	PQK10239.1	SESB-LIKE	SESB-LIKE
KKY21558	PQK16852.1	SESB-LIKE	SESB-LIKE
KKY21558	PTB75148.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008602280.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008603215.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018151589.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_022284942.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024746408.1	SESB-LIKE	SESB-LIKE
KKY21558	OAA71126.1	SESB-LIKE	SESB-LIKE
KKY21558	OTB06173.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008594016.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_006694875.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_006695114.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_006695265.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007683864.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007720337.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007729331.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007731122.1	SESB-LIKE	SESB-LIKE
KKY21558	CZR69357.1	SESB-LIKE	SESB-LIKE
KKY21558	EXU94777.1	SESB-LIKE	SESB-LIKE
KKY21558	OCK79674.1	SESB-LIKE	SESB-LIKE
KKY21558	PMD14402.1	SESB-LIKE	SESB-LIKE
KKY21558	RDL41952.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007826690.2	SESB-LIKE	SESB-LIKE
KKY21558	XP_013283672.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016255574.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007736200.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016226918.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007740496.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007748914.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007750803.1	SESB-LIKE	SESB-LIKE
KKY21558	GAW26889.1	SESB-LIKE	SESB-LIKE
KKY21558	KUL83914.1	SESB-LIKE	unk
KKY21558	GAM36998.1	SESB-LIKE	SESB-LIKE
KKY21558	PCG88587.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007752152.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016622308.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007761938.1	SESB-LIKE	SESB-LIKE
KKY21558	OQU97921.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016244572.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_022501826.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007778789.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007781106.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007787643.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007787653.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007800049.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007800564.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007801134.1	SESB-LIKE	SESB-LIKE
KKY21558	OAA42451.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007802515.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007803096.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024711034.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007808590.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007809651.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007819534.2	SESB-LIKE	SESB-LIKE
KKY21558	EXV03263.1	SESB-LIKE	SESB-LIKE
KKY21558	RFN45443.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007822350.2	SESB-LIKE	SESB-LIKE
KKY21558	EXU97830.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007824279.2	SESB-LIKE	SESB-LIKE
KKY21558	EXU95839.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007825464.2	SESB-LIKE	SESB-LIKE
KKY21558	EXU94511.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008025137.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007826499.2	SESB-LIKE	SESB-LIKE
KKY21558	EXU97180.1	SESB-LIKE	SESB-LIKE
KKY21558	KJK75176.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007829091.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007831073.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007831593.1	SESB-LIKE	SESB-LIKE
KKY21558	PKS10409.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007834192.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007834731.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007834931.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007835629.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007835640.1	SESB-LIKE	SESB-LIKE
KKY21558	KXH30114.1	SESB-LIKE	SESB-LIKE
KKY21558	EXF85060.1	SESB-LIKE	SESB-LIKE
KKY21558	KXH67436.1	SESB-LIKE	SESB-LIKE
KKY21558	PMD19052.1	SESB-LIKE	SESB-LIKE
KKY21558	CVL12428.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_001221467.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024739651.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007836893.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007837095.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007838084.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007838885.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007839067.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007842087.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008022734.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008080084.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008081628.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008084480.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008085460.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008085915.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008085941.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008088737.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008595754.1	SESB-LIKE	SESB-LIKE
KKY21558	KGQ10057.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008597004.1	SESB-LIKE	SESB-LIKE
KKY21558	ATY60368.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_006668830.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008597278.1	SESB-LIKE	SESB-LIKE
KKY21558	PQK09120.1	SESB-LIKE	SESB-LIKE
KKY21558	PMB63503.1	SESB-LIKE	SESB-LIKE
KKY21558	PMB65157.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008598269.1	SESB-LIKE	SESB-LIKE
KKY21558	KGQ06705.1	SESB-LIKE	SESB-LIKE
KKY21558	PQK14249.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008603231.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008717004.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007741835.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008717012.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_008718470.1	SESB-LIKE	SESB-LIKE
KKY21558	GAP83545.2	SESB-LIKE	SESB-LIKE
KKY21558	XP_009153284.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_009225675.1	SESB-LIKE	SESB-LIKE
KKY21558	KIN00790.1	SESB-LIKE	SESB-LIKE
KKY21558	CEG03958.1	SESB-LIKE	SESB-LIKE
KKY21558	CEL09201.1	SESB-LIKE	SESB-LIKE
KKY21558	CEL09202.1	SESB-LIKE	SESB-LIKE
KKY21558	CZR43856.1	SESB-LIKE	SESB-LIKE
KKY21558	CZR69726.1	SESB-LIKE	SESB-LIKE
KKY21558	EER42715.1	SESB-LIKE	SESB-LIKE
KKY21558	EWZ85365.1	SESB-LIKE	SESB-LIKE
KKY21558	EXA30507.1	SESB-LIKE	SESB-LIKE
KKY21558	EXK78375.1	SESB-LIKE	SESB-LIKE
KKY21558	EXL39028.1	SESB-LIKE	SESB-LIKE
KKY21558	EXL39109.1	SESB-LIKE	SESB-LIKE
KKY21558	EXM13351.1	SESB-LIKE	SESB-LIKE
KKY21558	EXM16492.1	SESB-LIKE	SESB-LIKE
KKY21558	KFY32215.1	SESB-LIKE	SESB-LIKE
KKY21558	KFZ18654.1	SESB-LIKE	SESB-LIKE
KKY21558	KJK80534.1	SESB-LIKE	SESB-LIKE
KKY21558	KJK94916.1	SESB-LIKE	SESB-LIKE
KKY21558	KLO84641.1	SESB-LIKE	SESB-LIKE
KKY21558	KPA35809.1	SESB-LIKE	SESB-LIKE
KKY21558	KPA37124.1	SESB-LIKE	SESB-LIKE
KKY21558	KXX73079.1	SESB-LIKE	SESB-LIKE
KKY21558	KXX76361.1	SESB-LIKE	SESB-LIKE
KKY21558	KXX77967.1	SESB-LIKE	SESB-LIKE
KKY21558	KXX78801.1	SESB-LIKE	SESB-LIKE
KKY21558	KXX79794.1	SESB-LIKE	SESB-LIKE
KKY21558	OBS16485.1	SESB-LIKE	SESB-LIKE
KKY21558	OBT65046.1	SESB-LIKE	SESB-LIKE
KKY21558	OBT86412.1	SESB-LIKE	SESB-LIKE
KKY21558	OQE09059.1	SESB-LIKE	SESB-LIKE
KKY21558	PKS08786.1	SESB-LIKE	SESB-LIKE
KKY21558	PNP73430.1	SESB-LIKE	SESB-LIKE
KKY21558	PNP74375.1	SESB-LIKE	SESB-LIKE
KKY21558	RBA10322.1	SESB-LIKE	SESB-LIKE
KKY21558	RBR26548.1	SESB-LIKE	SESB-LIKE
KKY21558	RDW56930.1	SESB-LIKE	SESB-LIKE
KKY21558	RDW56997.1	SESB-LIKE	SESB-LIKE
KKY21558	RDW57291.1	SESB-LIKE	SESB-LIKE
KKY21558	RFU33775.1	SESB-LIKE	SESB-LIKE
KKY21558	SCV58795.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_001220020.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_003171161.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_014174205.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016237784.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016645330.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_023425615.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_009225996.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_009226572.1	SESB-LIKE	SESB-LIKE
KKY21558	KXX77483.1	SESB-LIKE	SESB-LIKE
KKY21558	KXX75895.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_009223770.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_009228038.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_009228476.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_009229698.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_009255959.1	SESB-LIKE	SESB-LIKE
KKY21558	PTD08202.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_009657353.1	SESB-LIKE	SESB-LIKE
KKY21558	CRK26254.1	SESB-LIKE	SESB-LIKE
KKY21558	CRK39178.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_003002769.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_011118344.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_011120090.1	SESB-LIKE	SESB-LIKE
KKY21558	EPS42428.1	SESB-LIKE	SESB-LIKE
KKY21558	EWC45501.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_011323289.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	ENH74370.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	XP_011392839.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_011392840.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_011411277.1	SESB-LIKE	SESB-LIKE
KKY21558	EXU95601.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_011411433.1	SESB-LIKE	SESB-LIKE
KKY21558	EXU98176.1	SESB-LIKE	SESB-LIKE
KKY21558	PQE18248.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007830139.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_014541373.1	SESB-LIKE	SESB-LIKE
KKY21558	EMR83515.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016761913.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013257361.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013261466.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013264747.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013264767.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013268748.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013273924.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013280897.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013288322.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_022509122.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013309733.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013321770.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013332236.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013938292.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013940867.1	SESB-LIKE	SESB-LIKE
KKY21558	RFU82165.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013945408.1	SESB-LIKE	SESB-LIKE
KKY21558	ETR98417.1	SESB-LIKE	SESB-LIKE
KKY21558	OTA07295.1	SESB-LIKE	SESB-LIKE
KKY21558	PTB75398.1	SESB-LIKE	SESB-LIKE
KKY21558	RFU78967.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_006961357.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024745588.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024757053.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013949036.1	SESB-LIKE	SESB-LIKE
KKY21558	PNP46571.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013952140.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	XP_013954117.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024762678.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013956358.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_014169034.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_014170725.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_014170749.1	SESB-LIKE	SESB-LIKE
KKY21558	OAA62009.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_014171890.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_014171944.1	SESB-LIKE	SESB-LIKE
KKY21558	POS72340.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013321464.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_014174082.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	XP_014539517.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_014545978.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016215489.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016243305.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	OQU93582.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	XP_016245023.1	SESB-LIKE	SESB-LIKE
KKY21558	OSS43279.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013312878.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016245022.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016245028.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018689183.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016245658.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016251532.1	SESB-LIKE	SESB-LIKE
KKY21558	OQV09141.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016590097.1	SESB-LIKE	SESB-LIKE
KKY21558	CZR64396.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	KFY10202.1	SESB-LIKE	SESB-LIKE
KKY21558	KFY86193.1	SESB-LIKE	SESB-LIKE
KKY21558	KFZ08506.1	SESB-LIKE	SESB-LIKE
KKY21558	OBT47058.1	SESB-LIKE	SESB-LIKE
KKY21558	KXX82382.1	SESB-LIKE	SESB-LIKE
KKY21558	RDW78214.1	SESB-LIKE	SESB-LIKE
KKY21558	RFU35420.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016595043.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016597530.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016599802.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	KGO42735.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	PVH70386.1	SESB-LIKE	SESB-LIKE
KKY21558	CZR69730.1	SESB-LIKE	SESB-LIKE
KKY21558	GAP82647.2	SESB-LIKE	SESB-LIKE
KKY21558	GAW21984.1	SESB-LIKE	SESB-LIKE
KKY21558	KEY75240.1	SESB-LIKE	SESB-LIKE
KKY21558	KFA56362.1	SESB-LIKE	SESB-LIKE
KKY21558	KFA82002.1	SESB-LIKE	SESB-LIKE
KKY21558	KGO70255.1	SESB-LIKE	SESB-LIKE
KKY21558	KZL67849.1	SESB-LIKE	SESB-LIKE
KKY21558	OTB13320.1	SESB-LIKE	SESB-LIKE
KKY21558	RDW64624.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_006691558.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_022467593.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016621131.1	SESB-LIKE	SESB-LIKE
KKY21558	KIW67282.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007751780.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_007801584.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_013254501.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016627639.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_022495519.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016635010.1	SESB-LIKE	SESB-LIKE
KKY21558	OAL27714.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016639956.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016640820.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016641255.1	SESB-LIKE	SESB-LIKE
KKY21558	PKS12515.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016642064.1	SESB-LIKE	SESB-LIKE SESB-LIKE
KKY21558	XP_016643364.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016643481.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016644694.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016645424.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016646029.1	SESB-LIKE	SESB-LIKE
KKY21558	KFZ23237.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016646134.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016646207.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016646573.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016646624.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018005242.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018061088.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018071757.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018073350.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018074068.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018132983.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018136732.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018139094.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018139344.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018140718.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018142496.1	SESB-LIKE	SESB-LIKE
KKY21558	PGH23622.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018150645.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018177782.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018255047.1	SESB-LIKE	SESB-LIKE
KKY21558	EGU77181.1	SESB-LIKE	SESB-LIKE
KKY21558	EGU89472.1	SESB-LIKE	SESB-LIKE
KKY21558	ENH71185.1	SESB-LIKE	SESB-LIKE
KKY21558	EXA48836.1	SESB-LIKE	SESB-LIKE
KKY21558	EXL39944.1	SESB-LIKE	SESB-LIKE
KKY21558	EXL66121.1	SESB-LIKE	SESB-LIKE
KKY21558	EXM13231.1	SESB-LIKE	SESB-LIKE
KKY21558	KIN02921.1	SESB-LIKE	SESB-LIKE
KKY21558	KKP05469.1	SESB-LIKE	SESB-LIKE
KKY21558	KXX78304.1	SESB-LIKE	SESB-LIKE
KKY21558	OCK95935.1	SESB-LIKE	SESB-LIKE
KKY21558	OPB45229.1	SESB-LIKE	SESB-LIKE
KKY21558	PCD20245.1	SESB-LIKE	SESB-LIKE
KKY21558	PCD32414.1	SESB-LIKE	SESB-LIKE
KKY21558	PNP48570.1	SESB-LIKE	SESB-LIKE
KKY21558	RFU80475.1	SESB-LIKE	SESB-LIKE
KKY21558	SCB65545.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_011328860.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_016641863.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018255048.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018255050.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024769933.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018380495.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018693669.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_018696121.1	SESB-LIKE	SESB-LIKE
KKY21558	KIW70685.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020116595.1	SESB-LIKE	SESB-LIKE
KKY21558	KIW68048.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020124015.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020126270.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020127526.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020127666.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020127983.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020128351.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020128386.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020128431.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020129932.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020130401.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_020131123.1	SESB-LIKE	SESB-LIKE
KKY21558	RDA85187.1	SESB-LIKE	SESB-LIKE
KKY21558	RCI15173.1	SESB-LIKE	SESB-LIKE
KKY21558	RDA94471.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_024734629.1	SESB-LIKE	SESB-LIKE
KKY21558	XP_022284535.1	SESB-LIKE	SESB-LIKE
KKY21558	RFN50510.1	SESB-LIKE	SESB-LIKE
