Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
PCD20296	10	PF17546.2 ; Defb50 ; Beta defe	5.3	41.0	0.0074	13.3	0.0	5	16-20	19-23  (50)
RFN46378	1	PF04607.17 ; RelA_SpoT ; Regio	99.7	1.5e-21	3.2e-25	160.0	0.0	109	127-264	1-111 (112)
RFN46378	2	PF06516.11 ; NUP ; Purine nucl	73.8	0.14	2.8999999999999997e-05	44.7	0.0	23	305-328	267-290 (329)
RFN46378	3	PF01048.20 ; PNP_UDP_1 ; Phosp	47.3	0.9	0.00018999999999999998	35.1	0.0	26	302-328	172-198 (215)
RFN46378	4	PF17858.1 ; Defensin_int ; Pla	17.6	7.8	0.0014	21.6	0.0	11	303-313	20-30  (44)
RFN46378	5	PF01877.17 ; RNA_binding ; RNA	3.7	58.0	0.012	21.4	0.0	26	166-191	2-27  (116)
RFN46378	6	PF17842.1 ; dsRBD2 ; Double-st	3.4	67.0	0.013000000000000001	22.7	0.0	44	236-279	94-137 (140)
RFN46378	7	PF01227.22 ; GTP_cyclohydroI ;	2.6	90.0	0.018000000000000002	22.3	0.0	42	84-126	97-138 (180)
RFN46378	8	PF00538.19 ; Linker_histone ;	2.4	94.0	0.019	17.6	0.0	32	64-96	4-36  (73)
RFN46378	9	PF09893.9 ; DUF2120 ; Uncharac	2.1	120.0	0.022000000000000002	21.0	0.0	12	302-313	21-32  (137)
RFN46378	10	PF01665.16 ; Rota_NSP3 ; Rotav	1.8	150.0	0.027000000000000003	22.8	0.0	89	100-192	34-124 (278)
KIL65314	1	PF08759.11 ; GT-D ; Glycosyltr	8.3	17.0	0.0041	27.0	0.0	15	325-339	1-15  (224)
KIL65314	2	PF10045.9 ; DUF2280 ; Uncharac	8.2	21.0	0.0041	25.5	0.0	71	332-404	3-77  (103)
KIL65314	3	PF15681.5 ; LAX ; Lymphocyte a	7.8	24.0	0.0045	29.9	0.0	38	55-95	9-46  (336)
KIL65314	4	PF14426.6 ; Imm2 ; Immunity pr	4.2	47.0	0.0098	20.8	0.0	22	353-374	25-46  (60)
KIL65314	5	PF05753.14 ; TRAP_beta ; Trans	3.1	55.0	0.013999999999999999	21.8	0.0	19	64-82	158-176 (182)
KIL65314	6	PF15894.5 ; SgrT ; Inhibitor o	3.1	69.0	0.013999999999999999	19.4	0.0	15	392-406	26-40  (49)
KIL65314	7	PF04391.12 ; DUF533 ; Protein	2.6	72.0	0.017	22.1	0.0	22	328-349	97-118 (193)
KIL65314	8	PF08748.11 ; Phage_TAC_4 ; Pha	2.5	77.0	0.019	19.7	0.0	44	337-384	52-96  (103)
KIL65314	9	PF17423.2 ; SwrA ; Swarming mo	2.2	120.0	0.022000000000000002	21.6	0.0	25	340-364	39-63  (116)
KIL65314	10	PF08649.10 ; DASH_Dad1 ; DASH	2.1	100.0	0.022000000000000002	17.8	0.0	33	333-370	2-34  (55)
OBT39090	1	PF17100.5 ; NACHT_N ; N-termin	99.0	4.4e-14	8.599999999999999e-18	129.8	0.0	136	224-363	78-227 (229)
OBT39090	2	PF17109.5 ; Goodbye ; fungal S	98.9	1.3e-13	2.5e-17	113.4	0.0	118	178-297	1-123 (123)
OBT39090	3	PF01637.18 ; ATPase_2 ; ATPase	96.9	9.6e-07	1.9e-10	75.1	0.0	37	439-475	9-45  (209)
OBT39090	4	PF05729.12 ; NACHT ; NACHT dom	96.7	1.6e-06	3.2000000000000003e-10	70.7	0.0	25	452-476	2-26  (170)
OBT39090	5	PF00931.22 ; NB-ARC ; NB-ARC d	96.5	4.8e-06	9.6e-10	71.9	0.0	36	439-474	5-42  (240)
OBT39090	6	PF05621.11 ; TniB ; Bacterial	96.4	6.5000000000000004e-06	1.3e-09	68.6	0.0	27	450-476	35-61  (191)
OBT39090	7	PF14516.6 ; AAA_35 ; AAA-like	96.3	7.400000000000001e-06	1.5e-09	75.4	0.0	26	451-476	31-56  (330)
OBT39090	8	PF07693.14 ; KAP_NTPase ; KAP	96.3	9.5e-06	1.9e-09	73.5	0.0	27	450-476	31-57  (307)
OBT39090	9	PF13191.6 ; AAA_16 ; AAA ATPas	96.0	2.4e-05	4.8e-09	64.5	0.0	26	451-476	25-50  (189)
OBT39090	10	PF10236.9 ; DAP3 ; Mitochondri	95.4	9.9e-05	1.8999999999999998e-08	68.1	0.0	28	450-477	24-51  (322)
RDW91721	1	PF06516.11 ; NUP ; Purine nucl	99.7	9.4e-23	1.8999999999999998e-26	229.9	0.0	269	657-957	2-322 (329)
RDW91721	2	PF01048.20 ; PNP_UDP_1 ; Phosp	99.2	7.3e-16	1.5e-19	160.3	0.0	204	658-952	1-214 (215)
RDW91721	3	PF06524.12 ; NOA36 ; NOA36 pro	98.6	2.7999999999999998e-12	5.8e-16	140.6	0.0	141	404-554	60-241 (313)
RDW91721	4	PF18868.1 ; zf-C2H2_3rep ; Zin	98.1	4.8e-10	1e-13	101.5	0.0	108	411-547	1-123 (124)
RDW91721	5	PF17017.5 ; zf-C2H2_aberr ; Ab	98.0	7.6e-10	1.6e-13	108.9	0.0	130	409-549	1-165 (173)
RDW91721	6	PF06524.12 ; NOA36 ; NOA36 pro	97.7	9.6e-09	2e-12	111.0	0.0	93	404-500	139-237 (313)
RDW91721	7	PF06524.12 ; NOA36 ; NOA36 pro	97.4	6e-08	1.1999999999999999e-11	104.3	0.0	136	400-550	31-171 (313)
RDW91721	8	PF18868.1 ; zf-C2H2_3rep ; Zin	97.2	1.9e-07	4.1e-11	83.0	0.0	88	407-497	31-123 (124)
RDW91721	9	PF15909.5 ; zf-C2H2_8 ; C2H2-t	96.6	2.8e-06	6e-10	70.8	0.0	46	450-497	44-90  (98)
RDW91721	10	PF07693.14 ; KAP_NTPase ; KAP	96.5	3.6000000000000003e-06	7.6e-10	87.5	0.0	37	1198-1234	170-206 (307)
KPA38507	1	PF17106.5 ; NACHT_sigma ; Sigm	96.7	1.7e-06	3.4e-10	49.4	0.0	36	88-123	3-39  (43)
KPA38507	2	PF08043.12 ; Xin ; Xin repeat	60.1	0.46	8.6e-05	20.0	0.0	10	159-168	4-13  (16)
KPA38507	3	PF16496.5 ; SWIRM-assoc_2 ; SW	15.6	8.5	0.0017	28.7	0.0	46	134-179	190-248 (405)
KPA38507	4	PF03042.14 ; Birna_VP5 ; Birna	8.8	21.0	0.0038	22.1	0.0	25	3-27	82-106 (135)
KPA38507	5	PF10875.8 ; DUF2670 ; Protein	8.1	23.0	0.0042	22.2	0.0	39	36-74	37-75  (139)
KPA38507	6	PF15824.5 ; SPATA9 ; Spermatog	5.9	35.0	0.0064	23.2	0.0	21	50-70	19-39  (256)
KPA38507	7	PF08895.11 ; DUF1840 ; Domain	5.1	38.0	0.0077	19.2	0.0	41	29-69	13-56  (99)
KPA38507	8	PF02961.14 ; BAF ; Barrier to	4.8	43.0	0.0084	18.7	0.0	17	33-49	39-55  (88)
KPA38507	9	PF18865.1 ; AbiJ_NTD5 ; AbiJ N	4.5	46.0	0.0091	18.6	0.0	43	133-175	40-88  (93)
KPA38507	10	PF14965.6 ; BRI3BP ; Negative	3.8	59.0	0.011000000000000001	20.9	0.0	34	35-68	145-181 (184)
KZV60721	1	PF17111.5 ; Helo_like_N ; Fung	94.8	0.00023999999999999998	5.3e-08	55.0	0.0	129	148-283	12-144 (209)
KZV60721	2	PF05659.11 ; RPW8 ; Arabidopsi	80.9	0.061	1.3000000000000001e-05	39.4	0.0	92	162-266	22-113 (140)
KZV60721	3	PF17107.5 ; SesA ; N-terminal	79.8	0.067	1.4999999999999999e-05	37.3	0.0	74	157-231	11-86  (133)
KZV60721	4	PF15967.5 ; Nucleoporin_FG2 ;	63.1	0.35	7e-05	43.5	0.0	20	250-269	355-374 (605)
KZV60721	5	PF15967.5 ; Nucleoporin_FG2 ;	46.7	1.0	0.0002	40.1	0.0	10	218-227	364-373 (605)
KZV60721	6	PF18709.1 ; DLP_helical ; Dyna	32.8	2.1	0.00045999999999999996	33.3	0.0	20	147-166	249-268 (333)
KZV60721	7	PF15967.5 ; Nucleoporin_FG2 ;	30.7	2.7	0.00053	37.0	0.0	11	209-219	387-397 (605)
KZV60721	8	PF04136.15 ; Sec34 ; Sec34-lik	26.7	3.4	0.0006900000000000001	29.2	0.0	29	166-194	4-32  (150)
KZV60721	9	PF17109.5 ; Goodbye ; fungal S	23.3	4.2	0.00088	26.8	0.0	34	148-181	80-113 (123)
KZV60721	10	PF17100.5 ; NACHT_N ; N-termin	22.9	4.2	0.0009	29.4	0.0	22	144-165	102-123 (229)
PKK59642	1	PF18396.1 ; TBK1_ULD ; TANK bi	33.9	2.2	0.00043	23.2	0.0	24	47-70	13-36  (88)
PKK59642	2	PF00240.23 ; ubiquitin ; Ubiqu	15.0	8.9	0.0018	18.7	0.0	24	47-70	9-32  (73)
PKK59642	3	PF11470.8 ; TUG-UBL1 ; TUG ubi	12.0	12.0	0.0024	17.4	0.0	24	47-70	5-28  (63)
PKK59642	4	PF11543.8 ; UN_NPL4 ; Nuclear	12.0	12.0	0.0024	18.6	0.0	22	49-70	14-35  (75)
PKK59642	5	PF18037.1 ; Ubiquitin_5 ; Ubiq	12.0	12.0	0.0025	19.7	0.0	37	33-70	15-51  (94)
PKK59642	6	PF14533.6 ; USP7_C2 ; Ubiquiti	11.9	13.0	0.0025	23.9	0.0	40	47-88	33-72  (204)
PKK59642	7	PF08817.10 ; YukD ; WXG100 pro	11.8	13.0	0.0025	19.5	0.0	24	47-70	11-34  (81)
PKK59642	8	PF10407.9 ; Cytokin_check_N ;	10.7	15.0	0.0029	19.7	0.0	25	48-72	3-27  (72)
PKK59642	9	PF13881.6 ; Rad60-SLD_2 ; Ubiq	10.0	16.0	0.0032	20.6	0.0	24	48-71	15-38  (112)
PKK59642	10	PF14560.6 ; Ubiquitin_2 ; Ubiq	8.1	21.0	0.0042	17.7	0.0	33	48-85	15-47  (85)
EWY92345	1	PF17111.5 ; Helo_like_N ; Fung	98.4	2.3999999999999998e-11	4.9e-15	99.4	0.0	138	38-182	1-138 (209)
EWY92345	2	PF17107.5 ; SesA ; N-terminal	97.5	2.8e-08	5.6999999999999995e-12	74.9	0.0	121	47-172	1-132 (133)
EWY92345	3	PF15967.5 ; Nucleoporin_FG2 ;	76.5	0.11	2.2e-05	46.2	0.0	19	156-174	349-367 (605)
EWY92345	4	PF04772.12 ; Flu_B_M2 ; Influe	22.6	5.2	0.0009199999999999999	25.2	0.0	34	37-70	1-34  (109)
EWY92345	5	PF09595.10 ; Metaviral_G ; Met	12.9	12.0	0.0022	25.7	0.0	20	40-59	3-22  (183)
EWY92345	6	PF15290.6 ; Syntaphilin ; Golg	12.5	13.0	0.0023	28.6	0.0	19	155-173	92-110 (316)
EWY92345	7	PF07328.11 ; VirD1 ; T-DNA bor	5.7	34.0	0.0068	21.5	0.0	58	77-136	71-128 (142)
EWY92345	8	PF15546.6 ; DUF4653 ; Domain o	5.1	42.0	0.0076	23.6	0.0	16	156-171	163-178 (229)
EWY92345	9	PF18456.1 ; CmlA_N ; Diiron no	5.1	41.0	0.0077	24.2	0.0	69	53-126	63-131 (232)
EWY92345	10	PF09177.11 ; Syntaxin-6_N ; Sy	4.7	44.0	0.0085	19.6	0.0	86	77-174	9-94  (97)
KPM41937	1	PF17106.5 ; NACHT_sigma ; Sigm	95.6	5.6000000000000006e-05	1.1000000000000001e-08	43.5	0.0	34	49-82	2-35  (43)
KPM41937	2	PF01637.18 ; ATPase_2 ; ATPase	93.4	0.0011	2.5e-07	45.0	0.0	18	174-191	20-37  (209)
KPM41937	3	PF05729.12 ; NACHT ; NACHT dom	93.1	0.0013	3.1e-07	42.8	0.0	16	176-191	2-17  (170)
KPM41937	4	PF14516.6 ; AAA_35 ; AAA-like	92.9	0.0016	3.7e-07	48.3	0.0	34	172-205	28-69  (330)
KPM41937	5	PF13671.6 ; AAA_33 ; AAA domai	92.0	0.0028	6.5e-07	40.7	0.0	16	176-191	1-16  (142)
KPM41937	6	PF07931.12 ; CPT ; Chloramphen	92.0	0.003	6.8e-07	41.7	0.0	17	175-191	2-18  (163)
KPM41937	7	PF05621.11 ; TniB ; Bacterial	91.9	0.0029	6.8e-07	42.1	0.0	18	174-191	35-52  (191)
KPM41937	8	PF18748.1 ; Ploopntkinase1 ; P	91.9	0.0031	7.1e-07	42.8	0.0	18	174-191	17-34  (196)
KPM41937	9	PF13191.6 ; AAA_16 ; AAA ATPas	91.8	0.0031	7.2e-07	41.8	0.0	18	174-191	24-41  (189)
KPM41937	10	PF18751.1 ; Ploopntkinase3 ; P	91.7	0.0035	7.8e-07	42.5	0.0	17	175-191	4-20  (187)
PSR82779	1	PF08043.12 ; Xin ; Xin repeat	61.8	0.42	7.7e-05	17.8	0.0	10	137-146	4-13  (16)
PSR82779	2	PF16496.5 ; SWIRM-assoc_2 ; SW	13.3	11.0	0.0021	25.8	0.0	20	136-155	227-246 (405)
PSR82779	3	PF05370.11 ; DUF749 ; Domain o	5.3	40.0	0.0073	17.5	0.0	14	3-16	3-16  (88)
PSR82779	4	PF11372.8 ; DUF3173 ; Domain o	4.3	52.0	0.0097	15.4	0.0	18	39-56	34-51  (58)
PSR82779	5	PF08156.13 ; NOP5NT ; NOP5NT (	3.8	57.0	0.011000000000000001	14.9	0.0	8	22-29	26-33  (66)
PSR82779	6	PF08112.11 ; ATP-synt_E_2 ; AT	3.3	72.0	0.013000000000000001	14.8	0.0	26	6-31	13-38  (56)
PSR82779	7	PF01246.20 ; Ribosomal_L24e ;	2.3	110.0	0.02	14.0	0.0	26	38-63	5-30  (66)
PSR82779	8	PF18253.1 ; HipN ; Hsp70-inter	2.3	110.0	0.021	12.6	0.0	6	148-153	30-35  (42)
PSR82779	9	PF07750.11 ; GcrA ; GcrA cell	2.2	110.0	0.021	16.6	0.0	15	132-146	120-134 (171)
PSR82779	10	PF00390.19 ; malic ; Malic enz	2.0	130.0	0.024	17.0	0.0	18	49-66	66-83  (181)
CVK90632	1	PF05393.11 ; Hum_adeno_E3A ; H	31.4	2.7	0.0005	21.5	0.0	25	8-32	3-27  (94)
CVK90632	2	PF16054.5 ; TMEM72 ; Transmemb	28.8	2.5	0.0006	21.4	0.0	21	13-33	148-169 (185)
CVK90632	3	PF03195.14 ; LOB ; Lateral org	26.9	2.7	0.0006799999999999999	18.1	0.0	11	4-14	67-77  (96)
CVK90632	4	PF17690.1 ; DUF5537 ; Family o	14.6	9.5	0.0018	20.4	0.0	12	2-13	112-123 (160)
CVK90632	5	PF15641.6 ; Tox-MPTase5 ; Meta	11.9	13.0	0.0025	18.9	0.0	20	8-27	33-52  (110)
CVK90632	6	PF10379.9 ; nec1 ; Virulence p	10.7	16.0	0.0029	19.8	0.0	13	22-34	152-164 (184)
CVK90632	7	PF10511.9 ; Cementoin ; Trappi	8.7	20.0	0.0038	12.7	0.0	12	7-18	2-13  (17)
CVK90632	8	PF07355.12 ; GRDB ; Glycine/sa	7.7	20.0	0.0046	19.3	0.0	14	1-14	83-96  (347)
CVK90632	9	PF17108.5 ; HET-S ; N-terminal	7.1	26.0	0.005	13.3	0.0	14	13-26	1-14  (23)
CVK90632	10	PF08056.11 ; Trp_leader2 ; Try	5.6	36.0	0.0069	14.3	0.0	9	27-35	3-11  (41)
PAV23021	1	PF00308.18 ; Bac_DnaA ; Bacter	96.0	1.7e-05	4e-09	49.8	0.0	36	95-130	12-47  (219)
PAV23021	2	PF07693.14 ; KAP_NTPase ; KAP	95.8	3.6e-05	8.199999999999999e-09	51.4	0.0	32	99-130	1-45  (307)
PAV23021	3	PF01637.18 ; ATPase_2 ; ATPase	95.7	3.8e-05	8.6e-09	47.7	0.0	32	98-130	3-34  (209)
PAV23021	4	PF13191.6 ; AAA_16 ; AAA ATPas	95.7	3.8e-05	8.6e-09	47.1	0.0	33	98-130	4-38  (189)
PAV23021	5	PF05621.11 ; TniB ; Bacterial	95.3	9.9e-05	2.2000000000000002e-08	45.2	0.0	33	98-130	15-49  (191)
PAV23021	6	PF00931.22 ; NB-ARC ; NB-ARC d	95.3	0.0001	2.2999999999999998e-08	46.3	0.0	30	101-130	2-32  (240)
PAV23021	7	PF06309.11 ; Torsin ; Torsin	95.2	0.00011999999999999999	2.7e-08	42.9	0.0	31	100-130	34-66  (126)
PAV23021	8	PF01057.17 ; Parvo_NS1 ; Parvo	94.8	0.00022	4.8e-08	48.3	0.0	30	101-130	102-132 (284)
PAV23021	9	PF14532.6 ; Sigma54_activ_2 ;	94.7	0.00027	6e-08	42.1	0.0	31	100-130	4-35  (135)
PAV23021	10	PF00519.17 ; PPV_E1_C ; Papill	94.4	0.00041	8.800000000000001e-08	50.2	0.0	28	103-130	249-276 (432)
XP_020125294	1	PF17100.5 ; NACHT_N ; N-termin	99.4	7.9e-18	1.5999999999999999e-21	156.8	0.0	144	276-425	78-228 (229)
XP_020125294	2	PF17109.5 ; Goodbye ; fungal S	98.8	2.6e-13	5.2e-17	113.0	0.0	121	219-349	1-123 (123)
XP_020125294	3	PF17111.5 ; Helo_like_N ; Fung	35.6	1.9	0.00039	33.1	0.0	23	406-428	112-134 (209)
XP_020125294	4	PF15967.5 ; Nucleoporin_FG2 ;	20.8	5.5	0.0011	37.1	0.0	9	247-255	253-261 (605)
XP_020125294	5	PF16496.5 ; SWIRM-assoc_2 ; SW	5.7	35.0	0.0067	29.2	0.0	19	506-524	228-246 (405)
XP_020125294	6	PF15967.5 ; Nucleoporin_FG2 ;	4.4	48.0	0.0092	29.8	0.0	22	327-348	248-269 (605)
XP_020125294	7	PF00739.19 ; X ; Trans-activat	4.0	57.0	0.01	23.1	0.0	29	508-536	108-136 (142)
XP_020125294	8	PF18169.1 ; SLATT_6 ; SMODS an	2.8	87.0	0.016	23.0	0.0	10	509-518	152-161 (174)
XP_020125294	9	PF15967.5 ; Nucleoporin_FG2 ;	1.8	140.0	0.027000000000000003	26.0	0.0	69	407-480	258-329 (605)
XP_020125294	10	PF15469.6 ; Sec5 ; Exocyst com	1.7	140.0	0.028999999999999998	20.6	0.0	126	278-416	8-152 (194)
CVK89761	1	PF17111.5 ; Helo_like_N ; Fung	98.2	2.3e-10	4.4e-14	85.6	0.0	134	1-143	1-136 (209)
CVK89761	2	PF17107.5 ; SesA ; N-terminal	97.5	3.3e-08	6.3e-12	68.3	0.0	120	10-135	1-132 (133)
CVK89761	3	PF18532.1 ; DUF5621 ; Domain o	33.5	2.4	0.00044	26.7	0.0	15	232-246	66-80  (140)
CVK89761	4	PF09595.10 ; Metaviral_G ; Met	22.6	5.2	0.0009199999999999999	25.4	0.0	19	3-21	3-21  (183)
CVK89761	5	PF14932.6 ; HAUS-augmin3 ; HAU	17.8	7.3	0.0014	26.6	0.0	17	241-263	1-17  (248)
CVK89761	6	PF07328.11 ; VirD1 ; T-DNA bor	5.8	35.0	0.0065	19.8	0.0	55	37-95	70-124 (142)
CVK89761	7	PF06702.12 ; Fam20C ; Golgi ca	5.8	35.0	0.0066	22.0	0.0	20	117-136	186-205 (219)
CVK89761	8	PF08102.11 ; Antimicrobial_7 ;	4.8	46.0	0.0082	15.5	0.0	19	106-124	4-22  (43)
CVK89761	9	PF00558.19 ; Vpu ; Vpu protein	4.4	51.0	0.0093	17.7	0.0	17	1-17	1-17  (81)
CVK89761	10	PF07445.12 ; PriC ; Primosomal	4.0	57.0	0.011000000000000001	19.9	0.0	19	119-137	140-158 (168)
KIJ93417	1	PF13191.6 ; AAA_16 ; AAA ATPas	96.7	1.5e-06	3.4e-10	55.4	0.0	38	102-139	5-43  (189)
KIJ93417	2	PF01637.18 ; ATPase_2 ; ATPase	96.7	1.5e-06	3.4e-10	56.1	0.0	36	102-139	4-39  (209)
KIJ93417	3	PF00931.22 ; NB-ARC ; NB-ARC d	96.7	1.6e-06	3.8e-10	56.7	0.0	36	104-139	2-37  (240)
KIJ93417	4	PF00308.18 ; Bac_DnaA ; Bacter	96.7	1.8000000000000001e-06	4.0999999999999993e-10	56.1	0.0	42	97-139	11-52  (219)
KIJ93417	5	PF05621.11 ; TniB ; Bacterial	96.7	1.9e-06	4.2999999999999996e-10	55.1	0.0	38	102-139	16-54  (191)
KIJ93417	6	PF14532.6 ; Sigma54_activ_2 ;	96.6	2.7000000000000004e-06	6e-10	53.2	0.0	37	103-139	4-40  (135)
KIJ93417	7	PF07693.14 ; KAP_NTPase ; KAP	96.6	2.7000000000000004e-06	6.1e-10	58.8	0.0	38	102-139	1-50  (307)
KIJ93417	8	PF01057.17 ; Parvo_NS1 ; Parvo	96.4	6e-06	1.3e-09	58.3	0.0	36	104-139	102-137 (284)
KIJ93417	9	PF06309.11 ; Torsin ; Torsin	96.1	1.2e-05	2.8000000000000003e-09	48.8	0.0	38	102-139	33-71  (126)
KIJ93417	10	PF00158.26 ; Sigma54_activat ;	96.0	1.7e-05	3.9e-09	49.1	0.0	20	120-139	22-41  (169)
SCO47763	1	PF06516.11 ; NUP ; Purine nucl	98.6	6.0999999999999995e-12	1.2e-15	91.6	0.0	86	6-91	201-321 (329)
SCO47763	2	PF01048.20 ; PNP_UDP_1 ; Phosp	97.9	1.5e-09	3.1e-13	72.2	0.0	80	8-87	126-214 (215)
SCO47763	3	PF07808.13 ; RED_N ; RED-like	5.6	35.0	0.0068	20.4	0.0	28	37-64	171-198 (234)
SCO47763	4	PF08515.12 ; TGF_beta_GS ; Tra	4.6	45.0	0.0087	12.4	0.0	12	49-60	16-27  (28)
SCO47763	5	PF12112.8 ; DUF3579 ; Protein	3.0	80.0	0.015	15.7	0.0	28	53-80	4-31  (92)
SCO47763	6	PF09772.9 ; Tmem26 ; Transmemb	2.9	82.0	0.016	19.1	0.0	24	37-60	225-253 (281)
SCO47763	7	PF12054.8 ; DUF3535 ; Domain o	2.4	98.0	0.019	19.7	0.0	33	54-86	345-377 (480)
SCO47763	8	PF12261.8 ; T_hemolysin ; Ther	2.3	100.0	0.02	16.8	0.0	27	97-123	143-169 (173)
SCO47763	9	PF07759.12 ; DUF1615 ; Protein	2.3	110.0	0.021	18.9	0.0	11	112-122	124-134 (315)
SCO47763	10	PF17858.1 ; Defensin_int ; Pla	2.2	120.0	0.022000000000000002	12.5	0.0	14	48-61	18-31  (44)
KKY27311	1	PF17109.5 ; Goodbye ; fungal S	99.5	5.4e-19	9.999999999999999e-23	135.3	0.0	119	69-192	1-123 (123)
KKY27311	2	PF17100.5 ; NACHT_N ; N-termin	99.3	1.1000000000000001e-16	2.1000000000000002e-20	135.4	0.0	136	119-259	78-226 (229)
KKY27311	3	PF17111.5 ; Helo_like_N ; Fung	54.5	0.64	0.00011999999999999999	33.2	0.0	13	308-320	164-176 (209)
KKY27311	4	PF15967.5 ; Nucleoporin_FG2 ;	38.8	1.7	0.00032	37.4	0.0	64	158-223	345-408 (605)
KKY27311	5	PF12491.8 ; ApoB100_C ; Apolip	7.4	27.0	0.0048	18.8	0.0	34	192-225	17-50  (57)
KKY27311	6	PF05659.11 ; RPW8 ; Arabidopsi	5.7	36.0	0.0067	21.7	0.0	30	164-193	26-55  (140)
KKY27311	7	PF18532.1 ; DUF5621 ; Domain o	5.6	38.0	0.0069	22.0	0.0	26	332-357	58-83  (140)
KKY27311	8	PF18375.1 ; CDH1_2_SANT_HL1 ;	5.3	39.0	0.0074	19.6	0.0	22	203-224	39-60  (91)
KKY27311	9	PF05928.11 ; Zea_mays_MuDR ; Z	4.5	50.0	0.0089	21.8	0.0	27	13-42	93-119 (207)
KKY27311	10	PF15967.5 ; Nucleoporin_FG2 ;	4.5	49.0	0.009000000000000001	27.2	0.0	6	233-238	347-352 (605)
KZS89476	1	PF11043.8 ; DUF2856 ; Protein	48.7	0.96	0.00018	24.9	0.0	22	114-136	12-33  (97)
KZS89476	2	PF17100.5 ; NACHT_N ; N-termin	15.7	8.3	0.0017	22.4	0.0	48	18-65	172-219 (229)
KZS89476	3	PF03715.13 ; Noc2 ; Noc2p fami	11.7	13.0	0.0025	23.3	0.0	36	6-41	234-269 (299)
KZS89476	4	PF14039.6 ; YusW ; YusW-like p	4.5	47.0	0.009000000000000001	16.3	0.0	27	61-87	45-71  (92)
KZS89476	5	PF08760.11 ; DUF1793 ; Domain	3.8	59.0	0.011000000000000001	19.0	0.0	21	119-139	146-166 (200)
KZS89476	6	PF07765.12 ; KIP1 ; KIP1-like	3.3	71.0	0.013000000000000001	15.0	0.0	29	8-36	6-34  (74)
KZS89476	7	PF03037.16 ; KMP11 ; Kinetopla	3.2	77.0	0.013999999999999999	15.5	0.0	25	14-38	40-64  (90)
KZS89476	8	PF04065.15 ; Not3 ; Not1 N-ter	3.1	75.0	0.013999999999999999	18.7	0.0	51	23-73	41-91  (232)
KZS89476	9	PF03882.14 ; KicB ; MukF winge	2.7	93.0	0.017	16.3	0.0	48	49-96	41-88  (115)
KZS89476	10	PF14204.6 ; Ribosomal_L18_c ;	2.4	100.0	0.02	14.9	0.0	27	45-71	31-57  (91)
EGU74195	1	PF10737.9 ; GerPC ; Spore germ	20.1	5.4	0.0011	26.3	0.0	14	62-75	31-44  (174)
EGU74195	2	PF17431.2 ; YpmT ; Uncharacter	13.7	11.0	0.002	21.4	0.0	13	76-88	29-41  (62)
EGU74195	3	PF09058.10 ; L27_1 ; L27_1	7.4	23.0	0.0047	18.8	0.0	42	19-61	11-52  (58)
EGU74195	4	PF16934.5 ; Mersacidin ; Two-c	6.5	28.0	0.0056	19.4	0.0	28	10-37	11-38  (71)
EGU74195	5	PF16065.5 ; DUF4807 ; Domain o	6.1	30.0	0.0062	20.9	0.0	45	46-90	27-80  (126)
EGU74195	6	PF01407.17 ; Gemini_AL3 ; Gemi	5.9	32.0	0.0064	20.9	0.0	19	74-92	53-71  (116)
EGU74195	7	PF02216.16 ; B ; B domain	5.8	34.0	0.0065	18.3	0.0	23	14-36	18-40  (53)
EGU74195	8	PF15330.6 ; SIT ; SHP2-interac	5.3	35.0	0.0073	20.0	0.0	16	76-91	41-56  (106)
EGU74195	9	PF09916.9 ; DUF2145 ; Uncharac	5.3	36.0	0.0074	22.3	0.0	41	30-70	119-161 (202)
EGU74195	10	PF06855.12 ; YozE_SAM_like ; Y	4.7	38.0	0.0085	17.0	0.0	29	18-46	37-65  (67)
PYI26437	1	PF05729.12 ; NACHT ; NACHT dom	94.7	0.00027	6.3e-08	45.3	0.0	16	168-183	2-17  (170)
PYI26437	2	PF00931.22 ; NB-ARC ; NB-ARC d	94.4	0.00037999999999999997	9e-08	46.9	0.0	30	154-183	6-35  (240)
PYI26437	3	PF07931.12 ; CPT ; Chloramphen	94.0	0.00058	1.3e-07	44.4	0.0	17	167-183	2-18  (163)
PYI26437	4	PF13671.6 ; AAA_33 ; AAA domai	94.0	0.00061	1.4e-07	43.1	0.0	16	168-183	1-16  (142)
PYI26437	5	PF01637.18 ; ATPase_2 ; ATPase	94.0	0.00061	1.4e-07	45.0	0.0	19	165-183	19-37  (209)
PYI26437	6	PF14532.6 ; Sigma54_activ_2 ;	94.0	0.00064	1.4e-07	43.7	0.0	20	164-183	19-38  (135)
PYI26437	7	PF18751.1 ; Ploopntkinase3 ; P	94.0	0.00063	1.5e-07	45.4	0.0	18	166-183	3-20  (187)
PYI26437	8	PF01057.17 ; Parvo_NS1 ; Parvo	93.8	0.00075	1.7e-07	49.4	0.0	29	155-183	107-135 (284)
PYI26437	9	PF14516.6 ; AAA_35 ; AAA-like	93.8	0.00075	1.7e-07	48.9	0.0	39	145-183	9-47  (330)
PYI26437	10	PF13401.6 ; AAA_22 ; AAA domai	93.8	0.0007700000000000001	1.8e-07	41.3	0.0	18	166-183	5-22  (131)
CVK90509	1	PF18521.1 ; TAD2 ; Transactiva	6.6	31.0	0.0056	17.1	0.0	8	145-152	17-24  (25)
