Cluster no	Representative no	Nterm
PMD39587.1	GAQ08767.1	GOODBYE-LIKE
PMD39587.1	GAQ10216.1	HELO-LIKE
PMD39587.1	GAQ11445.1	GOODBYE-LIKE
PMD39587.1	XP_001265323.1	GOODBYE-LIKE
PMD39587.1	XP_024678227.1	GOODBYE-LIKE
PMD39587.1	XP_025548440.1	GOODBYE-LIKE
PMD39587.1	GAQ37323.1	GOODBYE-LIKE
PMD39587.1	CAK38547.1	GOODBYE-LIKE
PMD39587.1	OJI81520.1	GOODBYE-LIKE
PMD39587.1	OJJ40118.1	GOODBYE-LIKE
PMD39587.1	OJZ87121.1	GOODBYE-LIKE
PMD39587.1	OOF90667.1	GOODBYE-LIKE
PMD39587.1	OQE19034.1	GOODBYE-LIKE
PMD39587.1	PYI24076.1	GOODBYE-LIKE
PMD39587.1	PYI34344.1	GOODBYE-LIKE
PMD39587.1	RAK79543.1	GOODBYE-LIKE
PMD39587.1	RDH21075.1	GOODBYE-LIKE
PMD39587.1	XP_024698546.1	GOODBYE-LIKE
PMD39587.1	XP_025444814.1	GOODBYE-LIKE
PMD39587.1	XP_025451150.1	GOODBYE-LIKE
PMD39587.1	XP_025469356.1	GOODBYE-LIKE
PMD39587.1	XP_025482004.1	GOODBYE-LIKE
PMD39587.1	XP_025499473.1	GOODBYE-LIKE
PMD39587.1	XP_025519785.1	GOODBYE-LIKE
PMD39587.1	XP_025531747.1	GOODBYE-LIKE
PMD39587.1	XP_025534014.1	GOODBYE-LIKE
PMD39587.1	XP_025567745.1	GOODBYE-LIKE
PMD39587.1	GAA82584.1	GOODBYE-LIKE
PMD39587.1	XP_025383160.1	GOODBYE-LIKE
PMD39587.1	RDH34225.1	GOODBYE-LIKE
PMD39587.1	GAT22517.1	GOODBYE-LIKE
PMD39587.1	GAA83735.1	GOODBYE-LIKE
PMD39587.1	GAQ42380.1	GOODBYE-LIKE
PMD39587.1	OWW37849.1	unk
PMD39587.1	RDH21211.1	GOODBYE-LIKE
PMD39587.1	XP_001394552.2	GOODBYE-LIKE
PMD39587.1	XP_025392187.1	GOODBYE-LIKE
PMD39587.1	XP_025513161.1	GOODBYE-LIKE
PMD39587.1	XP_025541084.1	GOODBYE-LIKE
PMD39587.1	XP_025561306.1	unk
PMD39587.1	GAT28154.1	GOODBYE-LIKE
PMD39587.1	OJI83267.1	GOODBYE-LIKE
PMD39587.1	OJZ91278.1	GOODBYE-LIKE
PMD39587.1	GAT46315.1	GOODBYE-LIKE
PMD39587.1	GAT51936.1	unk
PMD39587.1	GAW12797.1	HELO-LIKE
PMD39587.1	GAW13640.1	HELO-LIKE
PMD39587.1	GAP92663.1	HELO-LIKE
PMD39587.1	GAW14444.1	GOODBYE-LIKE
PMD39587.1	GAW15072.1	GOODBYE-LIKE
PMD39587.1	GAW15093.1	HELO-LIKE
PMD39587.1	GAW16186.1	HELO-LIKE
PMD39587.1	GAW16260.1	HELO-LIKE
PMD39587.1	GAW26465.1	HELO-LIKE
PMD39587.1	GAW16521.1	HELO-LIKE
PMD39587.1	OWY47836.1	HELO-LIKE
PMD39587.1	XP_007675669.1	HELO-LIKE
PMD39587.1	GAW17421.1	GOODBYE-LIKE
PMD39587.1	GAW17761.1	GOODBYE-LIKE
PMD39587.1	GAW18457.1	GOODBYE-LIKE
PMD39587.1	GAW18662.1	HELO-LIKE
PMD39587.1	GAW18683.1	HELO-LIKE
PMD39587.1	GAW19057.1	GOODBYE-LIKE
PMD39587.1	GAW21351.1	GOODBYE-LIKE
PMD39587.1	GAW21460.1	HELO-LIKE
PMD39587.1	GAW21808.1	GOODBYE-LIKE
PMD39587.1	GAW21818.1	unk
PMD39587.1	GAW21862.1	GOODBYE-LIKE
PMD39587.1	GAW24864.1	HELO-LIKE
PMD39587.1	GAW24923.1	GOODBYE-LIKE
PMD39587.1	GAW25005.1	HELO-LIKE
PMD39587.1	GAP83694.2	HELO-LIKE
PMD39587.1	GAW25704.1	unk
PMD39587.1	GAW26416.1	GOODBYE-LIKE
PMD39587.1	GAW26453.1	GOODBYE-LIKE
PMD39587.1	GAW23347.1	GOODBYE-LIKE
PMD39587.1	GAW27290.1	HELO-LIKE
PMD39587.1	KDN33659.1	unk
PMD39587.1	KDN33726.1	unk
PMD39587.1	KDN34403.1	unk
PMD39587.1	KDN34542.1	unk
PMD39587.1	KDN34787.1	unk
PMD39587.1	CUA78371.1	unk
PMD39587.1	ELU44112.1	unk
PMD39587.1	KDN34839.1	unk
PMD39587.1	KDN36307.1	unk
PMD39587.1	KDN38651.1	unk
PMD39587.1	KDN38658.1	unk
PMD39587.1	KDN39373.1	unk
PMD39587.1	CUA72620.1	unk
PMD39587.1	EUC56570.1	unk
PMD39587.1	KDN39370.1	unk
PMD39587.1	KEP46041.1	unk
PMD39587.1	KDN39658.1	unk
PMD39587.1	CUA73024.1	unk
PMD39587.1	KDN40482.1	unk
PMD39587.1	KDN40712.1	unk
PMD39587.1	KDN40729.1	unk
PMD39587.1	KDN41571.1	unk
PMD39587.1	KDN41994.1	unk
PMD39587.1	KDN43051.1	unk
PMD39587.1	KDN44454.1	unk
PMD39587.1	KDN47295.1	unk
PMD39587.1	KDN48800.1	unk
PMD39587.1	CUA73343.1	unk
PMD39587.1	EUC57185.1	unk
PMD39587.1	KDN62903.1	GOODBYE-LIKE
PMD39587.1	KZL75948.1	GOODBYE-LIKE
PMD39587.1	OHX00973.1	GOODBYE-LIKE
PMD39587.1	XP_008099397.1	GOODBYE-LIKE
PMD39587.1	XP_018161678.1	GOODBYE-LIKE
PMD39587.1	KDN70108.1	GOODBYE-LIKE
PMD39587.1	KDN70375.1	GOODBYE-LIKE
PMD39587.1	KDN71193.1	HELO-LIKE
PMD39587.1	KDQ08608.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ08609.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ11780.1	C2
PMD39587.1	KDQ07895.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ08412.1	C2
PMD39587.1	KDQ08414.1	C2
PMD39587.1	KDQ09111.1	C2
PMD39587.1	KDQ07232.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ10764.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ10776.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ10779.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ13532.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ16476.1	C2
PMD39587.1	KDQ11389.1	GOODBYE-LIKE
PMD39587.1	KDQ13220.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ13224.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ13880.1	C2
PMD39587.1	KDQ16459.1	C2
PMD39587.1	KDQ19572.1	C2
PMD39587.1	KIJ49068.1	unk
PMD39587.1	KIJ49834.1	unk
PMD39587.1	KIJ52189.1	C2
PMD39587.1	KIJ52844.1	unk
PMD39587.1	KIJ33960.1	unk
PMD39587.1	KZS88516.1	C2
PMD39587.1	KZT31837.1	C2
PMD39587.1	KZT34382.1	unk
PMD39587.1	KZS88480.1	unk
PMD39587.1	KZT38410.1	unk
PMD39587.1	KZT40432.1	C2
PMD39587.1	KDQ09525.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ11677.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ13025.1	unk
PMD39587.1	KDQ13032.1	C2
PMD39587.1	KDQ13036.1	C2
PMD39587.1	KDQ15499.1	unk
PMD39587.1	KDQ16583.1	unk
PMD39587.1	KDQ18935.1	C2 GOODBYE-LIKE
PMD39587.1	KDQ21170.1	C2
PMD39587.1	KDQ23737.1	C2 GOODBYE-LIKE
PMD39587.1	KII86762.1	C2
PMD39587.1	KDQ54636.1	unk
PMD39587.1	KDQ54660.1	unk
PMD39587.1	KDQ54630.1	unk
PMD39587.1	KDQ54654.1	unk
PMD39587.1	KDQ58361.1	unk
PMD39587.1	KDQ61251.1	C2
PMD39587.1	KDR65874.1	unk
PMD39587.1	KDR66484.1	unk
PMD39587.1	KIM38762.1	unk
PMD39587.1	KIM83660.1	unk
PMD39587.1	XP_001886225.1	unk
PMD39587.1	KDR74226.1	unk
PMD39587.1	KDR71040.1	unk
PMD39587.1	KDR74367.1	C2
PMD39587.1	KDR77674.1	unk
PMD39587.1	KDR81250.1	unk
PMD39587.1	KDR79298.1	unk
PMD39587.1	KEP45157.1	unk
PMD39587.1	KEP45705.1	unk
PMD39587.1	KEP45884.1	unk
PMD39587.1	EUC63122.1	unk
PMD39587.1	KEP46633.1	unk
PMD39587.1	EUC56593.1	unk
PMD39587.1	KEP46784.1	unk
PMD39587.1	CUA76158.1	unk
PMD39587.1	CUA68565.1	unk
PMD39587.1	EUC54376.1	unk
PMD39587.1	EUC54514.1	unk
PMD39587.1	EUC54562.1	unk
PMD39587.1	EUC55044.1	unk
PMD39587.1	EUC58432.1	unk
PMD39587.1	KEP47368.1	unk
PMD39587.1	KEP51275.1	unk
PMD39587.1	EUC57182.1	unk
PMD39587.1	KEP47295.1	unk
PMD39587.1	KDN44163.1	unk
PMD39587.1	KEP48022.1	unk
PMD39587.1	KEP47065.1	unk
PMD39587.1	CUA71478.1	unk
PMD39587.1	CUA73440.1	unk
PMD39587.1	CUA69797.1	unk
PMD39587.1	EUC55010.1	unk
PMD39587.1	KEP47133.1	unk
PMD39587.1	CUA70801.1	unk
PMD39587.1	KEP47248.1	unk
PMD39587.1	KEP47594.1	unk
PMD39587.1	EUC60401.1	unk
PMD39587.1	KEP47832.1	unk
PMD39587.1	EUC53589.1	unk
PMD39587.1	KEP48223.1	unk
PMD39587.1	EUC55101.1	unk
PMD39587.1	KEP48259.1	unk
PMD39587.1	KEP48657.1	unk
PMD39587.1	EUC57205.1	unk
PMD39587.1	KDN34024.1	unk
PMD39587.1	KEP49087.1	unk
PMD39587.1	CUA67635.1	unk
PMD39587.1	EUC54565.1	unk
PMD39587.1	KDN41021.1	unk
PMD39587.1	KEP49126.1	unk
PMD39587.1	EUC56009.1	unk
PMD39587.1	KEP50626.1	unk
PMD39587.1	CUA75362.1	unk
PMD39587.1	EUC56472.1	unk
PMD39587.1	KEP50712.1	unk
PMD39587.1	KEP51009.1	unk
PMD39587.1	KEP51902.1	unk
PMD39587.1	EUC60998.1	unk
PMD39587.1	KEP53346.1	unk
PMD39587.1	KEP54526.1	unk
PMD39587.1	KEQ66234.1	GOODBYE-LIKE
PMD39587.1	KEQ79485.1	GOODBYE-LIKE
PMD39587.1	KEQ89251.1	GOODBYE-LIKE
PMD39587.1	KEY69342.1	HELO-LIKE
PMD39587.1	CVL05872.1	HELO-LIKE
PMD39587.1	CZR45804.1	HELO-LIKE
PMD39587.1	KFA46802.1	HELO-LIKE
PMD39587.1	KFA60775.1	HELO-LIKE
PMD39587.1	KFA71939.1	HELO-LIKE
PMD39587.1	KLO81697.1	HELO-LIKE
PMD39587.1	KLP05558.1	HELO-LIKE
PMD39587.1	SCV50108.1	HELO-LIKE
PMD39587.1	XP_023437345.1	HELO-LIKE
PMD39587.1	KEY71906.1	GOODBYE-LIKE
PMD39587.1	KFA71872.1	GOODBYE-LIKE
PMD39587.1	KEY73591.1	GOODBYE-LIKE
PMD39587.1	KFA54584.1	GOODBYE-LIKE
PMD39587.1	KFA67061.1	GOODBYE-LIKE
PMD39587.1	KFA81095.1	GOODBYE-LIKE
PMD39587.1	KEY74994.1	HELO-LIKE
PMD39587.1	KFA51875.1	HELO-LIKE
PMD39587.1	KFA79327.1	HELO-LIKE
PMD39587.1	KFA50001.1	HELO-LIKE
PMD39587.1	KFA54495.1	HELO-LIKE
PMD39587.1	KFA55295.1	HELO
PMD39587.1	KEY64164.1	HELO
PMD39587.1	KFA69254.1	HELO
PMD39587.1	KFA77438.1	HELO
PMD39587.1	KFA55361.1	HELO-LIKE
PMD39587.1	KEY73796.1	HELO-LIKE
PMD39587.1	KFA61094.1	unk
PMD39587.1	KEY73551.1	HELO-LIKE
PMD39587.1	KFA48242.1	HELO-LIKE
PMD39587.1	KFA80692.1	HELO-LIKE
PMD39587.1	KFA65788.1	unk
PMD39587.1	KEY73474.1	unk
PMD39587.1	KFA67155.1	HELO
PMD39587.1	KFA72561.1	unk
PMD39587.1	KEY70166.1	unk
PMD39587.1	KFA46800.1	unk
PMD39587.1	KFA74228.1	GOODBYE-LIKE
PMD39587.1	KEY72958.1	GOODBYE-LIKE
PMD39587.1	KFA74504.1	HELO-LIKE
PMD39587.1	KEY67099.1	HELO-LIKE
PMD39587.1	KFA66368.1	HELO-LIKE
PMD39587.1	KFA80366.1	HELO-LIKE
PMD39587.1	KFA51924.1	HELO-LIKE
PMD39587.1	KFA80388.1	HELO-LIKE
PMD39587.1	KFA45493.1	HELO-LIKE
PMD39587.1	OPB38914.1	HELO-LIKE
PMD39587.1	KKP01537.1	HELO-LIKE
PMD39587.1	PKK54157.1	HELO-LIKE
PMD39587.1	PNP58274.1	HELO-LIKE
PMD39587.1	XP_024779803.1	HELO-LIKE
PMD39587.1	KFA81663.1	GOODBYE-LIKE GOODBYE-LIKE
PMD39587.1	KFA69571.1	GOODBYE-LIKE GOODBYE-LIKE
PMD39587.1	KPM44895.1	GOODBYE-LIKE
PMD39587.1	KFG79237.1	unk
PMD39587.1	KID88416.1	unk
PMD39587.1	KIE03885.1	unk
PMD39587.1	KJK81693.1	unk
PMD39587.1	XP_007818121.1	unk
PMD39587.1	XP_014546958.1	unk
PMD39587.1	XP_018150309.1	unk
PMD39587.1	KFH40376.1	unk
PMD39587.1	KXJ86264.1	GOODBYE-LIKE
PMD39587.1	XP_016642315.1	unk
PMD39587.1	PKS12614.1	unk
PMD39587.1	KFH40933.1	GOODBYE-LIKE
PMD39587.1	GAW26224.1	GOODBYE-LIKE
PMD39587.1	XP_016638892.1	GOODBYE-LIKE
PMD39587.1	KFH46988.1	HELO
PMD39587.1	KFH47079.1	HELO-LIKE
PMD39587.1	KFH48460.1	unk
PMD39587.1	ELA26067.1	GOODBYE-LIKE
PMD39587.1	ELA28513.1	GOODBYE-LIKE
PMD39587.1	CVK90882.1	GOODBYE-LIKE
PMD39587.1	CVK91963.1	GOODBYE-LIKE
PMD39587.1	CZR43674.1	GOODBYE-LIKE
PMD39587.1	EGU73775.1	unk
PMD39587.1	EMT63020.1	unk
PMD39587.1	ENH67760.1	unk
PMD39587.1	EQB45411.1	GOODBYE-LIKE
PMD39587.1	EWY89954.1	unk
PMD39587.1	EWZ36547.1	unk
PMD39587.1	EWZ90790.1	unk
PMD39587.1	EXA44116.1	unk
PMD39587.1	EXF77365.1	GOODBYE-LIKE
PMD39587.1	EXK81371.1	unk
PMD39587.1	EXL56011.1	unk
PMD39587.1	EXL69954.1	unk
PMD39587.1	EXL98765.1	unk
PMD39587.1	EXM24841.1	unk
PMD39587.1	KIL85166.1	GOODBYE-LIKE
PMD39587.1	KLO89182.1	GOODBYE-LIKE
PMD39587.1	KLP02536.1	GOODBYE-LIKE
PMD39587.1	KLP05343.1	GOODBYE-LIKE
PMD39587.1	OBS23261.1	GOODBYE-LIKE
PMD39587.1	PCD34768.1	unk
PMD39587.1	PNP80381.1	GOODBYE-LIKE
PMD39587.1	RBA21213.1	GOODBYE-LIKE
PMD39587.1	RBQ76444.1	GOODBYE-LIKE
PMD39587.1	RBR05593.1	GOODBYE-LIKE
PMD39587.1	RBR20123.1	GOODBYE-LIKE
PMD39587.1	SCN87235.1	GOODBYE-LIKE
PMD39587.1	SCO31163.1	GOODBYE-LIKE
PMD39587.1	SCO46628.1	GOODBYE-LIKE
PMD39587.1	SCO78259.1	unk
PMD39587.1	SCV28617.1	GOODBYE-LIKE
PMD39587.1	SCV41996.1	GOODBYE-LIKE
PMD39587.1	XP_003043679.1	GOODBYE-LIKE
PMD39587.1	XP_018239687.1	unk
PMD39587.1	XP_018747334.1	GOODBYE-LIKE
PMD39587.1	XP_023430185.1	GOODBYE-LIKE
PMD39587.1	XP_025583987.1	GOODBYE-LIKE
PMD39587.1	EXK24002.1	GOODBYE-LIKE
PMD39587.1	KPM34453.1	unk
PMD39587.1	PNP46550.1	GOODBYE-LIKE
PMD39587.1	EKG11466.1	GOODBYE-LIKE
PMD39587.1	ETR97139.1	GOODBYE-LIKE
PMD39587.1	KIW69810.1	unk
PMD39587.1	KKO99920.1	GOODBYE-LIKE
PMD39587.1	KZL68857.1	GOODBYE-LIKE
PMD39587.1	OPB45883.1	GOODBYE-LIKE
PMD39587.1	OTA00214.1	GOODBYE-LIKE
PMD39587.1	PKS02732.1	unk
PMD39587.1	PNP56855.1	GOODBYE-LIKE
PMD39587.1	PPJ58132.1	unk
PMD39587.1	PTB72172.1	GOODBYE-LIKE
PMD39587.1	RBR06164.1	GOODBYE-LIKE
PMD39587.1	RFN53953.1	GOODBYE-LIKE
PMD39587.1	RFU74716.1	unk
PMD39587.1	XP_003047067.1	unk
PMD39587.1	XP_006969623.1	GOODBYE-LIKE
PMD39587.1	XP_007754175.1	unk
PMD39587.1	XP_008723980.1	unk
PMD39587.1	XP_013949014.1	unk
PMD39587.1	XP_013950494.1	GOODBYE-LIKE
PMD39587.1	XP_018041540.1	unk
PMD39587.1	XP_018657288.1	GOODBYE-LIKE
PMD39587.1	XP_023460443.1	unk
PMD39587.1	XP_024746938.1	GOODBYE-LIKE
PMD39587.1	XP_024759970.1	GOODBYE-LIKE
PMD39587.1	XP_024768665.1	GOODBYE-LIKE
PMD39587.1	KFX53247.1	GOODBYE-LIKE
PMD39587.1	XP_002144738.1	GOODBYE-LIKE
PMD39587.1	KUL90919.1	GOODBYE-LIKE
PMD39587.1	KFX88299.1	unk
PMD39587.1	KFX94529.1	HELO-LIKE
PMD39587.1	KFY11215.1	HELO-LIKE
PMD39587.1	KFY17886.1	HELO-LIKE
PMD39587.1	KFY29750.1	HELO-LIKE
PMD39587.1	KFY41877.1	HELO-LIKE
PMD39587.1	KFY57531.1	HELO-LIKE
PMD39587.1	KFY77233.1	HELO-LIKE
PMD39587.1	KFY95341.1	HELO-LIKE
PMD39587.1	KFZ13947.1	HELO-LIKE
PMD39587.1	KFZ17293.1	HELO-LIKE
PMD39587.1	KFZ23699.1	HELO-LIKE
PMD39587.1	OBT41681.1	HELO-LIKE
PMD39587.1	OBT47113.1	HELO-LIKE
PMD39587.1	OBT58034.1	HELO-LIKE
PMD39587.1	OBT60884.1	HELO-LIKE
PMD39587.1	OBT92425.2	HELO-LIKE
PMD39587.1	PQE09205.1	HELO-LIKE
PMD39587.1	RDW77988.1	HELO-LIKE
PMD39587.1	RDW85168.1	HELO-LIKE
PMD39587.1	RFU31833.1	HELO-LIKE
PMD39587.1	XP_018067531.1	HELO-LIKE
PMD39587.1	XP_018126158.1	HELO-LIKE
PMD39587.1	XP_024324274.1	HELO-LIKE
PMD39587.1	KFX95474.1	GOODBYE-LIKE
PMD39587.1	KFY05234.1	unk
PMD39587.1	KFY07882.1	HELO-LIKE
PMD39587.1	OBT62583.1	HELO-LIKE
PMD39587.1	KFY05091.1	HELO-LIKE
PMD39587.1	KFY08508.1	GOODBYE-LIKE
PMD39587.1	KFX88583.1	GOODBYE-LIKE
PMD39587.1	KFY03830.1	GOODBYE-LIKE
PMD39587.1	KFY04721.1	GOODBYE-LIKE
PMD39587.1	KFY42838.1	GOODBYE-LIKE
PMD39587.1	KFY48518.1	GOODBYE-LIKE
PMD39587.1	KFY93623.1	GOODBYE-LIKE
PMD39587.1	KFZ13247.1	GOODBYE-LIKE
PMD39587.1	KFZ14934.1	GOODBYE-LIKE
PMD39587.1	OBT45904.1	GOODBYE-LIKE
PMD39587.1	OBT52920.1	GOODBYE-LIKE
PMD39587.1	OBT61859.1	GOODBYE-LIKE
PMD39587.1	XP_018131494.1	GOODBYE-LIKE
PMD39587.1	KFY74787.1	GOODBYE-LIKE
PMD39587.1	XP_014557368.1	GOODBYE-LIKE
PMD39587.1	KFY14389.1	HELO-LIKE
PMD39587.1	KFY17970.1	GOODBYE-LIKE
PMD39587.1	KFY18860.1	HELO-LIKE
PMD39587.1	KPM38322.1	HELO-LIKE
PMD39587.1	KFY21121.1	HELO-LIKE
PMD39587.1	KFY22155.1	HELO-LIKE
PMD39587.1	KFY26478.1	HELO-LIKE
PMD39587.1	KFY32168.1	HELO
PMD39587.1	KFY96076.1	HELO
PMD39587.1	KFY34436.1	HELO-LIKE
PMD39587.1	KFY34676.1	HELO-LIKE
PMD39587.1	KFY66374.1	HELO-LIKE
PMD39587.1	KFY35817.1	HELO-LIKE
PMD39587.1	KFY29228.1	HELO-LIKE
PMD39587.1	KFY37882.1	HELO-LIKE
PMD39587.1	KFX99937.1	HELO-LIKE
PMD39587.1	KFY02415.1	HELO-LIKE
PMD39587.1	KFZ13452.1	HELO-LIKE
PMD39587.1	KFY37903.1	HELO-LIKE
PMD39587.1	KFX87169.1	HELO-LIKE
PMD39587.1	KFY40622.1	GOODBYE-LIKE
PMD39587.1	KFY56275.1	GOODBYE-LIKE
PMD39587.1	XP_007806565.1	GOODBYE-LIKE
PMD39587.1	KFY65896.1	GOODBYE-LIKE
PMD39587.1	KFY67894.1	GOODBYE-LIKE
PMD39587.1	KFY70204.1	GOODBYE-LIKE
PMD39587.1	KFZ01192.1	GOODBYE-LIKE
PMD39587.1	KFZ24002.1	GOODBYE-LIKE
PMD39587.1	XP_018127209.1	GOODBYE-LIKE
PMD39587.1	KFY70327.1	GOODBYE-LIKE
PMD39587.1	XP_018126309.1	GOODBYE-LIKE
PMD39587.1	KFY72548.1	HELO
PMD39587.1	KFY73478.1	HELO-LIKE
PMD39587.1	KFZ17274.1	HELO-LIKE
PMD39587.1	XP_018126116.1	HELO-LIKE
PMD39587.1	KFY75204.1	unk
PMD39587.1	KFY76416.1	GOODBYE-LIKE
PMD39587.1	KFY76909.1	GOODBYE-LIKE
PMD39587.1	KFY10980.1	GOODBYE-LIKE
PMD39587.1	KFY81506.1	GOODBYE-LIKE
PMD39587.1	KFZ08564.1	GOODBYE-LIKE
PMD39587.1	KFZ09931.1	GOODBYE-LIKE
PMD39587.1	KFZ11414.1	GOODBYE-LIKE
PMD39587.1	OBT44078.1	GOODBYE-LIKE
PMD39587.1	OBT56156.1	GOODBYE-LIKE
PMD39587.1	OBT68654.1	GOODBYE-LIKE
PMD39587.1	OBT77456.1	unk
PMD39587.1	OBT90407.1	GOODBYE-LIKE
PMD39587.1	OBU00336.2	GOODBYE-LIKE
PMD39587.1	XP_018134068.1	GOODBYE-LIKE
PMD39587.1	KFY79384.1	HELO-LIKE
PMD39587.1	KFY79958.1	HELO-LIKE
PMD39587.1	KFY86569.1	GOODBYE-LIKE
PMD39587.1	KFY89381.1	HELO-LIKE
PMD39587.1	KFY51110.1	HELO-LIKE
PMD39587.1	KFY91042.1	HELO-LIKE
PMD39587.1	KFY91248.1	GOODBYE-LIKE
PMD39587.1	KFY92489.1	unk
PMD39587.1	KFY29319.1	unk
PMD39587.1	KFY61173.1	unk
PMD39587.1	KFZ19877.1	unk
PMD39587.1	KFZ23908.1	unk
PMD39587.1	XP_018040984.1	GOODBYE-LIKE
PMD39587.1	KFY95355.1	HELO-LIKE
PMD39587.1	KFY47728.1	HELO-LIKE
PMD39587.1	KFY95418.1	HELO-LIKE
PMD39587.1	KFY68912.1	HELO-LIKE
PMD39587.1	KFY96114.1	GOODBYE-LIKE
PMD39587.1	KFY47777.1	GOODBYE-LIKE
PMD39587.1	KFY96263.1	HELO-LIKE
PMD39587.1	KFY17804.1	HELO-LIKE
PMD39587.1	CCD53465.1	HELO-LIKE
PMD39587.1	EMR80534.1	HELO-LIKE
PMD39587.1	KFX88056.1	HELO-LIKE
PMD39587.1	KFY01963.1	HELO-LIKE
PMD39587.1	KFY02662.1	HELO-LIKE
PMD39587.1	KFY03079.1	HELO-LIKE
PMD39587.1	KFY36599.1	HELO-LIKE
PMD39587.1	KFY47124.1	HELO-LIKE
PMD39587.1	KFY65326.1	HELO-LIKE
PMD39587.1	KFY79621.1	HELO-LIKE
PMD39587.1	KFY83571.1	HELO-LIKE
PMD39587.1	KFY93613.1	HELO-LIKE
PMD39587.1	KFZ16306.1	HELO-LIKE
PMD39587.1	KFZ18716.1	HELO-LIKE
PMD39587.1	KFZ19764.1	HELO-LIKE
PMD39587.1	KFZ23814.1	HELO-LIKE
PMD39587.1	KFZ24532.1	HELO-LIKE
PMD39587.1	OBT39855.1	HELO-LIKE
PMD39587.1	OBT40370.1	HELO-LIKE
PMD39587.1	OBT48461.1	HELO-LIKE
PMD39587.1	OBT49848.1	HELO-LIKE
PMD39587.1	OBT95231.2	HELO-LIKE
PMD39587.1	XP_018078972.1	HELO-LIKE
PMD39587.1	XP_018128964.1	HELO-LIKE
PMD39587.1	XP_018140500.1	HELO-LIKE
PMD39587.1	KFY96760.1	HELO-LIKE
PMD39587.1	KFY18112.1	HELO-LIKE
PMD39587.1	OBT38470.1	HELO-LIKE
PMD39587.1	OBT86395.1	HELO-LIKE
PMD39587.1	KFY97465.1	HELO-LIKE
PMD39587.1	CZR60322.1	HELO-LIKE
PMD39587.1	CZR70019.1	HELO-LIKE
PMD39587.1	KFX91759.1	HELO-LIKE
PMD39587.1	KFX96574.1	HELO-LIKE
PMD39587.1	KFY00062.1	HELO-LIKE
PMD39587.1	KFY48733.1	HELO-LIKE
PMD39587.1	KFY71368.1	HELO-LIKE
PMD39587.1	OBT39423.1	HELO-LIKE
PMD39587.1	OBT96480.2	HELO-LIKE
PMD39587.1	XP_018130213.1	HELO-LIKE
PMD39587.1	KFY74396.1	HELO-LIKE
PMD39587.1	KFX96636.1	HELO-LIKE
PMD39587.1	KFX97254.1	HELO-LIKE
PMD39587.1	KFY08787.1	HELO-LIKE
PMD39587.1	KFY17788.1	HELO-LIKE
PMD39587.1	KFY28261.1	HELO-LIKE
PMD39587.1	KFY30105.1	HELO-LIKE
PMD39587.1	KFY30332.1	HELO-LIKE
PMD39587.1	KFY31446.1	HELO-LIKE
PMD39587.1	KFY32072.1	HELO-LIKE
PMD39587.1	KFY39666.1	HELO-LIKE
PMD39587.1	KFY41758.1	HELO-LIKE
PMD39587.1	KFY65629.1	HELO-LIKE
PMD39587.1	KFY68917.1	HELO-LIKE
PMD39587.1	KFY96171.1	HELO-LIKE
PMD39587.1	KFZ08626.1	HELO-LIKE
PMD39587.1	KFZ13392.1	HELO-LIKE
PMD39587.1	KFZ16979.1	HELO-LIKE
PMD39587.1	KFZ19348.1	HELO-LIKE
PMD39587.1	KFZ25020.1	HELO-LIKE
PMD39587.1	OBT38813.1	HELO-LIKE
PMD39587.1	OBT39768.1	HELO-LIKE
PMD39587.1	OBT40117.1	HELO-LIKE
PMD39587.1	OBT50512.1	unk
PMD39587.1	OBT62890.1	HELO-LIKE
PMD39587.1	OBT79022.1	HELO-LIKE
PMD39587.1	OBT85043.1	HELO-LIKE
PMD39587.1	XP_018131810.1	HELO-LIKE
PMD39587.1	KFY79546.1	HELO-LIKE
PMD39587.1	KFY52229.1	HELO-LIKE
PMD39587.1	KFY89741.1	HELO-LIKE
PMD39587.1	KFZ11361.1	HELO-LIKE
PMD39587.1	KFZ18330.1	HELO-LIKE
PMD39587.1	OBT46505.1	HELO-LIKE
PMD39587.1	OBT49911.1	HELO-LIKE
PMD39587.1	OBT74425.1	HELO-LIKE
PMD39587.1	OBT88430.1	HELO-LIKE
PMD39587.1	XP_018130055.1	HELO-LIKE
PMD39587.1	KFY83656.1	HELO-LIKE
PMD39587.1	KFY88267.1	HELO-LIKE
PMD39587.1	KFZ14889.1	HELO-LIKE
PMD39587.1	KFY89187.1	HELO-LIKE
PMD39587.1	KFZ04599.1	HELO-LIKE
PMD39587.1	KFZ23732.1	HELO-LIKE
PMD39587.1	KIM99237.1	HELO-LIKE
PMD39587.1	KIN03428.1	HELO-LIKE
PMD39587.1	KIN03450.1	HELO-LIKE
